wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,ref
2542,261,9,.,.,261,Pnc,Pnc,.,,PUNCT,"HugCap, v. 261"
2543,262,1,hues,hues,262,N,N,Hugues,'C/V\./e\,NOUN,"HugCap, v. 262"
2544,262,2,estoit,estoit,262,Vfin,Vfin,être,/V\.'C/V\,VERB,"HugCap, v. 262"
2545,262,3,aussy,aussy,262,Adv,Adv,aussi,/V\.'C/V\,ADV,"HugCap, v. 262"
2546,262,4,armez,armez,262,Vpp,Vpp,armer,/V\.'C/V\,VERB,"HugCap, v. 262"
2547,262,5,a,a,262,Pre,Pre,à,/V\,ADP,"HugCap, v. 262"
2548,262,6,son,son,262,Det,Det,son4,C/V\,DET,"HugCap, v. 262"
2549,262,7,conmant,conmant,262,N,N,command,C/V\.'C/V\,NOUN,"HugCap, v. 262"
2550,262,8,;,;,262,Pnc,Pnc,;,,PUNCT,"HugCap, v. 262"
2551,263,1,chil,chil,263,Dem,Dem,cil,C/V\,PRON,"HugCap, v. 263"
2552,263,2,le,le,263,Prn,Prn$$,le,C/(e)\,PRON,"HugCap, v. 263"
2553,263,3,vont,vont,263,Vfin,Vfin,aller,C/V\,VERB,"HugCap, v. 263"
2554,263,4,a,a,263,Pre,Pre,à,/V\,ADP,"HugCap, v. 263"
2555,263,5,le,le,263,Det,Det,le,C/(e)\,DET,"HugCap, v. 263"
2556,263,6,mort,mort,263,N,N,mort,C/V\,PROPN|NOUN,"HugCap, v. 263"
2557,263,7,esrament,esrament,263,Adv,Adv,erramment,/V\.C/V\.'C/V\,ADV,"HugCap, v. 263"
2558,263,8,escriant,escriant,263,Vprs,Vprs,écrier,/V\.C/V\.'C/V\,VERB,"HugCap, v. 263"
2559,263,9,",",",",263,Pnc,Pnc,",",,PUNCT,"HugCap, v. 263"
2560,264,1,et,et,264,Crd,Crd,et,/V\,CCONJ,"HugCap, v. 264"
2561,264,2,cant,cant,264,Sub,Sub,quand,C/V\,SCONJ,"HugCap, v. 264"
2562,264,3,hues,hues,264,N,N,Hugues,'C/V\./e\,NOUN,"HugCap, v. 264"
2563,264,4,lëz,lëz,264,Prn,Prn$$,le,C/e\,PRON,"HugCap, v. 264"
2564,264,5,vit,vit,264,Vfin,Vfin,voir,C/V\,VERB,"HugCap, v. 264"
2565,264,6,",",",",264,Pnc,Pnc,",",,PUNCT,"HugCap, v. 264"
2566,264,7,s',s',264,Det,Det,son4,C/\,DET,"HugCap, v. 264"
2567,264,8,espee,espee,264,N,N,épée,/V\.'C/V\./(e)\,NOUN,"HugCap, v. 264"
2568,264,9,alla,alla,264,Vfin,Vfin,aller,/V\.'C/V\,VERB,"HugCap, v. 264"
2569,264,10,saquant,saquant,264,Vprs,Vprs,sacher,C/V\.'C/V\,VERB,"HugCap, v. 264"
2570,264,11,",",",",264,Pnc,Pnc,",",,PUNCT,"HugCap, v. 264"
2571,265,1,le,le,265,Det,Det,le,C/(e)\,DET,"HugCap, v. 265"
2572,265,2,premier,premier,265,Adj,Adj,premier,C/V\.C/<V>\.'/V\,ADJ,"HugCap, v. 265"
2573,265,3,qui,qui,265,Qux,Qux,qui,C/V\,PRON,"HugCap, v. 265"
2574,265,4,ly,ly,265,Prn,Prn$$,li,C/V\,PRON,"HugCap, v. 265"
2575,265,5,vient,vient,265,Vfin,Vfin,venir,C/V\,VERB,"HugCap, v. 265"
2576,265,6,l',l',265,Prn,Prn$$,le,C/\,PRON,"HugCap, v. 265"
2577,265,7,ala,ala,265,Vfin,Vfin,aller,/V\.'C/V\,VERB,"HugCap, v. 265"
2578,265,8,sy,sy,265,Adv,Adv,si4,C/V\,ADV,"HugCap, v. 265"
2579,265,9,ataingnant,ataingnant,265,Vpp,Vpp,atteindre,/V\.C/V\.'C/V\,VERB,"HugCap, v. 265"
2580,266,1,que,que,266,Sub,Sub,que,C/(e)\,SCONJ,"HugCap, v. 266"
2581,266,2,dusquëz,dusquëz,266,PrA,PrA,jusque,'C/V\.C/e\,ADP,"HugCap, v. 266"
2582,266,3,au,au,266,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,"HugCap, v. 266"
2583,266,4,menton,menton,266,N,N,menton,C/V\.'C/V\,NOUN,"HugCap, v. 266"
2584,266,5,l',l',266,Prn,Prn$$,le,C/\,PRON,"HugCap, v. 266"
2585,266,6,ala,ala,266,Vfin,Vfin,aller,/V\.'C/V\,VERB,"HugCap, v. 266"
2586,266,7,tout,tout,266,QIs,QIs,tout,C/V\,ADV,"HugCap, v. 266"
2587,266,8,pourfendant,pourfendant,266,Vprs,Vprs,pourfendre,C/V\.C/V\.'C/V\,VERB,"HugCap, v. 266"
2588,266,9,",",",",266,Pnc,Pnc,",",,PUNCT,"HugCap, v. 266"
2589,267,1,le,le,267,Det,Det,le,C/(e)\,DET,"HugCap, v. 267"
2590,267,2,secont,secont,267,Adj,Adj,second,C/V\.'C/V\,ADJ,"HugCap, v. 267"
2591,267,3,et,et,267,Crd,Crd,et,/V\,CCONJ,"HugCap, v. 267"
2592,267,4,le,le,267,Det,Det,le,C/(e)\,DET,"HugCap, v. 267"
2593,267,5,tierch,tierch,267,Adj,Adj,tiers,C/V\,ADJ,"HugCap, v. 267"
2594,267,6,va,va,267,Vfin,Vfin,aller,C/V\,VERB,"HugCap, v. 267"
2595,267,7,a,a,267,Pre,Pre,à,/V\,ADP,"HugCap, v. 267"
2596,267,8,terre,terre,267,N,N,terre,'C/V\.C/(e)\,NOUN,"HugCap, v. 267"
2597,267,9,gissant,gissant,267,Vprs,Vprs,gésir,C/V\.'C/V\,VERB,"HugCap, v. 267"
2598,267,10,",",",",267,Pnc,Pnc,",",,PUNCT,"HugCap, v. 267"
2599,268,1,et,et,268,Crd,Crd,et,/V\,CCONJ,"HugCap, v. 268"
2600,268,2,ly,ly,268,Det,Det,le,C/V\,DET,"HugCap, v. 268"
2601,268,3,aultre,aultre,268,Adj,Adj,autre,'/V\.C/(e)\,ADJ,"HugCap, v. 268"
2602,268,4,l',l',268,Prn,Prn$$,le,C/\,PRON,"HugCap, v. 268"
2603,268,5,asallent,asallent,268,Vfin,Vfin,assaillir,/V\.'C/V\.C/e\,VERB,"HugCap, v. 268"
2604,268,6,",",",",268,Pnc,Pnc,",",,PUNCT,"HugCap, v. 268"
2605,268,7,maint,maint,268,QIs,QIs,maint,C/V\,DET,"HugCap, v. 268"
2606,268,8,cop,cop,268,N,N,coup,C/V\,NOUN,"HugCap, v. 268"
2607,268,9,ly,ly,268,Prn,Prn$$,li,C/V\,PRON,"HugCap, v. 268"
2608,268,10,vont,vont,268,Vfin,Vfin,aller,C/V\,VERB,"HugCap, v. 268"
2609,268,11,donnant,donnant,268,Vprs,Vprs,donner,C/V\.'C/V\,VERB,"HugCap, v. 268"
2610,268,12,;,;,268,Pnc,Pnc,;,,PUNCT,"HugCap, v. 268"
2611,269,1,tant,tant,269,QIs,QIs,tant,C/V\,ADV,"HugCap, v. 269"
2612,269,2,se,se,269,Prn,Prn$$,se,C/(e)\,PRON,"HugCap, v. 269"
2613,269,3,deffendy,deffendy,269,Vfin,Vfin,défendre,C/V\.C/V\.'C/V\,VERB,"HugCap, v. 269"
2614,269,4,hues,hues,269,N,N,Hugues,'C/V\./e\,NOUN,"HugCap, v. 269"
2615,269,5,a,a,269,Pre,Pre,à,/V\,ADP,"HugCap, v. 269"
2616,269,6,l',l',269,Det,Det,le,C/\,DET,"HugCap, v. 269"
2617,269,7,espee,espee,269,N,N,épée,/V\.'C/V\./(e)\,NOUN,"HugCap, v. 269"
2618,269,8,trenchant,trenchant,269,Vprs,Vprs,trancher,C/V\.'C/V\,VERB,"HugCap, v. 269"
2619,270,1,c',c',270,Sub,Sub,que,C/\,SCONJ,"HugCap, v. 270"
2620,270,2,onquëz,onquëz,270,Adv,Adv,onques,'/V\.C/e\,ADV,"HugCap, v. 270"
2621,270,3,ne,ne,270,Neg,Neg$$,ne,C/(e)\,ADV,"HugCap, v. 270"
2622,270,4,ly,ly,270,Prn,Prn$$,li,C/V\,PRON,"HugCap, v. 270"
2623,270,5,meffirent,meffirent,270,Vfin,Vfin,méfaire,C/V\.'C/V\.C/e\,VERB,"HugCap, v. 270"
2624,270,6,le,le,270,Prn,Prn$$,le,C/(e)\,PRON,"HugCap, v. 270"
2625,270,7,montanche,montanche,270,N,N,montance,C/V\.'C/V\.C/(e)\,NOUN,"HugCap, v. 270"
2626,270,8,d',d',270,Pre,Pre,de,C/\,ADP,"HugCap, v. 270"
2627,270,9,un,un,270,QIs,QIs,un,/V\,DET,"HugCap, v. 270"
2628,270,10,gant,gant,270,N,N,gant,C/V\,NOUN,"HugCap, v. 270"
2629,271,1,et,et,271,Crd,Crd,et,/V\,CCONJ,"HugCap, v. 271"
2630,271,2,s',s',271,Adv,Adv,si4,C/\,ADV,"HugCap, v. 271"
2631,271,3,en,en,271,Prn,Prn$$,en2,/V\,PRON,"HugCap, v. 271"
2632,271,4,tua,tua,271,Vfin,Vfin,tuer,C/V\.'C/V\,VERB,"HugCap, v. 271"
2633,271,5,lëz,lëz,271,Det,Det,le,C/e\,DET,"HugCap, v. 271"
2634,271,6,.v.,.v.,271,QIs,QIs,cinq,C/V\,NUM,"HugCap, v. 271"
2635,271,7,et,et,271,Crd,Crd,et,/V\,CCONJ,"HugCap, v. 271"
2636,271,8,en,en,271,Prn,Prn$$,en2,/V\,PRON,"HugCap, v. 271"
2637,271,9,navra,navra,271,Vfin,Vfin,navrer,C/V\.'C/V\,VERB,"HugCap, v. 271"
2638,271,10,autant,autant,271,Adv,Adv,autant,/V\.'C/V\,ADV,"HugCap, v. 271"
2639,272,1,et,et,272,Crd,Crd,et,/V\,CCONJ,"HugCap, v. 272"
2640,272,2,tous,tous,272,QIs,QIs,tout,C/V\,PRON,"HugCap, v. 272"
2641,272,3,lëz,lëz,272,Prn,Prn$$,le,C/e\,PRON,"HugCap, v. 272"
2642,272,4,fit,fit,272,Vfin,Vfin,faire,C/V\,VERB,"HugCap, v. 272"
2643,272,5,fuïr,fuïr,272,Vinf,Vinf,fuir,C/V\.'C/V\,VERB,"HugCap, v. 272"
2644,272,6,par,par,272,Pre,Pre,par,C/V\,ADP,"HugCap, v. 272"
2645,272,7,son,son,272,Det,Det,son4,C/V\,DET,"HugCap, v. 272"
2646,272,8,hardement,hardement,272,N,N,hardement,C/V\.C/e\.'C/V\,NOUN,"HugCap, v. 272"
2647,272,9,grant,grant,272,Adj,Adj,grand,C/V\,ADJ,"HugCap, v. 272"
2648,273,1,et,et,273,Crd,Crd,et,/V\,CCONJ,"HugCap, v. 273"
2649,273,2,prinrent,prinrent,273,Vfin,Vfin,prendre,'C/V\.C/e\,VERB,"HugCap, v. 273"
2650,273,3,a,a,273,Pre,Pre,à,/V\,ADP,"HugCap, v. 273"
2651,273,4,criier,criier,273,Vinf,Vinf,crier,C/V\.'C/V\,VERB,"HugCap, v. 273"
2652,273,5,et,et,273,Crd,Crd,et,/V\,CCONJ,"HugCap, v. 273"
2653,273,6,faire,faire,273,Vinf,Vinf,faire,'C/V\.C/(e)\,VERB,"HugCap, v. 273"
2654,273,7,noise,noise,273,N,N,noise,'C/V\.C/(e)\,NOUN,"HugCap, v. 273"
2655,273,8,grant,grant,273,Adj,Adj,grand,C/V\,ADJ,"HugCap, v. 273"
2656,274,1,tant,tant,274,QIs,QIs,tant,C/V\,ADV,"HugCap, v. 274"
2657,274,2,que,que,274,Sub,Sub,que,C/(e)\,SCONJ,"HugCap, v. 274"
2658,274,3,le,le,274,Det,Det,le,C/(e)\,DET,"HugCap, v. 274"
2659,274,4,gent,gent,274,N,N,gent,C/V\,NOUN,"HugCap, v. 274"
2660,274,5,d',d',274,Pre,Pre,de,C/\,ADP,"HugCap, v. 274"
2661,274,6,autour,autour,274,PrA,PrA,autour,/V\.'C/V\,ADV,"HugCap, v. 274"
2662,274,7,se,se,274,Prn,Prn$$,se,C/(e)\,PRON,"HugCap, v. 274"
2663,274,8,vont,vont,274,Vfin,Vfin,aller,C/V\,VERB,"HugCap, v. 274"
2664,274,9,tous,tous,274,QIs,QIs,tout,C/V\,PRON,"HugCap, v. 274"
2665,274,10,assamblant,assamblant,274,Vprs,Vprs,assembler,/V\.C/V\.'C/V\,VERB,"HugCap, v. 274"
2666,274,11,",",",",274,Pnc,Pnc,",",,PUNCT,"HugCap, v. 274"
2667,275,1,et,et,275,Crd,Crd,et,/V\,CCONJ,"HugCap, v. 275"
2668,275,2,hues,hues,275,N,N,Hugues,'C/V\./e\,NOUN,"HugCap, v. 275"
2669,275,3,s',s',275,Prn,Prn$$,se,C/\,PRON,"HugCap, v. 275"
2670,275,4,en,en,275,Prn,Prn$$,en2,/V\,PRON,"HugCap, v. 275"
2671,275,5,parti,parti,275,Vfin,Vfin,partir,C/V\.'C/V\,VERB,"HugCap, v. 275"
2672,275,6,",",",",275,Pnc,Pnc,",",,PUNCT,"HugCap, v. 275"
2673,275,7,qui,qui,275,Qux,Qux,qui,C/V\,PRON,"HugCap, v. 275"
2674,275,8,ne,ne,275,Neg,Neg$$,ne,C/(e)\,ADV,"HugCap, v. 275"
2675,275,9,pot,pot,275,Vfin,Vfin,pouvoir2,C/V\,VERB,"HugCap, v. 275"
2676,275,10,en,en,275,Pre,Pre,en,/V\,ADP,"HugCap, v. 275"
2677,275,11,avant,avant,275,PrA,PrA,avant,/V\.'C/V\,ADV,"HugCap, v. 275"
2678,275,12,",",",",275,Pnc,Pnc,",",,PUNCT,"HugCap, v. 275"
2679,276,1,san,san,276,Pre,Pre,sans,C/V\,ADP,"HugCap, v. 276"
2680,276,2,parler,parler,276,Vinf,Vinf,parler,C/V\.'C/V\,VERB,"HugCap, v. 276"
2681,276,3,a,a,276,Pre,Pre,à,/V\,ADP,"HugCap, v. 276"
2682,276,4,s',s',276,Det,Det,son4,C/\,DET,"HugCap, v. 276"
2683,276,5,amie,amie,276,N,N,amie,/V\.'C/V\./(e)\,NOUN,"HugCap, v. 276"
2684,276,6,qui,qui,276,Qux,Qux,qui,C/V\,PRON,"HugCap, v. 276"
2685,276,7,fort,fort,276,Adv,Adv,fort,C/V\,ADV,"HugCap, v. 276"
2686,276,8,aloit,aloit,276,Vfin,Vfin,aller,/V\.'C/V\,VERB,"HugCap, v. 276"
2687,276,9,plourant,plourant,276,Vprs,Vprs,pleurer,C/V\.'C/V\,VERB,"HugCap, v. 276"
2688,276,10,.,.,276,Pnc,Pnc,.,,PUNCT,"HugCap, v. 276"
2689,277,1,adont,adont,277,Adv,Adv,adonc,/V\.'C/V\,ADV,"HugCap, v. 277"
2690,277,2,ala,ala,277,Vfin,Vfin,aller,/V\.'C/V\,VERB,"HugCap, v. 277"
2691,277,3,huon,huon,277,N,N,Hugues,C/V\.'C/V\,NOUN,"HugCap, v. 277"
2692,277,4,le,le,277,Det,Det,le,C/(e)\,DET,"HugCap, v. 277"
2693,277,5,païs,païs,277,N,N,pays,C/V\.'C/V\,NOUN,"HugCap, v. 277"
2694,277,6,eslongant,eslongant,277,Vprs,Vprs,éloigner,/V\.C/V\.'C/V\,VERB,"HugCap, v. 277"
2695,278,1,et,et,278,Crd,Crd,et,/V\,CCONJ,"HugCap, v. 278"
2696,278,2,a,a,278,Vfin,Vfin,avoir,/V\,VERB,"HugCap, v. 278"
2697,278,3,passé,passé,278,Vpp,Vpp,passer,C/V\.'C/V\,VERB,"HugCap, v. 278"
2698,278,4,hollandre,hollandre,278,N,N,Hollande,C/V\.'C/V\.C/(e)\,NOUN,"HugCap, v. 278"
2699,278,5,",",",",278,Pnc,Pnc,",",,PUNCT,"HugCap, v. 278"
2700,278,6,en,en,278,Pre,Pre,en,/V\,ADP,"HugCap, v. 278"
2701,278,7,frise,frise,278,N,N,Frise,'C/V\.C/(e)\,NOUN,"HugCap, v. 278"
2702,278,8,va,va,278,Vfin,Vfin,aller,C/V\,VERB,"HugCap, v. 278"
2703,278,9,entrant,entrant,278,Vprs,Vprs,entrer,/V\.'C/V\,VERB,"HugCap, v. 278"
2704,278,10,.,.,278,Pnc,Pnc,.,,PUNCT,"HugCap, v. 278"
2705,279,1,tant,tant,279,QIs,QIs,tant,C/V\,ADV,"HugCap, v. 279"
2706,279,2,avoit,avoit,279,Vfin,Vfin,avoir,/V\.'C/V\,VERB,"HugCap, v. 279"
2707,279,3,despendu,despendu,279,Vpp,Vpp,dépendre,C/V\.C/V\.'C/V\,VERB,"HugCap, v. 279"
2708,279,4,qu',qu',279,Sub,Sub,que,C/\,SCONJ,"HugCap, v. 279"
2709,279,5,il,il,279,Prn,Prn$,il,/V\,PRON,"HugCap, v. 279"
2710,279,6,avoit,avoit,279,Vfin,Vfin,avoir,/V\.'C/V\,VERB,"HugCap, v. 279"
2711,279,7,pau,pau,279,N,N,peu,C/V\,PROPN|NOUN,"HugCap, v. 279"
2712,279,8,d',d',279,Pre,Pre,de,C/\,ADP,"HugCap, v. 279"
2713,279,9,argent,argent,279,N,N,argent,/V\.'C/V\,NOUN,"HugCap, v. 279"
2714,280,1,et,et,280,Crd,Crd,et,/V\,CCONJ,"HugCap, v. 280"
2715,280,2,dist,dist,280,Vfin,Vfin,dire,C/V\,VERB,"HugCap, v. 280"
2716,280,3,a,a,280,Pre,Pre,à,/V\,ADP,"HugCap, v. 280"
2717,280,4,lui,lui,280,Prn,Prn,lui,C/V\,PRON,"HugCap, v. 280"
2718,280,5,meismes,meismes,280,Adv,Adv,même,C/(V)\.'/V\.C/e\,ADV,"HugCap, v. 280"
2719,280,6,:,:,280,Pnc,Pnc,:,,PUNCT,"HugCap, v. 280"
2720,280,7,«,«,280,Pnc,Pnc,«,,PUNCT,"HugCap, v. 280"
2721,280,8,vé,vé,280,Vfin,Vfin,voir,C/V\,VERB,"HugCap, v. 280"
2722,280,9,me,me,280,Prn,Prn%,me,C/(e)\,PRON,"HugCap, v. 280"
2723,280,10,chy,chy,280,Adv,Adv,ci,C/V\,ADV,"HugCap, v. 280"
2724,280,11,bien,bien,280,Adv,Adv,bien,C/V\,ADV,"HugCap, v. 280"
2725,280,12,mescant,mescant,280,Vprs,Vprs,méchoir,C/V\.'C/V\,PROPN|NOUN,"HugCap, v. 280"
2726,280,13,",",",",280,Pnc,Pnc,",",,PUNCT,"HugCap, v. 280"
2727,281,1,ung,ung,281,QIs,QIs,un,/V\,DET,"HugCap, v. 281"
2728,281,2,hons,hons,281,N,N,homme,/V\,NOUN,"HugCap, v. 281"
2729,281,3,qui,qui,281,Qux,Qux,qui,C/V\,PRON,"HugCap, v. 281"
2730,281,4,sieut,sieut,281,Vfin,Vfin,suivre,C/V\,VERB,"HugCap, v. 281"
2731,281,5,amours,amours,281,N,N,amour,/V\.'C/V\,NOUN,"HugCap, v. 281"
2732,281,6,va,va,281,Vfin,Vfin,aller,C/V\,VERB,"HugCap, v. 281"
2733,281,7,sen,sen,281,Det,Det,son4,C/V\,DET,"HugCap, v. 281"
2734,281,8,corps,corps,281,N,N,corps,C/V\,NOUN,"HugCap, v. 281"
2735,281,9,perillant,perillant,281,Vprs,Vprs,périller,C/V\.C/V\.'C/V\,VERB,"HugCap, v. 281"
2736,281,10,.,.,281,Pnc,Pnc,.,,PUNCT,"HugCap, v. 281"
2737,282,1,car,car,282,Crd,Crd,car,C/V\,CCONJ,"HugCap, v. 282"
2738,282,2,il,il,282,Prn,Prn$,il,/V\,PRON,"HugCap, v. 282"
2739,282,3,va,va,282,Vfin,Vfin,aller,C/V\,VERB,"HugCap, v. 282"
2740,282,4,son,son,282,Det,Det,son4,C/V\,DET,"HugCap, v. 282"
2741,282,5,avoir,avoir,282,N,N,avoir2,/V\.'C/V\,PROPN|NOUN,"HugCap, v. 282"
2742,282,6,par,par,282,Pre,Pre,par,C/V\,ADP,"HugCap, v. 282"
2743,282,7,outraige,outraige,282,N,N,outrage,/V\.'C/V\.C/(e)\,NOUN,"HugCap, v. 282"
2744,282,8,exillant,exillant,282,Vprs,Vprs,exiler,/V\.C/V\.'C/V\,VERB,"HugCap, v. 282"
2745,283,1,et,et,283,Crd,Crd,et,/V\,CCONJ,"HugCap, v. 283"
2746,283,2,se,se,283,Adv,Adv,si4,C/(e)\,ADV,"HugCap, v. 283"
2747,283,3,va,va,283,Vfin,Vfin,aller,C/V\,VERB,"HugCap, v. 283"
2748,283,4,tous,tous,283,QIs,QIs,tout,C/V\,DET,"HugCap, v. 283"
2749,283,5,lëz,lëz,283,Det,Det,le,C/e\,DET,"HugCap, v. 283"
2750,283,6,jours,jours,283,N,N,jour,C/V\,NOUN,"HugCap, v. 283"
2751,283,7,son,son,283,Det,Det,son4,C/V\,DET,"HugCap, v. 283"
2752,283,8,corps,corps,283,N,N,corps,C/V\,NOUN,"HugCap, v. 283"
2753,283,9,aventurant,aventurant,283,Vpp,Vpp,aventurer,/V\.C/V\.C/V\.'C/V\,VERB,"HugCap, v. 283"
2754,283,10,;,;,283,Pnc,Pnc,;,,PUNCT,"HugCap, v. 283"
2755,284,1,mais,mais,284,Crd,Crd,mais,C/V\,CCONJ,"HugCap, v. 284"
2756,284,2,jonnesse,jonnesse,284,N,N,jeunesse,C/V\.'C/V\.C/(e)\,NOUN,"HugCap, v. 284"
2757,284,3,me,me,284,Prn,Prn$$,me,C/(e)\,PRON,"HugCap, v. 284"
2758,284,4,va,va,284,Vfin,Vfin,aller,C/V\,VERB,"HugCap, v. 284"
2759,284,5,a,a,284,Pre,Pre,à,/V\,ADP,"HugCap, v. 284"
2760,284,6,son,son,284,Det,Det,son4,C/V\,DET,"HugCap, v. 284"
2761,284,7,volloir,volloir,284,N,N,vouloir,C/V\.'C/V\,PROPN|NOUN,"HugCap, v. 284"
2762,284,8,menant,menant,284,Vprs,Vprs,mener,C/V\.'C/V\,VERB,"HugCap, v. 284"
2763,285,1,et,et,285,Crd,Crd,et,/V\,CCONJ,"HugCap, v. 285"
2764,285,2,biaus,biaus,285,Adj,Adj,beau,C/V\,ADJ,"HugCap, v. 285"
2765,285,3,samblant,samblant,285,N,N,semblant,C/V\.'C/V\,PROPN|NOUN,"HugCap, v. 285"
2766,285,4,de,de,285,Pre,Pre,de,C/(e)\,ADP,"HugCap, v. 285"
2767,285,5,dammëz,dammëz,285,N,N,dame,'C/V\.C/e\,NOUN,"HugCap, v. 285"
2768,285,6,m',m',285,Prn,Prn$$,me,C/\,PRON,"HugCap, v. 285"
2769,285,7,en,en,285,Prn,Prn$$,en2,/V\,PRON,"HugCap, v. 285"
2770,285,8,ont,ont,285,Vfin,Vfin,avoir,/V\,VERB,"HugCap, v. 285"
2771,285,9,mis,mis,285,Vpp,Vpp,mettre,C/V\,VERB,"HugCap, v. 285"
2772,285,10,en,en,285,Pre,Pre,en,/V\,ADP,"HugCap, v. 285"
2773,285,11,avant,avant,285,PrA,PrA,avant,/V\.'C/V\,ADV,"HugCap, v. 285"
2774,285,12,",",",",285,Pnc,Pnc,",",,PUNCT,"HugCap, v. 285"
2775,286,1,car,car,286,Crd,Crd,car,C/V\,CCONJ,"HugCap, v. 286"
2776,286,2,j',j',286,Prn,Prn$,je,C/\,PRON,"HugCap, v. 286"
2777,286,3,ay,ay,286,Vfin,Vfin,avoir,/V\,VERB,"HugCap, v. 286"
2778,286,4,eu,eu,286,Vpp,Vpp,avoir,/(V)\.'/V\,VERB,"HugCap, v. 286"
2779,286,5,de,de,286,Pre,Pre,de,C/(e)\,ADP,"HugCap, v. 286"
2780,286,6,tellëz,tellëz,286,Adj,Adj,tel,'C/V\.C/e\,ADJ,"HugCap, v. 286"
2781,286,7,men,men,286,Det,Det,mon,C/V\,DET,"HugCap, v. 286"
2782,286,8,bon,bon,286,Adj,Adj,bon,C/V\,ADJ,"HugCap, v. 286"
2783,286,9,et,et,286,Crd,Crd,et,/V\,CCONJ,"HugCap, v. 286"
2784,286,10,mon,mon,286,Det,Det,mon,C/V\,DET,"HugCap, v. 286"
2785,286,11,commant,commant,286,N,N,command,C/V\.'C/V\,NOUN,"HugCap, v. 286"
2786,287,1,que,que,287,Sub,Sub,que,C/(e)\,SCONJ,"HugCap, v. 287"
2787,287,2,n',n',287,Neg,Neg$$,ne,C/\,ADV,"HugCap, v. 287"
2788,287,3,osasse,osasse,287,Vfin,Vfin,oser,/V\.'C/V\.C/(e)\,VERB,"HugCap, v. 287"
2789,287,4,prier,prier,287,Vinf,Vinf,prier,C/V\.'C/V\,VERB,"HugCap, v. 287"
2790,287,5,pour,pour,287,Pre,Pre,pour,C/V\,ADP,"HugCap, v. 287"
2791,287,6,d',d',287,Pre,Pre,de,C/\,ADP,"HugCap, v. 287"
2792,287,7,or,or,287,N,N,or,/V\,NOUN,"HugCap, v. 287"
2793,287,8,fin,fin,287,Adj,Adj,fin2,C/V\,ADJ,"HugCap, v. 287"
2794,287,9,men,men,287,Det,Det,mon,C/V\,DET,"HugCap, v. 287"
2795,287,10,pensant,pensant,287,Vprs,Vprs,penser,C/V\.'C/V\,VERB,"HugCap, v. 287"
2796,288,1,se,se,288,Sub,Sub,si3,C/(e)\,SCONJ,"HugCap, v. 288"
2797,288,2,ne,ne,288,Neg,Neg$$,ne,C/(e)\,ADV,"HugCap, v. 288"
2798,288,3,fust,fust,288,Vfin,Vfin,être,C/V\,VERB,"HugCap, v. 288"
2799,288,4,par,par,288,Pre,Pre,par,C/V\,ADP,"HugCap, v. 288"
2800,288,5,la,la,288,Det,Det,le,C/V\,DET,"HugCap, v. 288"
2801,288,6,voie,voie,288,N,N,voie,'C/V\./(e)\,NOUN,"HugCap, v. 288"
2802,288,7,qui,qui,288,Qux,Qux,qui,C/V\,PRON,"HugCap, v. 288"
2803,288,8,m',m',288,Prn,Prn$$,me,C/\,PRON,"HugCap, v. 288"
2804,288,9,alaissent,alaissent,288,Vfin,Vfin,aller,/V\.'C/V\.C/e\,VERB,"HugCap, v. 288"
2805,288,10,moustrant,moustrant,288,Vprs,Vprs,montrer,C/V\.'C/V\,VERB,"HugCap, v. 288"
2806,288,11,",",",",288,Pnc,Pnc,",",,PUNCT,"HugCap, v. 288"
2807,289,1,mais,mais,289,Crd,Crd,mais,C/V\,CCONJ,"HugCap, v. 289"
2808,289,2,par,par,289,Pre,Pre,par,C/V\,ADP,"HugCap, v. 289"
2809,289,3,leur,leur,289,Det,Det,leur2,C/V\,DET,"HugCap, v. 289"
2810,289,4,biel,biel,289,Adj,Adj,beau,C/V\,ADJ,"HugCap, v. 289"
2811,289,5,atrait,atrait,289,N,N,attrait,/V\.'C/V\,PROPN|NOUN,"HugCap, v. 289"
2812,289,6,m',m',289,Prn,Prn$$,me,C/\,PRON,"HugCap, v. 289"
2813,289,7,aloie,aloie,289,Vfin,Vfin,aller,/V\.'C/V\./(e)\,VERB,"HugCap, v. 289"
2814,289,8,enhardissant,enhardissant,289,Vpp,Vpp,enhardir,/V\.C/V\.C/V\.'C/V\,VERB,"HugCap, v. 289"
2815,289,9,;,;,289,Pnc,Pnc,;,,PUNCT,"HugCap, v. 289"
2816,290,1,s',s',290,Adv,Adv,si4,C/\,ADV,"HugCap, v. 290"
2817,290,2,ay,ay,290,Vfin,Vfin,avoir,/V\,VERB,"HugCap, v. 290"
2818,290,3,eu,eu,290,Vpp,Vpp,avoir,/(V)\.'/V\,VERB,"HugCap, v. 290"
2819,290,4,dusquëz,dusquëz,290,PrA,PrA,jusque,'C/V\.C/e\,ADP,"HugCap, v. 290"
2820,290,5,en,en,290,Pre,Pre,en,/V\,ADP,"HugCap, v. 290"
2821,290,6,cy,cy,290,Adv,Adv,ci,C/V\,ADV,"HugCap, v. 290"
2822,290,7,bon,bon,290,Adj,Adj,bon,C/V\,ADJ,"HugCap, v. 290"
2823,290,8,tamps,tamps,290,N,N,temps,C/V\,NOUN,"HugCap, v. 290"
