wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,verstype,subtype,syllabified,ref
246,42,3,mors,mors,142,N,N,,7s,---,C/V\,"ConBeth, chanson 1, v. 42"
247,42,4,me,me,142,Prn,Prn$$,me,7s,---,C/(e)\,"ConBeth, chanson 1, v. 42"
248,42,5,delite,delite,142,Vfin,Vfin,déliter,7s,---,C/V\.'C/V\.C/(e)\,"ConBeth, chanson 1, v. 42"
249,42,6,.,.,142,Pnc,Pnc,,7s,---,,"ConBeth, chanson 1, v. 42"
250,43,1,noblet,noblet,143,Adj,Adj,,7s,---,C/V\.'C/V\,"ConBeth, chanson 1, v. 43"
251,43,2,",",",",143,Pnc,Pnc,,7s,---,,"ConBeth, chanson 1, v. 43"
252,43,3,je,je,143,Prn,Prn$,je,7s,---,C/(e)\,"ConBeth, chanson 1, v. 43"
253,43,4,sui,sui,143,Vfin,Vfin,être,7s,---,C/V\,"ConBeth, chanson 1, v. 43"
254,43,5,fins,fins,143,Adj,Adj,fin2,7s,---,C/V\,"ConBeth, chanson 1, v. 43"
255,43,6,amans,amans,143,Vprs,Vprs,aimer,7s,---,/V\.'C/V\,"ConBeth, chanson 1, v. 43"
256,43,7,",",",",143,Pnc,Pnc,,7s,---,,"ConBeth, chanson 1, v. 43"
257,44,1,si,si,144,Adv,Adv,si4,7s,---,C/V\,"ConBeth, chanson 1, v. 44"
258,44,2,aim,aim,144,Vfin,Vfin,aimer,7s,---,/V\,"ConBeth, chanson 1, v. 44"
259,44,3,la,la,144,Det,Det,le,7s,---,C/V\,"ConBeth, chanson 1, v. 44"
260,44,4,millor,millor,144,Adj,Adj,meilleur,7s,---,C/V\.'C/V\,"ConBeth, chanson 1, v. 44"
261,44,5,eslite,eslite,144,N,N,,7s,---,/V\.'C/V\.C/(e)\,"ConBeth, chanson 1, v. 44"
262,45,1,dont,dont,145,Qux,Qux,dont,7s,---,C/V\,"ConBeth, chanson 1, v. 45"
263,45,2,onques,onques,145,Adv,Adv,onques,7s,---,'/V\.C/e\,"ConBeth, chanson 1, v. 45"
264,45,3,cançons,cançons,145,N,N,,7s,---,C/V\.'C/V\,"ConBeth, chanson 1, v. 45"
265,45,4,fust,fust,145,Vfin,Vfin,être,7s,---,C/V\,"ConBeth, chanson 1, v. 45"
266,45,5,dite,dite,145,Vpp,Vpp,dire,7s,---,'C/V\.C/(e)\,"ConBeth, chanson 1, v. 45"
267,45,6,.,.,145,Pnc,Pnc,,7s,---,,"ConBeth, chanson 1, v. 45"
268,46,1,si,si,201,Adv,Adv,si4,10s,---,C/V\,"ConBeth, chanson 2, v. 1"
269,46,2,voiremant,voiremant,201,Adv,Adv,,10s,---,C/V\.C/e\.'C/V\,"ConBeth, chanson 2, v. 1"
270,46,3,con,con,201,Sub,Sub,comme,10s,---,C/V\,"ConBeth, chanson 2, v. 1"
271,46,4,cele,cele,201,Dem,Dem,cil,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 2, v. 1"
272,46,5,don,don,201,Qux,Qux,dont,10s,---,C/V\,"ConBeth, chanson 2, v. 1"
273,46,6,je,je,201,Prn,Prn$,je,10s,---,C/(e)\,"ConBeth, chanson 2, v. 1"
274,46,7,chant,chant,201,Vfin,Vfin,chanter,10s,---,C/V\,"ConBeth, chanson 2, v. 1"
275,47,1,valt,valt,202,Vfin,Vfin,valoir,10s,---,C/V\,"ConBeth, chanson 2, v. 2"
276,47,2,melz,melz,202,Adv,Adv,mieux,10s,---,C/V\,"ConBeth, chanson 2, v. 2"
277,47,3,que,que,202,Sub,Sub,que,10s,---,C/(e)\,"ConBeth, chanson 2, v. 2"
278,47,4,totes,totes,202,QIs,QIs,tout,10s,---,'C/V\.C/e\,"ConBeth, chanson 2, v. 2"
279,47,5,les,les,202,Det,Det,le,10s,---,C/V\,"ConBeth, chanson 2, v. 2"
280,47,6,bones,bones,202,N,N,,10s,---,'C/V\.C/e\,"ConBeth, chanson 2, v. 2"
281,47,7,qui,qui,202,Qux,Qux,qui,10s,---,C/V\,"ConBeth, chanson 2, v. 2"
282,47,8,sont,sont,202,Vfin,Vfin,être,10s,---,C/V\,"ConBeth, chanson 2, v. 2"
283,47,9,",",",",202,Pnc,Pnc,,10s,---,,"ConBeth, chanson 2, v. 2"
284,48,1,et,et,203,Crd,Crd,et,10s,---,/V\,"ConBeth, chanson 2, v. 3"
285,48,2,je,je,203,Prn,Prn$,je,10s,---,C/(e)\,"ConBeth, chanson 2, v. 3"
286,48,3,l',l',203,Prn,Prn$$,le,10s,---,C/\,"ConBeth, chanson 2, v. 3"
287,48,4,aim,aim,203,Vfin,Vfin,aimer,10s,---,/V\,"ConBeth, chanson 2, v. 3"
288,48,5,plus,plus,203,Adv,Adv,plus,10s,---,C/V\,"ConBeth, chanson 2, v. 3"
289,48,6,que,que,203,Sub,Sub,que,10s,---,C/(e)\,"ConBeth, chanson 2, v. 3"
290,48,7,rien,rien,203,N,N,rien,10s,---,C/V\,"ConBeth, chanson 2, v. 3"
291,48,8,qui,qui,203,Qux,Qux,qui,10s,---,C/V\,"ConBeth, chanson 2, v. 3"
292,48,9,soit,soit,203,Vfin,Vfin,être,10s,---,C/V\,"ConBeth, chanson 2, v. 3"
293,48,10,el,el,203,Pre+Det,Pre+Det,en.le,10s,---,/V\,"ConBeth, chanson 2, v. 3"
294,48,11,mont,mont,203,N,N,,10s,---,C/V\,"ConBeth, chanson 2, v. 3"
295,48,12,",",",",203,Pnc,Pnc,,10s,---,,"ConBeth, chanson 2, v. 3"
296,49,1,si,si,204,Adv,Adv,si4,10s,---,C/V\,"ConBeth, chanson 2, v. 4"
297,49,2,me,me,204,Prn,Prn$$,me,10s,---,C/(e)\,"ConBeth, chanson 2, v. 4"
298,49,3,doint,doint,204,Vfin,Vfin,donner,10s,---,C/V\,"ConBeth, chanson 2, v. 4"
299,49,4,deus,deus,204,N,N,,10s,---,C/V\,"ConBeth, chanson 2, v. 4"
300,49,5,s',s',204,Det,Det,son4,10s,---,C/\,"ConBeth, chanson 2, v. 4"
301,49,6,amor,amor,204,N,N,,10s,---,/V\.'C/V\,"ConBeth, chanson 2, v. 4"
302,49,7,senz,senz,204,Pre,Pre,sans,10s,---,C/V\,"ConBeth, chanson 2, v. 4"
303,49,8,decevoir,decevoir,204,Vinf,Vinf,décevoir,10s,---,C/V\.C/e\.'C/V\,"ConBeth, chanson 2, v. 4"
304,49,9,;,;,204,Pnc,Pnc,,10s,---,,"ConBeth, chanson 2, v. 4"
305,50,1,que,que,205,Crd,Crd,que,10s,---,C/(e)\,"ConBeth, chanson 2, v. 5"
306,50,2,tel,tel,205,Adj,Adj,tel,10s,---,C/V\,"ConBeth, chanson 2, v. 5"
307,50,3,desir,desir,205,N,N,,10s,---,C/V\.'C/V\,"ConBeth, chanson 2, v. 5"
308,50,4,en,en,205,Prn,Prn$$,en2,10s,---,/V\,"ConBeth, chanson 2, v. 5"
309,50,5,ai,ai,205,Vfin,Vfin,avoir,10s,---,/V\,"ConBeth, chanson 2, v. 5"
310,50,6,et,et,205,Crd,Crd,et,10s,---,/V\,"ConBeth, chanson 2, v. 5"
311,50,7,tel,tel,205,Adj,Adj,tel,10s,---,C/V\,"ConBeth, chanson 2, v. 5"
312,50,8,voloir,voloir,205,N,N,vouloir,10s,---,C/V\.'C/V\,"ConBeth, chanson 2, v. 5"
313,50,9,",",",",205,Pnc,Pnc,,10s,---,,"ConBeth, chanson 2, v. 5"
314,51,1,ou,ou,206,Crd,Crd,ou,10s,---,/V\,"ConBeth, chanson 2, v. 6"
315,51,2,tant,tant,206,QIs,QIs,tant,10s,---,C/V\,"ConBeth, chanson 2, v. 6"
316,51,3,ou,ou,206,Crd,Crd,ou,10s,---,/V\,"ConBeth, chanson 2, v. 6"
317,51,4,plus,plus,206,Adv,Adv,plus,10s,---,C/V\,"ConBeth, chanson 2, v. 6"
318,51,5,",",",",206,Pnc,Pnc,,10s,---,,"ConBeth, chanson 2, v. 6"
319,51,6,deus,deus,206,N,N,,10s,---,C/V\,"ConBeth, chanson 2, v. 6"
320,51,7,en,en,206,Prn,Prn$$,en2,10s,---,/V\,"ConBeth, chanson 2, v. 6"
321,51,8,seit,seit,206,Vfin,Vfin,savoir,10s,---,C/V\,"ConBeth, chanson 2, v. 6"
322,51,9,la,la,206,Det,Det,le,10s,---,C/V\,"ConBeth, chanson 2, v. 6"
323,51,10,verté,verté,206,N,N,,10s,---,C/V\.'C/V\,"ConBeth, chanson 2, v. 6"
324,51,11,",",",",206,Pnc,Pnc,,10s,---,,"ConBeth, chanson 2, v. 6"
325,52,1,si,si,207,Adv,Adv,si4,10s,---,C/V\,"ConBeth, chanson 2, v. 7"
326,52,2,con,con,207,Sub,Sub,comme,10s,---,C/V\,"ConBeth, chanson 2, v. 7"
327,52,3,malades,malades,207,Adj,Adj,,10s,---,C/V\.'C/V\.C/e\,"ConBeth, chanson 2, v. 7"
328,52,4,desirre,desirre,207,Vfin,Vfin,désirer,10s,---,C/V\.'C/V\.C/(e)\,"ConBeth, chanson 2, v. 7"
329,52,5,santé,santé,207,N,N,,10s,---,C/V\.'C/V\,"ConBeth, chanson 2, v. 7"
330,52,6,",",",",207,Pnc,Pnc,,10s,---,,"ConBeth, chanson 2, v. 7"
331,53,1,desir,desir,208,Vfin,Vfin,désirer,10s,---,C/V\.'C/V\,"ConBeth, chanson 2, v. 8"
332,53,2,je,je,208,Prn,Prn%,je,10s,---,C/(e)\,"ConBeth, chanson 2, v. 8"
333,53,3,li,li,208,Prn,Prn,li,10s,---,C/V\,"ConBeth, chanson 2, v. 8"
334,53,4,et,et,208,Crd,Crd,et,10s,---,/V\,"ConBeth, chanson 2, v. 8"
335,53,5,s',s',208,Det,Det,son4,10s,---,C/\,"ConBeth, chanson 2, v. 8"
336,53,6,amor,amor,208,N,N,,10s,---,/V\.'C/V\,"ConBeth, chanson 2, v. 8"
337,53,7,a,a,208,Pre,Pre,à,10s,---,/V\,"ConBeth, chanson 2, v. 8"
338,53,8,avoir,avoir,208,Vinf,Vinf,avoir,10s,---,/V\.'C/V\,"ConBeth, chanson 2, v. 8"
339,53,9,.,.,208,Pnc,Pnc,,10s,---,,"ConBeth, chanson 2, v. 8"
340,54,1,or,or,209,Adv,Adv,or2,10s,---,/V\,"ConBeth, chanson 2, v. 9"
341,54,2,sai,sai,209,Vfin,Vfin,savoir,10s,---,C/V\,"ConBeth, chanson 2, v. 9"
342,54,3,je,je,209,Prn,Prn%,je,10s,---,C/(e)\,"ConBeth, chanson 2, v. 9"
343,54,4,bien,bien,209,Adv,Adv,bien,10s,---,C/V\,"ConBeth, chanson 2, v. 9"
344,54,5,que,que,209,Sub,Sub,que,10s,---,C/(e)\,"ConBeth, chanson 2, v. 9"
345,54,6,riens,riens,209,N,N,rien,10s,---,C/V\,"ConBeth, chanson 2, v. 9"
346,54,7,ne,ne,209,Neg,Neg,ne,10s,---,C/(e)\,"ConBeth, chanson 2, v. 9"
347,54,8,puet,puet,209,Vfin,Vfin,pouvoir2,10s,---,C/V\,"ConBeth, chanson 2, v. 9"
348,54,9,valoir,valoir,209,Vinf,Vinf,valoir,10s,---,C/V\.'C/V\,"ConBeth, chanson 2, v. 9"
349,55,1,tant,tant,210,QIs,QIs,tant,10s,---,C/V\,"ConBeth, chanson 2, v. 10"
350,55,2,con,con,210,Sub,Sub,comme,10s,---,C/V\,"ConBeth, chanson 2, v. 10"
351,55,3,celi,celi,210,Dem,Dem,cil,10s,---,C/V\.'C/V\,"ConBeth, chanson 2, v. 10"
352,55,4,de,de,210,Pre,Pre,de,10s,---,C/(e)\,"ConBeth, chanson 2, v. 10"
353,55,5,cui,cui,210,Qux,Qux,cui,10s,---,C/V\,"ConBeth, chanson 2, v. 10"
354,55,6,j',j',210,Prn,Prn$,je,10s,---,C/\,"ConBeth, chanson 2, v. 10"
355,55,7,ai,ai,210,Vfin,Vfin,avoir,10s,---,/V\,"ConBeth, chanson 2, v. 10"
356,55,8,tant,tant,210,QIs,QIs,tant,10s,---,C/V\,"ConBeth, chanson 2, v. 10"
357,55,9,chanté,chanté,210,Vpp,Vpp,chanter,10s,---,C/V\.'C/V\,"ConBeth, chanson 2, v. 10"
358,55,10,",",",",210,Pnc,Pnc,,10s,---,,"ConBeth, chanson 2, v. 10"
359,56,1,c',c',211,Crd,Crd,que,10s,---,C/\,"ConBeth, chanson 2, v. 11"
360,56,2,or,or,211,Adv,Adv,or2,10s,---,/V\,"ConBeth, chanson 2, v. 11"
361,56,3,ai,ai,211,Vfin,Vfin,avoir,10s,---,/V\,"ConBeth, chanson 2, v. 11"
362,56,4,veü,veü,211,Vpp,Vpp,voir,10s,---,C/(V)\.'/V\,"ConBeth, chanson 2, v. 11"
363,56,5,et,et,211,Crd,Crd,et,10s,---,/V\,"ConBeth, chanson 2, v. 11"
364,56,6,li,li,211,Prn,Prn,li,10s,---,C/V\,"ConBeth, chanson 2, v. 11"
365,56,7,et,et,211,Crd,Crd,et,10s,---,/V\,"ConBeth, chanson 2, v. 11"
366,56,8,sa,sa,211,Det,Det,son4,10s,---,C/V\,"ConBeth, chanson 2, v. 11"
367,56,9,bealté,bealté,211,N,N,,10s,---,C/V\.'C/V\,"ConBeth, chanson 2, v. 11"
368,57,1,et,et,212,Crd,Crd,et,10s,---,/V\,"ConBeth, chanson 2, v. 12"
369,57,2,si,si,212,Adv,Adv,si4,10s,---,C/V\,"ConBeth, chanson 2, v. 12"
370,57,3,sai,sai,212,Vfin,Vfin,savoir,10s,---,C/V\,"ConBeth, chanson 2, v. 12"
371,57,4,bien,bien,212,Adv,Adv,bien,10s,---,C/V\,"ConBeth, chanson 2, v. 12"
372,57,5,que,que,212,Sub,Sub,que,10s,---,C/(e)\,"ConBeth, chanson 2, v. 12"
373,57,6,tant,tant,212,QIs,QIs,tant,10s,---,C/V\,"ConBeth, chanson 2, v. 12"
374,57,7,a,a,212,Vfin,Vfin,avoir,10s,---,/V\,"ConBeth, chanson 2, v. 12"
375,57,8,de,de,212,Pre,Pre,de,10s,---,C/(e)\,"ConBeth, chanson 2, v. 12"
376,57,9,valor,valor,212,N,N,,10s,---,C/V\.'C/V\,"ConBeth, chanson 2, v. 12"
377,58,1,que,que,213,Sub,Sub,que,10s,---,C/(e)\,"ConBeth, chanson 2, v. 13"
378,58,2,je,je,213,Prn,Prn$,je,10s,---,C/(e)\,"ConBeth, chanson 2, v. 13"
379,58,3,doi,doi,213,Vfin,Vfin,devoir2,10s,---,C/V\,"ConBeth, chanson 2, v. 13"
380,58,4,faire,faire,213,Vinf,Vinf,faire,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 2, v. 13"
381,58,5,et,et,213,Crd,Crd,et,10s,---,/V\,"ConBeth, chanson 2, v. 13"
382,58,6,outrage,outrage,213,N,N,,10s,---,/V\.'C/V\.C/(e)\,"ConBeth, chanson 2, v. 13"
383,58,7,et,et,213,Crd,Crd,et,10s,---,/V\,"ConBeth, chanson 2, v. 13"
384,58,8,folor,folor,213,N,N,,10s,---,C/V\.'C/V\,"ConBeth, chanson 2, v. 13"
385,59,1,d',d',214,Pre,Pre,de,10s,---,C/\,"ConBeth, chanson 2, v. 14"
386,59,2,amer,amer,214,Vinf,Vinf,aimer,10s,---,/V\.'C/V\,"ConBeth, chanson 2, v. 14"
387,59,3,plus,plus,214,Adv,Adv,plus,10s,---,C/V\,"ConBeth, chanson 2, v. 14"
388,59,4,halt,halt,214,Adv,Adv,haut,10s,---,C/V\,"ConBeth, chanson 2, v. 14"
389,59,5,que,que,214,Sub,Sub,que,10s,---,C/(e)\,"ConBeth, chanson 2, v. 14"
390,59,6,ne,ne,214,Neg,Neg,ne,10s,---,C/(e)\,"ConBeth, chanson 2, v. 14"
391,59,7,m',m',214,Prn,Prn$$,me,10s,---,C/\,"ConBeth, chanson 2, v. 14"
392,59,8,avroit,avroit,214,Vfin,Vfin,avoir,10s,---,/V\.'C/V\,"ConBeth, chanson 2, v. 14"
393,59,9,mestier,mestier,214,N,N,,10s,---,C/V\.'C/V\,"ConBeth, chanson 2, v. 14"
394,59,10,;,;,214,Pnc,Pnc,,10s,---,,"ConBeth, chanson 2, v. 14"
395,60,1,et,et,215,Crd,Crd,et,10s,---,/V\,"ConBeth, chanson 2, v. 15"
396,60,2,non,non,215,Neg,Neg,non,10s,---,C/V\,"ConBeth, chanson 2, v. 15"
397,60,3,por,por,215,Pre,Pre,pour,10s,---,C/V\,"ConBeth, chanson 2, v. 15"
398,60,4,cant,cant,215,Qux,Qux,quant,10s,---,C/V\,"ConBeth, chanson 2, v. 15"
399,60,5,maint,maint,215,QIs,QIs,maint,10s,---,C/V\,"ConBeth, chanson 2, v. 15"
400,60,6,povre,povre,215,Adj,Adj,pauvre,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 2, v. 15"
401,60,7,chevalier,chevalier,215,N,N,,10s,---,C/V\.C/V\.'C/V\,"ConBeth, chanson 2, v. 15"
402,61,1,fait,fait,216,Vfin,Vfin,faire,10s,---,C/V\,"ConBeth, chanson 2, v. 16"
403,61,2,riches,riches,216,Adj,Adj,riche,10s,---,'C/V\.C/e\,"ConBeth, chanson 2, v. 16"
404,61,3,cuers,cuers,216,N,N,,10s,---,C/V\,"ConBeth, chanson 2, v. 16"
405,61,4,venir,venir,216,Vinf,Vinf,venir,10s,---,C/V\.'C/V\,"ConBeth, chanson 2, v. 16"
406,61,5,a,a,216,Pre,Pre,à,10s,---,/V\,"ConBeth, chanson 2, v. 16"
407,61,6,halte,halte,216,Adj,Adj,haut,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 2, v. 16"
408,61,7,honor,honor,216,N,N,,10s,---,/V\.'C/V\,"ConBeth, chanson 2, v. 16"
409,61,8,.,.,216,Pnc,Pnc,,10s,---,,"ConBeth, chanson 2, v. 16"
410,62,1,ainz,ainz,217,PrA,PrA,ains,10s,---,/V\,"ConBeth, chanson 2, v. 17"
411,62,2,que,que,217,Sub,Sub,que,10s,---,C/(e)\,"ConBeth, chanson 2, v. 17"
412,62,3,fusse,fusse,217,Vfin,Vfin,être,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 2, v. 17"
413,62,4,sospris,sospris,217,Vpp,Vpp,sousprendre,10s,---,C/V\.'C/V\,"ConBeth, chanson 2, v. 17"
414,62,5,de,de,217,Pre,Pre,de,10s,---,C/(e)\,"ConBeth, chanson 2, v. 17"
415,62,6,ceste,ceste,217,Dem,Dem,cist,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 2, v. 17"
416,62,7,amor,amor,217,N,N,,10s,---,/V\.'C/V\,"ConBeth, chanson 2, v. 17"
417,62,8,",",",",217,Pnc,Pnc,,10s,---,,"ConBeth, chanson 2, v. 17"
418,63,1,savoie,savoie,218,Vfin,Vfin,savoir,10s,---,C/V\.'C/V\./(e)\,"ConBeth, chanson 2, v. 18"
419,63,2,je,je,218,Prn,Prn%,je,10s,---,C/(e)\,"ConBeth, chanson 2, v. 18"
420,63,3,autre,autre,218,Adj,Adj,autre,10s,---,'/V\.C/(e)\,"ConBeth, chanson 2, v. 18"
421,63,4,jent,jent,218,N,N,,10s,---,C/V\,"ConBeth, chanson 2, v. 18"
422,63,5,conseillier,conseillier,218,Vinf,Vinf,conseiller2,10s,---,C/V\.C/V\.'C/V\,"ConBeth, chanson 2, v. 18"
423,63,6,",",",",218,Pnc,Pnc,,10s,---,,"ConBeth, chanson 2, v. 18"
424,64,1,et,et,219,Crd,Crd,et,10s,---,/V\,"ConBeth, chanson 2, v. 19"
425,64,2,or,or,219,Adv,Adv,or2,10s,---,/V\,"ConBeth, chanson 2, v. 19"
426,64,3,sai,sai,219,Vfin,Vfin,savoir,10s,---,C/V\,"ConBeth, chanson 2, v. 19"
427,64,4,bien,bien,219,Adv,Adv,bien,10s,---,C/V\,"ConBeth, chanson 2, v. 19"
428,64,5,d',d',219,Pre,Pre,de,10s,---,C/\,"ConBeth, chanson 2, v. 19"
429,64,6,altrui,altrui,219,Adj,Adj,autrui,10s,---,/V\.'C/V\,"ConBeth, chanson 2, v. 19"
430,64,7,geu,geu,219,N,N,,10s,---,C/V\,"ConBeth, chanson 2, v. 19"
431,64,8,enseignier,enseignier,219,Vinf,Vinf,enseigner,10s,---,/V\.C/V\.'C/V\,"ConBeth, chanson 2, v. 19"
432,65,1,et,et,220,Crd,Crd,et,10s,---,/V\,"ConBeth, chanson 2, v. 20"
433,65,2,si,si,220,Adv,Adv,si4,10s,---,C/V\,"ConBeth, chanson 2, v. 20"
434,65,3,ne,ne,220,Neg,Neg,ne,10s,---,C/(e)\,"ConBeth, chanson 2, v. 20"
435,65,4,sai,sai,220,Vfin,Vfin,savoir,10s,---,C/V\,"ConBeth, chanson 2, v. 20"
436,65,5,mie,mie,220,Neg,Neg,mie3,10s,---,'C/V\./(e)\,"ConBeth, chanson 2, v. 20"
437,65,6,lo,lo,220,Det,Det,le,10s,---,C/(e)\,"ConBeth, chanson 2, v. 20"
438,65,7,mien,mien,220,Adj,Adj,mon,10s,---,C/V\,"ConBeth, chanson 2, v. 20"
439,65,8,juer,juer,220,Vinf,Vinf,jouer,10s,---,C/V\.'C/V\,"ConBeth, chanson 2, v. 20"
440,65,9,;,;,220,Pnc,Pnc,,10s,---,,"ConBeth, chanson 2, v. 20"
441,66,1,si,si,221,Adv,Adv,si4,10s,---,C/V\,"ConBeth, chanson 2, v. 21"
442,66,2,sui,sui,221,Vfin,Vfin,être,10s,---,C/V\,"ConBeth, chanson 2, v. 21"
443,66,3,con,con,221,Sub,Sub,comme,10s,---,C/V\,"ConBeth, chanson 2, v. 21"
444,66,4,cil,cil,221,Dem,Dem,cil,10s,---,C/V\,"ConBeth, chanson 2, v. 21"
445,66,5,qui,qui,221,Qux,Qux,qui,10s,---,C/V\,"ConBeth, chanson 2, v. 21"
446,66,6,as,as,221,Pre+Det,Pre+Det,à.le,10s,---,/V\,"ConBeth, chanson 2, v. 21"
447,66,7,eschas,eschas,221,N,N,,10s,---,/V\.'C/V\,"ConBeth, chanson 2, v. 21"
448,66,8,voit,voit,221,Vfin,Vfin,voir,10s,---,C/V\,"ConBeth, chanson 2, v. 21"
449,66,9,cler,cler,221,Adj,Adj,clair,10s,---,C/V\,"ConBeth, chanson 2, v. 21"
450,67,1,et,et,222,Crd,Crd,et,10s,---,/V\,"ConBeth, chanson 2, v. 22"
451,67,2,qui,qui,222,Qux,Qux,qui,10s,---,C/V\,"ConBeth, chanson 2, v. 22"
452,67,3,tres,tres,222,Adv,Adv,très,10s,---,C/V\,"ConBeth, chanson 2, v. 22"
453,67,4,bien,bien,222,Adv,Adv,bien,10s,---,C/V\,"ConBeth, chanson 2, v. 22"
454,67,5,ensengne,ensengne,222,Vfin,Vfin,enseigner,10s,---,/V\.'C/V\.C/(e)\,"ConBeth, chanson 2, v. 22"
455,67,6,as,as,222,Pre+Det,Pre+Det,à.le,10s,---,/V\,"ConBeth, chanson 2, v. 22"
456,67,7,autres,autres,222,Adj,Adj,autre,10s,---,'/V\.C/e\,"ConBeth, chanson 2, v. 22"
457,67,8,gens,gens,222,N,N,,10s,---,C/V\,"ConBeth, chanson 2, v. 22"
458,67,9,",",",",222,Pnc,Pnc,,10s,---,,"ConBeth, chanson 2, v. 22"
459,68,1,et,et,223,Crd,Crd,et,10s,---,/V\,"ConBeth, chanson 2, v. 23"
460,68,2,kant,kant,223,Sub,Sub,quand,10s,---,C/V\,"ConBeth, chanson 2, v. 23"
461,68,3,il,il,223,Prn,Prn$,il,10s,---,/V\,"ConBeth, chanson 2, v. 23"
462,68,4,jue,jue,223,Vfin,Vfin,jouer,10s,---,'C/V\./(e)\,"ConBeth, chanson 2, v. 23"
463,68,5,",",",",223,Pnc,Pnc,,10s,---,,"ConBeth, chanson 2, v. 23"
464,68,6,si,si,223,Adv,Adv,si4,10s,---,C/V\,"ConBeth, chanson 2, v. 23"
465,68,7,pert,pert,223,Vfin,Vfin,perdre,10s,---,C/V\,"ConBeth, chanson 2, v. 23"
466,68,8,si,si,223,Adv,Adv,si4,10s,---,C/V\,"ConBeth, chanson 2, v. 23"
467,68,9,son,son,223,Det,Det,son4,10s,---,C/V\,"ConBeth, chanson 2, v. 23"
468,68,10,sens,sens,223,N,N,,10s,---,C/V\,"ConBeth, chanson 2, v. 23"
469,69,1,qu',qu',224,Sub,Sub,que,10s,---,C/\,"ConBeth, chanson 2, v. 24"
470,69,2,il,il,224,Prn,Prn$,il,10s,---,/V\,"ConBeth, chanson 2, v. 24"
471,69,3,ne,ne,224,Neg,Neg,ne,10s,---,C/(e)\,"ConBeth, chanson 2, v. 24"
472,69,4,se,se,224,Prn,Prn$$,se,10s,---,C/(e)\,"ConBeth, chanson 2, v. 24"
473,69,5,seit,seit,224,Vfin,Vfin,savoir,10s,---,C/V\,"ConBeth, chanson 2, v. 24"
474,69,6,escore,escore,224,Vinf,Vinf,escourre2,10s,---,/V\.'C/V\.C/(e)\,"ConBeth, chanson 2, v. 24"
475,69,7,de,de,224,Pre,Pre,de,10s,---,C/(e)\,"ConBeth, chanson 2, v. 24"
476,69,8,mater,mater,224,Vinf,Vinf,mater,10s,---,C/V\.'C/V\,"ConBeth, chanson 2, v. 24"
477,69,9,.,.,224,Pnc,Pnc,,10s,---,,"ConBeth, chanson 2, v. 24"
478,70,1,hé,hé,225,Exc,Exc,,10s,---,C/V\,"ConBeth, chanson 2, v. 25"
479,70,2,!,!,225,Pnc,Pnc,,10s,---,,"ConBeth, chanson 2, v. 25"
480,70,3,las,las,225,Adj,Adj,las,10s,---,C/V\,"ConBeth, chanson 2, v. 25"
481,70,4,",",",",225,Pnc,Pnc,,10s,---,,"ConBeth, chanson 2, v. 25"
482,70,5,dolanz,dolanz,225,Vprs,Vprs,douloir,10s,---,C/V\.'C/V\,"ConBeth, chanson 2, v. 25"
483,70,6,",",",",225,Pnc,Pnc,,10s,---,,"ConBeth, chanson 2, v. 25"
484,70,7,je,je,225,Prn,Prn$,je,10s,---,C/(e)\,"ConBeth, chanson 2, v. 25"
485,70,8,ne,ne,225,Neg,Neg,ne,10s,---,C/(e)\,"ConBeth, chanson 2, v. 25"
486,70,9,sai,sai,225,Vfin,Vfin,savoir,10s,---,C/V\,"ConBeth, chanson 2, v. 25"
487,70,10,tant,tant,225,QIs,QIs,tant,10s,---,C/V\,"ConBeth, chanson 2, v. 25"
488,70,11,chanter,chanter,225,Vinf,Vinf,chanter,10s,---,C/V\.'C/V\,"ConBeth, chanson 2, v. 25"
489,71,1,que,que,226,Sub,Sub,que,10s,---,C/(e)\,"ConBeth, chanson 2, v. 26"
490,71,2,ma,ma,226,Det,Det,mon,10s,---,C/V\,"ConBeth, chanson 2, v. 26"
491,71,3,dame,dame,226,N,N,,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 2, v. 26"
492,71,4,parçoive,parçoive,226,Vfin,Vfin,percevoir,10s,---,C/V\.'C/V\.C/(e)\,"ConBeth, chanson 2, v. 26"
493,71,5,mes,mes,226,Det,Det,mon,10s,---,C/V\,"ConBeth, chanson 2, v. 26"
494,71,6,tormenz,tormenz,226,N,N,,10s,---,C/V\.'C/V\,"ConBeth, chanson 2, v. 26"
495,71,7,",",",",226,Pnc,Pnc,,10s,---,,"ConBeth, chanson 2, v. 26"
496,72,1,n',n',227,Crd,Crd,ne2,10s,---,C/\,"ConBeth, chanson 2, v. 27"
497,72,2,encor,encor,227,Adv,Adv,encore,10s,---,/V\.'C/V\,"ConBeth, chanson 2, v. 27"
498,72,3,n',n',227,Neg,Neg,ne,10s,---,C/\,"ConBeth, chanson 2, v. 27"
499,72,4,est,est,227,Vfin,Vfin,être,10s,---,/V\,"ConBeth, chanson 2, v. 27"
