wd_id,line_id,linewd,word,lex_id,syntag,syntag2,lemma,syllabified,ref
255,41,4,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 41"
256,42,1,perrotin,perrotin,N,N,Perrotin,C/V\.C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 42"
257,42,2,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 42"
258,42,3,c',c',Prn,Prn,ce,C/\,"MirNDPers, Miracle de la nonne, v. 42"
259,42,4,est,est,Vfin,Vfin,être,/V\,"MirNDPers, Miracle de la nonne, v. 42"
260,42,5,chose,chose,N,N,chose,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 42"
261,42,6,certaine,certaine,Adj,Adj,certain,C/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 42"
262,42,7,;,;,Pnc,Pnc,;,,"MirNDPers, Miracle de la nonne, v. 42"
263,43,1,certes,certes,Adv,Adv,certes,'C/V\.C/e\,"MirNDPers, Miracle de la nonne, v. 43"
264,43,2,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 43"
265,43,3,je,je,Prn,Prn$,je,C/(e)\,"MirNDPers, Miracle de la nonne, v. 43"
266,43,4,l',l',Prn,Prn$$,le,C/\,"MirNDPers, Miracle de la nonne, v. 43"
267,43,5,ains,ains,Vfin,Vfin,aimer,/V\,"MirNDPers, Miracle de la nonne, v. 43"
268,43,6,tant,tant,QIs,QIs,tant,C/V\,"MirNDPers, Miracle de la nonne, v. 43"
269,43,7,que,que,Sub,Sub,que,C/(e)\,"MirNDPers, Miracle de la nonne, v. 43"
270,43,8,mon,mon,Det,Det,mon,C/V\,"MirNDPers, Miracle de la nonne, v. 43"
271,43,9,cuer,cuer,N,N,coeur,C/V\,"MirNDPers, Miracle de la nonne, v. 43"
272,44,1,ne,ne,Neg,Neg$$,ne,C/(e)\,"MirNDPers, Miracle de la nonne, v. 44"
273,44,2,puis,puis,Vfin,Vfin,pouvoir2,C/V\,"MirNDPers, Miracle de la nonne, v. 44"
274,44,3,d',d',Pre,Pre,de,C/\,"MirNDPers, Miracle de la nonne, v. 44"
275,44,4,elle,elle,Prn,Prn,elle,'/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 44"
276,44,5,oster,oster,Vinf,Vinf,ôter,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 44"
277,44,6,a,a,Pre,Pre,à,/V\,"MirNDPers, Miracle de la nonne, v. 44"
278,44,7,nul,nul,QIs,QIs,nul,C/V\,"MirNDPers, Miracle de la nonne, v. 44"
279,44,8,fuer,fuer,N,N,fuer,C/V\,"MirNDPers, Miracle de la nonne, v. 44"
280,44,9,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 44"
281,45,1,et,et,Crd,Crd,et,/V\,"MirNDPers, Miracle de la nonne, v. 45"
282,45,2,si,si,Adv,Adv,si4,C/V\,"MirNDPers, Miracle de la nonne, v. 45"
283,45,3,ne,ne,Neg,Neg$$,ne,C/(e)\,"MirNDPers, Miracle de la nonne, v. 45"
284,45,4,puis,puis,Vfin,Vfin,pouvoir2,C/V\,"MirNDPers, Miracle de la nonne, v. 45"
285,45,5,avoir,avoir,Vinf,Vinf,avoir,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 45"
286,45,6,sa,sa,Det,Det,son4,C/V\,"MirNDPers, Miracle de la nonne, v. 45"
287,45,7,grace,grace,N,N,grâce,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 45"
288,46,1,pour,pour,Pre,Pre,pour,C/V\,"MirNDPers, Miracle de la nonne, v. 46"
289,46,2,priere,priere,N,N,prière,C/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 46"
290,46,3,que,que,Qux,Qux,que,C/(e)\,"MirNDPers, Miracle de la nonne, v. 46"
291,46,4,je,je,Prn,Prn$,je,C/(e)\,"MirNDPers, Miracle de la nonne, v. 46"
292,46,5,li,li,Prn,Prn$$,li,C/V\,"MirNDPers, Miracle de la nonne, v. 46"
293,46,6,face,face,Vfin,Vfin,faire,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 46"
294,46,7,:,:,Pnc,Pnc,:,,"MirNDPers, Miracle de la nonne, v. 46"
295,47,1,tu,tu,Prn,Prn$,tu,C/V\,"MirNDPers, Miracle de la nonne, v. 47"
296,47,2,t',t',Prn,Prn$$,te,C/\,"MirNDPers, Miracle de la nonne, v. 47"
297,47,3,en,en,Prn,Prn$$,en2,/V\,"MirNDPers, Miracle de la nonne, v. 47"
298,47,4,peuz,peuz,Vfin,Vfin,pouvoir2,C/V\,"MirNDPers, Miracle de la nonne, v. 47"
299,47,5,bien,bien,Adv,Adv,bien,C/V\,"MirNDPers, Miracle de la nonne, v. 47"
300,47,6,appercevoir,appercevoir,Vinf,Vinf,apercevoir,/V\.C/V\.C/e\.'C/V\,"MirNDPers, Miracle de la nonne, v. 47"
301,47,7,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 47"
302,48,1,nonpourquant,nonpourquant,Adv,Adv,nonpourquant,C/V\.C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 48"
303,48,2,vueil,vueil,Vfin,Vfin,vouloir,C/V\,"MirNDPers, Miracle de la nonne, v. 48"
304,48,3,j',j',Prn,Prn%,je,C/\,"MirNDPers, Miracle de la nonne, v. 48"
305,48,4,aler,aler,Vinf,Vinf,aller,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 48"
306,48,5,savoir,savoir,Vinf,Vinf,savoir,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 48"
307,49,1,se,se,Sub,Sub,si3,C/(e)\,"MirNDPers, Miracle de la nonne, v. 49"
308,49,2,je,je,Prn,Prn,je,C/(e)\,"MirNDPers, Miracle de la nonne, v. 49"
309,49,3,parler,parler,Vinf,Vinf,parler,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 49"
310,49,4,a,a,Pre,Pre,à,/V\,"MirNDPers, Miracle de la nonne, v. 49"
311,49,5,lui,lui,Prn,Prn,lui,C/V\,"MirNDPers, Miracle de la nonne, v. 49"
312,49,6,pourray,pourray,Vfin,Vfin,pouvoir2,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 49"
313,49,7,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 49"
314,50,1,ne,ne,Crd,Crd,ne2,C/(e)\,"MirNDPers, Miracle de la nonne, v. 50"
315,50,2,se,se,Sub,Sub,si3,C/(e)\,"MirNDPers, Miracle de la nonne, v. 50"
316,50,3,grace,grace,N,N,grâce,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 50"
317,50,4,en,en,Pre,Pre,en,/V\,"MirNDPers, Miracle de la nonne, v. 50"
318,50,5,lui,lui,Prn,Prn,lui,C/V\,"MirNDPers, Miracle de la nonne, v. 50"
319,50,6,trouveray,trouveray,Vfin,Vfin,trouver,C/V\.C/e\.'C/V\,"MirNDPers, Miracle de la nonne, v. 50"
320,51,1,qu',qu',Sub,Sub,que,C/\,"MirNDPers, Miracle de la nonne, v. 51"
321,51,2,aie,aie,Vfin,Vfin,avoir,'/V\./(e)\,"MirNDPers, Miracle de la nonne, v. 51"
322,51,3,s',s',Det,Det,son4,C/\,"MirNDPers, Miracle de la nonne, v. 51"
323,51,4,amour,amour,N,N,amour,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 51"
324,51,5,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 51"
325,52,1,prest,prest,Adj,Adj,prêt,C/V\,"MirNDPers, Miracle de la nonne, v. 52"
326,52,2,sui,sui,Vfin,Vfin,être,C/V\,"MirNDPers, Miracle de la nonne, v. 52"
327,52,3,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 52"
328,52,4,sire,sire,N,N,sire,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 52"
329,52,5,;,;,Pnc,Pnc,;,,"MirNDPers, Miracle de la nonne, v. 52"
330,52,6,alons,alons,Vfin,Vfin,aller,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 52"
331,52,7,sanz,sanz,Pre,Pre,sans,C/V\,"MirNDPers, Miracle de la nonne, v. 52"
332,52,8,demour,demour,N,N,demeur,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 52"
333,53,1,ou,ou,Qux,Qux,où,/V\,"MirNDPers, Miracle de la nonne, v. 53"
334,53,2,vous,vous,Prn,Prn$$,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 53"
335,53,3,plaira,plaira,Vfin,Vfin,plaire,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 53"
336,53,4,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 53"
337,54,1,perrotin,perrotin,N,N,Perrotin,C/V\.C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 54"
338,54,2,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 54"
339,54,3,par,par,Pre,Pre,par,C/V\,"MirNDPers, Miracle de la nonne, v. 54"
340,54,4,foy,foy,N,N,foi,C/V\,"MirNDPers, Miracle de la nonne, v. 54"
341,54,5,mal,mal,Adv,Adv,mal3,C/V\,"MirNDPers, Miracle de la nonne, v. 54"
342,54,6,me,me,Prn,Prn$$,me,C/(e)\,"MirNDPers, Miracle de la nonne, v. 54"
343,54,7,va,va,Vfin,Vfin,aller,C/V\,"MirNDPers, Miracle de la nonne, v. 54"
344,54,8,:,:,Pnc,Pnc,:,,"MirNDPers, Miracle de la nonne, v. 54"
345,55,1,vez,vez,Vfin,Vfin,voir,C/V\,"MirNDPers, Miracle de la nonne, v. 55"
346,55,2,la,la,Adv,Adv,là,C/V\,"MirNDPers, Miracle de la nonne, v. 55"
347,55,3,l',l',Det,Det,le,C/\,"MirNDPers, Miracle de la nonne, v. 55"
348,55,4,abbesse,abbesse,N,N,abbesse,/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 55"
349,55,5,et,et,Crd,Crd,et,/V\,"MirNDPers, Miracle de la nonne, v. 55"
350,55,6,la,la,Det,Det,le,C/V\,"MirNDPers, Miracle de la nonne, v. 55"
351,55,7,prieuse,prieuse,N,N,prieuse,C/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 55"
352,56,1,et,et,Crd,Crd,et,/V\,"MirNDPers, Miracle de la nonne, v. 56"
353,56,2,la,la,Det,Det,le,C/V\,"MirNDPers, Miracle de la nonne, v. 56"
354,56,3,tresbelle,tresbelle,Adj,Adj,très.beau,C/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 56"
355,56,4,gracieuse,gracieuse,Adj,Adj,gracieux,C/V\.C/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 56"
356,57,1,qui,qui,Qux,Qux,qui,C/V\,"MirNDPers, Miracle de la nonne, v. 57"
357,57,2,veulent,veulent,Vfin,Vfin,vouloir,'C/V\.C/e\,"MirNDPers, Miracle de la nonne, v. 57"
358,57,3,oïr,oïr,Vinf,Vinf,ouïr,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 57"
359,57,4,le,le,Det,Det,le,C/(e)\,"MirNDPers, Miracle de la nonne, v. 57"
360,57,5,sermon,sermon,N,N,sermon,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 57"
361,57,6,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 57"
362,58,1,je,je,Prn,Prn$,je,C/(e)\,"MirNDPers, Miracle de la nonne, v. 58"
363,58,2,vueil,vueil,Vfin,Vfin,vouloir,C/V\,"MirNDPers, Miracle de la nonne, v. 58"
364,58,3,ci,ci,Adv,Adv,ci,C/V\,"MirNDPers, Miracle de la nonne, v. 58"
365,58,4,faire,faire,Vinf,Vinf,faire,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 58"
366,58,5,arrestoison,arrestoison,N,N,arrêtaison,/V\.C/V\.C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 58"
367,59,1,pour,pour,Pre,Pre,pour,C/V\,"MirNDPers, Miracle de la nonne, v. 59"
368,59,2,l',l',Det,Det,le,C/\,"MirNDPers, Miracle de la nonne, v. 59"
369,59,3,escouter,escouter,Vinf,Vinf,écouter,/V\.C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 59"
370,59,4,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 59"
371,60,1,dont,dont,Qux,Qux,dont,C/V\,"MirNDPers, Miracle de la nonne, v. 60"
372,60,2,puis,puis,PrA,PrA,puis,C/V\,"MirNDPers, Miracle de la nonne, v. 60"
373,60,3,j',j',Prn,Prn$,je,C/\,"MirNDPers, Miracle de la nonne, v. 60"
374,60,4,a,a,Vfin,Vfin,avoir,/V\,"MirNDPers, Miracle de la nonne, v. 60"
375,60,5,l',l',Det,Det,le,C/\,"MirNDPers, Miracle de la nonne, v. 60"
376,60,6,ostel,ostel,N,N,hôtel,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 60"
377,60,7,bien,bien,Adv,Adv,bien,C/V\,"MirNDPers, Miracle de la nonne, v. 60"
378,60,8,aler,aler,Vinf,Vinf,aller,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 60"
379,61,1,savoir,savoir,Vinf,Vinf,savoir,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 61"
380,61,2,qui,qui,Qux,Qux,qui,C/V\,"MirNDPers, Miracle de la nonne, v. 61"
381,61,3,vous,vous,Prn,Prn$$,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 61"
382,61,4,demandera,demandera,Vfin,Vfin,demander,C/V\.C/V\.C/e\.'C/V\,"MirNDPers, Miracle de la nonne, v. 61"
383,61,5,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 61"
384,62,1,et,et,Crd,Crd,et,/V\,"MirNDPers, Miracle de la nonne, v. 62"
385,62,2,revenir,revenir,Vinf,Vinf,revenir,C/V\.C/e\.'C/V\,"MirNDPers, Miracle de la nonne, v. 62"
386,62,3,quant,quant,Sub,Sub,quand,C/V\,"MirNDPers, Miracle de la nonne, v. 62"
387,62,4,vous,vous,Prn,Prn$,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 62"
388,62,5,plaira,plaira,Vfin,Vfin,plaire,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 62"
389,63,1,icy,icy,Adv,Adv,ici,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 63"
390,63,2,vous,vous,Prn,Prn,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 63"
391,63,3,querre,querre,Vinf,Vinf,quérir,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 63"
392,63,4,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 63"
393,64,1,tu,tu,Prn,Prn$,tu,C/V\,"MirNDPers, Miracle de la nonne, v. 64"
394,64,2,diz,diz,Vfin,Vfin,dire,C/V\,"MirNDPers, Miracle de la nonne, v. 64"
395,64,3,verité,verité,N,N,vérité,C/V\.C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 64"
396,64,4,;,;,Pnc,Pnc,;,,"MirNDPers, Miracle de la nonne, v. 64"
397,64,5,va,va,Vfin,Vfin,aller,C/V\,"MirNDPers, Miracle de la nonne, v. 64"
398,64,6,bonne,bonne,Adj,Adj,bon,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 64"
399,64,7,erre,erre,N,N,erre,'/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 64"
400,65,1,et,et,Crd,Crd,et,/V\,"MirNDPers, Miracle de la nonne, v. 65"
401,65,2,reviens,reviens,Vfin,Vfin,revenir,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 65"
402,65,3,ja,ja,Adv,Adv,jà,C/V\,"MirNDPers, Miracle de la nonne, v. 65"
403,65,4,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 65"
404,66,1,de,de,Pre,Pre,de,C/(e)\,"MirNDPers, Miracle de la nonne, v. 66"
405,66,2,passion,passion,N,N,passion,C/V\.C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 66"
406,66,3,chiét,chiét,Vfin,Vfin,choir,C/V\,"MirNDPers, Miracle de la nonne, v. 66"
407,66,4,cil,cil,Dem,Dem,cil,C/V\,"MirNDPers, Miracle de la nonne, v. 66"
408,66,5,en,en,Pre,Pre,en,/V\,"MirNDPers, Miracle de la nonne, v. 66"
409,66,6,hen,hen,N,N,han,C/V\,"MirNDPers, Miracle de la nonne, v. 66"
410,67,1,par,par,Pre,Pre,par,C/V\,"MirNDPers, Miracle de la nonne, v. 67"
411,67,2,qui,qui,Qux,Qux,qui,C/V\,"MirNDPers, Miracle de la nonne, v. 67"
412,67,3,me,me,Prn,Prn$$,me,C/(e)\,"MirNDPers, Miracle de la nonne, v. 67"
413,67,4,sui,sui,Vfin,Vfin,être,C/V\,"MirNDPers, Miracle de la nonne, v. 67"
414,67,5,ci,ci,Adv,Adv,ci,C/V\,"MirNDPers, Miracle de la nonne, v. 67"
415,67,6,tant,tant,QIs,QIs,tant,C/V\,"MirNDPers, Miracle de la nonne, v. 67"
416,67,7,tenuz,tenuz,Vpp,Vpp,tenir,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 67"
417,67,8,!,!,Pnc,Pnc,!,,"MirNDPers, Miracle de la nonne, v. 67"
418,68,1,egar,egar,Exc,Exc,esgar,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 68"
419,68,2,!,!,Pnc,Pnc,!,,"MirNDPers, Miracle de la nonne, v. 68"
420,68,3,je,je,Prn,Prn$,je,C/(e)\,"MirNDPers, Miracle de la nonne, v. 68"
421,68,4,fusse,fusse,Vfin,Vfin,être,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 68"
422,68,5,puis,puis,PrA,PrA,puis,C/V\,"MirNDPers, Miracle de la nonne, v. 68"
423,68,6,venuz,venuz,Vpp,Vpp,venir,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 68"
424,69,1,quatre,quatre,QIs,QIs,quatre,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 69"
425,69,2,liues,liues,N,N,lieue,'C/V\./e\,"MirNDPers, Miracle de la nonne, v. 69"
426,69,3,qu',qu',Sub,Sub,que,C/\,"MirNDPers, Miracle de la nonne, v. 69"
427,69,4,il,il,Prn,Prn$,il,/V\,"MirNDPers, Miracle de la nonne, v. 69"
428,69,5,ne,ne,Neg,Neg$$,ne,C/(e)\,"MirNDPers, Miracle de la nonne, v. 69"
429,69,6,fina,fina,Vfin,Vfin,finer,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 69"
430,69,7,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 69"
431,70,1,je,je,Prn,Prn$,je,C/(e)\,"MirNDPers, Miracle de la nonne, v. 70"
432,70,2,me,me,Prn,Prn$$,me,C/(e)\,"MirNDPers, Miracle de la nonne, v. 70"
433,70,3,merveil,merveil,N,N,merveiller,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 70"
434,70,4,se,se,Sub,Sub,si3,C/(e)\,"MirNDPers, Miracle de la nonne, v. 70"
435,70,5,grant,grant,Adj,Adj,grand,C/V\,"MirNDPers, Miracle de la nonne, v. 70"
436,70,6,mal,mal,N,N,mal,C/V\,"MirNDPers, Miracle de la nonne, v. 70"
437,70,7,n',n',Neg,Neg$$,ne,C/\,"MirNDPers, Miracle de la nonne, v. 70"
438,70,8,a,a,Vfin,Vfin,avoir,/V\,"MirNDPers, Miracle de la nonne, v. 70"
439,71,1,en,en,Pre,Pre,en,/V\,"MirNDPers, Miracle de la nonne, v. 71"
440,71,2,sa,sa,Det,Det,son4,C/V\,"MirNDPers, Miracle de la nonne, v. 71"
441,71,3,cervelle,cervelle,N,N,cervelle,C/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 71"
442,71,4,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 71"
443,72,1,ha,ha,Exc,Exc,ha,/V\,"MirNDPers, Miracle de la nonne, v. 72"
444,72,2,!,!,Pnc,Pnc,!,,"MirNDPers, Miracle de la nonne, v. 72"
445,72,3,tresdoulce,tresdoulce,Adj,Adj,très.doux,C/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 72"
446,72,4,vierge,vierge,N,N,vierge,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 72"
447,72,5,pucelle,pucelle,N,N,pucelle,C/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 72"
448,72,6,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 72"
449,73,1,de,de,Pre,Pre,de,C/(e)\,"MirNDPers, Miracle de la nonne, v. 73"
450,73,2,pitié,pitié,N,N,pitié,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 73"
451,73,3,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 73"
452,73,4,de,de,Pre,Pre,de,C/(e)\,"MirNDPers, Miracle de la nonne, v. 73"
453,73,5,grace,grace,N,N,grâce,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 73"
454,73,6,et,et,Crd,Crd,et,/V\,"MirNDPers, Miracle de la nonne, v. 73"
455,73,7,d',d',Pre,Pre,de,C/\,"MirNDPers, Miracle de la nonne, v. 73"
456,73,8,amour,amour,N,N,amour,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 73"
457,73,9,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 73"
458,74,1,moult,moult,QIs,QIs,moult,C/V\,"MirNDPers, Miracle de la nonne, v. 74"
459,74,2,fait,fait,Vfin,Vfin,faire,C/V\,"MirNDPers, Miracle de la nonne, v. 74"
460,74,3,en,en,Pre,Pre,en,/V\,"MirNDPers, Miracle de la nonne, v. 74"
461,74,4,terre,terre,N,N,terre,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 74"
462,74,5,bon,bon,Adj,Adj,bon,C/V\,"MirNDPers, Miracle de la nonne, v. 74"
463,74,6,labour,labour,N,N,labeur,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 74"
464,75,1,qui,qui,Qux,Qux,qui,C/V\,"MirNDPers, Miracle de la nonne, v. 75"
465,75,2,vous,vous,Prn,Prn$$,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 75"
466,75,3,aime,aime,Vfin,Vfin,aimer,'/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 75"
467,75,4,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 75"
468,75,5,sert,sert,Vfin,Vfin,servir,C/V\,"MirNDPers, Miracle de la nonne, v. 75"
469,75,6,et,et,Crd,Crd,et,/V\,"MirNDPers, Miracle de la nonne, v. 75"
470,75,7,honneure,honneure,Vfin,Vfin,honorer,/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 75"
471,75,8,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 75"
472,76,1,et,et,Crd,Crd,et,/V\,"MirNDPers, Miracle de la nonne, v. 76"
473,76,2,cilz,cilz,Dem,Dem,cil,C/V\,"MirNDPers, Miracle de la nonne, v. 76"
474,76,3,est,est,Vfin,Vfin,être,/V\,"MirNDPers, Miracle de la nonne, v. 76"
475,76,4,nez,nez,Vpp,Vpp,naître,C/V\,"MirNDPers, Miracle de la nonne, v. 76"
476,76,5,de,de,Pre,Pre,de,C/(e)\,"MirNDPers, Miracle de la nonne, v. 76"
477,76,6,moult,moult,QIs,QIs,moult,C/V\,"MirNDPers, Miracle de la nonne, v. 76"
478,76,7,male,male,Adj,Adj,mal2,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 76"
479,76,8,heure,heure,N,N,heure,'/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 76"
480,77,1,qui,qui,Qux,Qux,qui,C/V\,"MirNDPers, Miracle de la nonne, v. 77"
481,77,2,de,de,Pre,Pre,de,C/(e)\,"MirNDPers, Miracle de la nonne, v. 77"
482,77,3,cuer,cuer,N,N,coeur,C/V\,"MirNDPers, Miracle de la nonne, v. 77"
483,77,4,vous,vous,Prn,Prn$$,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 77"
484,77,5,servir,servir,Vinf,Vinf,servir,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 77"
485,77,6,n',n',Neg,Neg$$,ne,C/\,"MirNDPers, Miracle de la nonne, v. 77"
486,77,7,entent,entent,Vfin,Vfin,entendre,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 77"
487,77,8,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 77"
488,78,1,car,car,Crd,Crd,car,C/V\,"MirNDPers, Miracle de la nonne, v. 78"
489,78,2,a,a,Pre,Pre,à,/V\,"MirNDPers, Miracle de la nonne, v. 78"
490,78,3,la,la,Det,Det,le,C/V\,"MirNDPers, Miracle de la nonne, v. 78"
491,78,4,perdicion,perdicion,N,N,perdition,C/V\.C/V\.C/{V}\.'/V\,"MirNDPers, Miracle de la nonne, v. 78"
492,78,5,tent,tent,Vfin,Vfin,tendre2,C/V\,"MirNDPers, Miracle de la nonne, v. 78"
493,79,1,de,de,Pre,Pre,de,C/(e)\,"MirNDPers, Miracle de la nonne, v. 79"
494,79,2,sa,sa,Det,Det,son4,C/V\,"MirNDPers, Miracle de la nonne, v. 79"
495,79,3,povre,povre,Adj,Adj,pauvre,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 79"
496,79,4,ame,ame,N,N,âme,'/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 79"
497,79,5,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 79"
498,80,1,certes,certes,Adv,Adv,certes,'C/V\.C/e\,"MirNDPers, Miracle de la nonne, v. 80"
499,80,2,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 80"
500,80,3,vous,vous,Prn,Prn$,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 80"
501,80,4,dites,dites,Vfin,Vfin,dire,'C/V\.C/e\,"MirNDPers, Miracle de la nonne, v. 80"
502,80,5,voir,voir,N,N,voir2,C/V\,"MirNDPers, Miracle de la nonne, v. 80"
503,80,6,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 80"
504,80,7,ma,ma,Det,Det,mon,C/V\,"MirNDPers, Miracle de la nonne, v. 80"
505,80,8,dame,dame,N,N,dame,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 80"
506,80,9,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 80"
507,81,1,bon,bon,Adj,Adj,bon,C/V\,"MirNDPers, Miracle de la nonne, v. 81"
508,81,2,la,la,Prn,Prn$$,le,C/V\,"MirNDPers, Miracle de la nonne, v. 81"
509,81,3,fait,fait,Vfin,Vfin,faire,C/V\,"MirNDPers, Miracle de la nonne, v. 81"
510,81,4,servir,servir,Vinf,Vinf,servir,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 81"
511,81,5,et,et,Crd,Crd,et,/V\,"MirNDPers, Miracle de la nonne, v. 81"
512,81,6,amer,amer,Vinf,Vinf,aimer,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 81"
