wd_id,line_id,linewd,word,lex_id,pos_nca,textlineid,syntag,syntag2,lemma,syllabified,ref
195,32,1,de,de,PRE,44,Pre,Pre,de,C/(e)\,"AdHaleFeuill, v. 44"
196,32,2,le,le,DET:def:obj:femi:sg,44,Det,Det,le,C/(e)\,"AdHaleFeuill, v. 44"
197,32,3,moustarde,moustarde,NOM:obj:femi:sg,44,N,N,moutarde,C/V\.'C/V\.C/(e)\,"AdHaleFeuill, v. 44"
198,32,4,seur,seur,PRE,44,PrA,PrA,sur,C/V\,"AdHaleFeuill, v. 44"
199,32,5,men,men,DET:poss:obj:masc:sg,44,Det,Det,mon,C/V\,"AdHaleFeuill, v. 44"
200,32,6,vit,vit,NOM:obj:masc:sg,44,N,N,vit,C/V\,"AdHaleFeuill, v. 44"
201,33,1,maistres,maistres,NOM:suj:masc:sg,45,N,N,maître,'C/V\.C/e\,"AdHaleFeuill, v. 45"
202,33,2,tout,tout,PRO:ind:suj:masc:sg,45,QIs,QIs,tout,C/V\,"AdHaleFeuill, v. 45"
203,33,3,che,che,PRO:invar,45,Prn,Prn,ce,C/(e)\,"AdHaleFeuill, v. 45"
204,33,4,ne,ne,PRO:clit,45,Neg,Neg$$,ne,C/(e)\,"AdHaleFeuill, v. 45"
205,33,5,vous,vous,PRO:pers:2:pl,45,Prn,Prn$$,vous,C/V\,"AdHaleFeuill, v. 45"
206,33,6,vaut,vaut,VER:pres:3:sg,45,Vfin,Vfin,valoir,C/V\,"AdHaleFeuill, v. 45"
207,33,7,nient,nient,ADV,45,Prn,Prn,nïent,C/{V}\.'/V\,"AdHaleFeuill, v. 45"
208,34,1,ne,ne,PROCON,46,Crd,Crd,ne2,C/(e)\,"AdHaleFeuill, v. 46"
209,34,2,li,li,DET:def:suj:femi:sg,46,Det,Det,le,C/V\,"AdHaleFeuill, v. 46"
210,34,3,cose,cose,NOM:suj:femi:sg,46,N,N,chose,'C/V\.C/(e)\,"AdHaleFeuill, v. 46"
211,34,4,a,a,PRE,46,Pre,Pre,à,/V\,"AdHaleFeuill, v. 46"
212,34,5,che,che,PRO:invar,46,Prn,Prn,ce,C/(e)\,"AdHaleFeuill, v. 46"
213,34,6,point,point,NOM:obj:masc:sg,46,Neg,Neg,point2,C/V\,"AdHaleFeuill, v. 46"
214,34,7,ne,ne,PRO:clit,46,Neg,Neg$$,ne,C/(e)\,"AdHaleFeuill, v. 46"
215,34,8,tient,tient,VER:pres:3:sg,46,Vfin,Vfin,tenir,C/V\,"AdHaleFeuill, v. 46"
216,35,1,ensi,ensi,ADV,47,Adv,Adv,ainsi,/V\.'C/V\,"AdHaleFeuill, v. 47"
217,35,2,n,n,PRO:clit,47,Neg,Neg$$,ne,C/\,"AdHaleFeuill, v. 47"
218,35,3,en,en,PRO:clit,47,Prn,Prn$$,en2,/V\,"AdHaleFeuill, v. 47"
219,35,4,poés,poés,VER:pres:2:pl,47,Vfin,Vfin,pouvoir2,C/V\.'C/V\,"AdHaleFeuill, v. 47"
220,35,5,vous,vous,PRO:pers:2:pl,47,Prn,Prn%,vous,C/V\,"AdHaleFeuill, v. 47"
221,35,6,aler,aler,VER:infi,47,Vinf,Vinf,aller,/V\.'C/V\,"AdHaleFeuill, v. 47"
222,36,1,car,car,CON:coord,48,Crd,Crd,car,C/V\,"AdHaleFeuill, v. 48"
223,36,2,puisque,puisque,CON:subord,48,Sub,Sub,puisque,'C/V\.C/(e)\,"AdHaleFeuill, v. 48"
224,36,3,sainte,sainte,ADJ:suj:femi:sg,48,Adj,Adj,saint,'C/V\.C/(e)\,"AdHaleFeuill, v. 48"
225,36,4,eglise,eglise,NOM:suj:femi:sg,48,N,N,église,/V\.'C/V\.C/(e)\,"AdHaleFeuill, v. 48"
226,36,5,apaire,apaire,VER:pres:3:sg,48,Vfin,Vfin,apparier,/V\.'C/V\.C/(e)\,"AdHaleFeuill, v. 48"
227,37,1,deus,deus,ADJ:card,49,QIs,QIs,deux,C/V\,"AdHaleFeuill, v. 49"
228,37,2,gens,gens,NOM:obj:femi:pl,49,N,N,gent,C/V\,"AdHaleFeuill, v. 49"
