wd_id,word,lex_id,tag,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
2663,:,:,PON,815,Pnc,Pnc,,,PUNCT,:,9
2664,vous,vous,PRO:pers,816,Prn,Prn$,vous,C/V\,PRON,vous,10
2665,estes,estes,VER,816,Vfin,Vfin,être,'/V\.C/e\,VERB,être,10
2666,orendroit,orendroit,ADV,816,Adv,Adv,orendroit,/V\.C/V\.'C/V\,ADV,orendroit,10
2667,a,a,PRE,816,Pre,Pre,à,/V\,ADP,à,10
2668,aise,aise,NOM,816,N,N,,'/V\.C/(e)\,NOUN,aise,8
2669,et,et,CON:coord,816,Crd,Crd,et,/V\,CCONJ,et,10
2670,mout,mout,ADV,816,QIs,QIs,moult,C/V\,ADV,moult,10
2671,vous,vous,PRO:pers,816,Prn,Prn$$,vous,C/V\,PRON,vous,10
2672,est,est,VER,816,Vfin,Vfin,être,/V\,VERB,être,10
2673,miex,miex,ADV,816,Adv,Adv,mieux,C/V\,ADV,mieux,10
2674,avenu,avenu,VER,816,Vpp,Vpp,avenir,/V\.C/e\.'C/V\,VERB,avenir,10
2675,que,que,PROCON,817,Sub,Sub,que,C/(e)\,SCONJ,que,10
2676,vous,vous,PRO:pers,817,Prn,Prn$,vous,C/V\,PRON,vous,10
2677,ne,ne,PRO:clit,817,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2678,quidiés,quidiés,VER,817,Vfin,Vfin,cuider,C/V\.'C/V\,VERB,cuider,10
2679,.,.,PON,817,Pnc,Pnc,,,PUNCT,.,9
2680,Or,or,ADV,817,Adv,Adv,or2,/V\,ADV,or,10
2681,ne,ne,PRO:clit,817,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2682,faites,faites,VER,817,Vfin,Vfin,faire,'C/V\.C/e\,VERB,faire,10
2683,dont,dont,PRO:invar,817,Adv,Adv,donc,C/V\,ADV,donc,10
2684,mie,mie,ADV,817,Neg,Neg,mie3,'C/V\./(e)\,ADV,mie,10
2685,sorfait,sorfait,NOM,817,N,N,,C/V\.'C/V\,PROPN|NOUN,surfait,8
2686,a,a,PRE,817,Pre,Pre,à,/V\,ADP,à,10
2687,celui,celui,PRO:demo,817,Dem,Dem,cil,C/V\.'C/V\,PRON,cil,10
2688,ki,ki,PROCON,818,Qux,Qux,qui,C/V\,PRON,qui,10
2689,chis,chis,DET:demo,818,Dem,Dem,cist,C/V\,DET,cist,10
2690,escus,escus,NOM,818,N,N,,/V\.'C/V\,NOUN,écu,8
2691,est,est,VER,818,Vfin,Vfin,être,/V\,VERB,être,10
2692,",",",",PON,818,Pnc,Pnc,,,PUNCT,",",9
2693,car,car,CON:coord,818,Crd,Crd,car,C/V\,CCONJ,car,10
2694,bien,bien,ADV,818,Adv,Adv,bien,C/V\,ADV,bien,10
2695,sachiés,sachiés,VER,818,Vfin,Vfin,savoir,C/V\.'C/V\,VERB,savoir,10
2696,que,que,PROCON,818,Sub,Sub,que,C/(e)\,SCONJ,que,10
2697,tost,tost,ADV,818,Adv,Adv,tôt,C/V\,ADV,tôt,10
2698,vous,vous,PRO:pers,818,Prn,Prn$$,vous,C/V\,PRON,vous,10
2699,em,em,PRO:clit,818,Prn,Prn$$,en2,/V\,PRON,en,10
2700,porroit,porroit,VER,818,Vfin,Vfin,pouvoir2,C/V\.'C/V\,VERB,pouvoir,10
2701,venir,venir,VER,819,Vinf,Vinf,venir,C/V\.'C/V\,VERB,venir,10
2702,honte,honte,NOM,819,N,N,,'C/V\.C/(e)\,NOUN,honte,8
2703,et,et,CON:coord,819,Crd,Crd,et,/V\,CCONJ,et,10
2704,laidure,laidure,NOM,819,N,N,,C/V\.'C/V\.C/(e)\,NOUN,laidure,9
2705,.,.,PON,819,Pnc,Pnc,,,PUNCT,.,9
2706,—,—,PON,819,Pnc,Pnc,,,PUNCT,—,9
2707,Or,or,ADV,819,Adv,Adv,or2,/V\,ADV,or,10
2708,as,as,VER,819,Vfin,Vfin,avoir,/V\,VERB,avoir,10
2709,tant,tant,ADV,819,QIs,QIs,tant,C/V\,ADV,tant,10
2710,dit,dit,VER,819,Vpp,Vpp,dire,C/V\,VERB,dire,10
2711,a,a,PRE,819,Pre,Pre,à,/V\,ADP,à,10
2712,ceste,ceste,DET:demo,819,Dem,Dem,cist,'C/V\.C/(e)\,DET,cist,10
2713,fois,fois,NOM,819,N,N,,C/V\,NOUN,fois,3
2714,",",",",PON,819,Pnc,Pnc,,,PUNCT,",",9
2715,ce,ce,PRO:invar,819,Prn,Prn,ce,C/(e)\,PRON,ce,10
2716,dit,dit,VER,819,Vfin,Vfin,dire,C/V\,VERB,dire,10
2717,li,li,DET:def,820,Det,Det,le,C/V\,DET,le,10
2718,cevaliers,cevaliers,NOM,820,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,9
2719,du,du,PREDET:de,820,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
2720,pont,pont,NOM,820,N,N,,C/V\,NOUN,pont,8
2721,",",",",PON,820,Pnc,Pnc,,,PUNCT,",",9
2722,que,que,PROCON,820,Sub,Sub,que,C/(e)\,SCONJ,que,10
2723,tu,tu,PRO:pers,820,Prn,Prn$,tu,C/V\,PRON,tu,10
2724,n',n',PRO:clit,820,Neg,Neg$$,ne,C/\,ADV,ne,10
2725,i,i,PRO:clit,820,Prn,Prn$$,y2,/V\,PRON,y,10
2726,passeras,passeras,VER,820,Vfin,Vfin,passer,C/V\.C/e\.'C/V\,VERB,passer,10
2727,hui,hui,ADV,820,Adv,Adv,hui2,/V\,ADV,hui,10
2728,mais,mais,CON:coord,820,Adv,Adv,mais,C/V\,ADV,mais,10
2729,ne,ne,PRO:clit,820,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
2730,o,o,PRE,820,Pre,Pre,o,/V\,ADP,o,10
2731,l',l',DET:def,821,Det,Det,le,C/\,DET,le,10
2732,escu,escu,NOM,821,N,N,,/V\.'C/V\,NOUN,écu,8
2733,ne,ne,PRO:clit,821,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
2734,sans,sans,PRE,821,Pre,Pre,sans,C/V\,ADP,sans,10
2735,l',l',DET:def,821,Det,Det,le,C/\,DET,le,10
2736,escu,escu,NOM,821,N,N,,/V\.'C/V\,NOUN,écu,8
2737,",",",",PON,821,Pnc,Pnc,,,PUNCT,",",9
2738,tant,tant,ADV,821,QIs,QIs,tant,C/V\,ADV,tant,10
2739,com,com,CON:subord,821,Sub,Sub,comme,C/V\,SCONJ,comme,10
2740,je,je,PRO:pers,821,Prn,Prn$,je,C/(e)\,PRON,je,10
2741,puisse,puisse,VER,821,Vfin,Vfin,pouvoir2,'C/V\.C/(e)\,VERB,pouvoir,10
2742,desfendre,desfendre,VER,821,Vinf,Vinf,défendre,C/V\.'C/V\.C/(e)\,VERB,défendre,10
2743,le,le,DET:def,821,Det,Det,le,C/(e)\,DET,le,10
2744,passage,passage,NOM,821,N,N,,C/V\.'C/V\.C/(e)\,NOUN,passage,3
2745,.,.,PON,821,Pnc,Pnc,,,PUNCT,.,9
2746,—,—,PON,822,Pnc,Pnc,,,PUNCT,—,9
2747,Si,si,ADV,822,Adv,Adv,si4,C/V\,ADV,si,10
2748,m',m',PRO:pers,822,Prn,Prn$$,me,C/\,PRON,me,10
2749,aït,aït,VER,822,Vfin,Vfin,aider,/V\.'C/V\,VERB,aider,10
2750,Diex,diex,NOM,822,N,N,,C/V\,PROPN,Dieu,3
2751,",",",",PON,822,Pnc,Pnc,,,PUNCT,",",9
2752,fait,fait,VER,822,Vfin,Vfin,faire,C/V\,VERB,faire,10
2753,li,li,PRO:pers,822,Det,Det,le,C/V\,DET,le,10
2754,vallés,vallés,VER,822,N,N,,C/V\.'C/V\,NOUN,valet,9
2755,",",",",PON,822,Pnc,Pnc,,,PUNCT,",",9
2756,je,je,PRO:pers,822,Prn,Prn$,je,C/(e)\,PRON,je,10
2757,cuit,cuit,VER,822,Vfin,Vfin,cuider,C/V\,VERB,cuider,10
2758,que,que,PROCON,822,Sub,Sub,que,C/(e)\,SCONJ,que,10
2759,vous,vous,PRO:pers,822,Prn,Prn$,vous,C/V\,PRON,vous,10
2760,le,le,PRO:pers,822,Prn,Prn$$,le,C/(e)\,PRON,le,10
2761,desfendrés,desfendrés,VER,823,Vfin,Vfin,défendre,C/V\.C/V\.'C/V\,VERB,défendre,10
2762,encore,encore,ADV,823,Adv,Adv,encore,/V\.'C/V\.C/(e)\,ADV,encore,10
2763,hui,hui,ADV,823,Adv,Adv,hui2,/V\,ADV,hui,10
2764,mout,mout,ADV,823,QIs,QIs,moult,C/V\,ADV,moult,10
2765,plus,plus,ADV,823,Adv,Adv,plus,C/V\,ADV,plus,10
2766,mauvaisement,mauvaisement,ADV,823,Adv,Adv,,C/V\.C/V\.C/e\.'C/V\,ADV,mauvaisement,9
2767,que,que,PROCON,823,Sub,Sub,que,C/(e)\,SCONJ,que,10
2768,vous,vous,PRO:pers,823,Prn,Prn$,vous,C/V\,PRON,vous,10
2769,ne,ne,PRO:clit,824,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2770,quidiés,quidiés,VER,824,Vfin,Vfin,cuider,C/V\.'C/V\,VERB,cuider,10
2771,!,!,PON,824,Pnc,Pnc,,,PUNCT,!,9
2772,»,»,PON:cit,824,Pnc,Pnc,,,PUNCT,»,9
2773,Quant,quant,ADV,901,Sub,Sub,quand,C/V\,SCONJ,quand,10
2774,li,li,PRO:pers,901,Det,Det,le,C/V\,DET,le,10
2775,vallés,vallés,VER,901,N,N,,C/V\.'C/V\,NOUN,valet,9
2776,voit,voit,VER,901,Vfin,Vfin,voir,C/V\,VERB,voir,10
2777,et,et,CON:coord,901,Crd,Crd,et,/V\,CCONJ,et,10
2778,connoist,connoist,VER,901,Vfin,Vfin,connaître,C/V\.'C/V\,VERB,connaître,10
2779,que,que,PROCON,901,Sub,Sub,que,C/(e)\,SCONJ,que,10
2780,li,li,DET:def,901,Det,Det,le,C/V\,DET,le,10
2781,cevaliers,cevaliers,NOM,901,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,9
2782,du,du,PREDET:de,901,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
2783,pont,pont,NOM,902,N,N,,C/V\,NOUN,pont,8
2784,li,li,PRO:pers,902,Prn,Prn$$,li,C/V\,PRON,li,10
2785,retient,retient,VER,902,Vfin,Vfin,retenir,C/V\.'C/V\,VERB,retenir,10
2786,en,en,PRE,902,Pre,Pre,en,/V\,ADP,en,10
2787,tel,tel,ADJ,902,Adj,Adj,tel,C/V\,ADJ,tel,10
2788,maniere,maniere,NOM,902,N,N,,C/V\.'C/V\.C/(e)\,NOUN,manière,8
2789,le,le,DET:def,902,Det,Det,le,C/(e)\,DET,le,10
2790,passage,passage,NOM,902,N,N,,C/V\.'C/V\.C/(e)\,NOUN,passage,3
2791,",",",",PON,902,Pnc,Pnc,,,PUNCT,",",9
2792,il,il,PRO:pers,902,Prn,Prn$,il,/V\,PRON,il,10
2793,crie,crie,VER,902,Vfin,Vfin,crier,'C/V\./(e)\,VERB,crier,10
2794,a,a,PRE,902,Pre,Pre,à,/V\,ADP,à,10
2795,son,son,DET:poss,902,Det,Det,son4,C/V\,DET,son,10
2796,signeur,signeur,NOM,902,N,N,,C/V\.'C/V\,NOUN,seigneur,3
2797,:,:,PON,902,Pnc,Pnc,,,PUNCT,:,9
2798,«,«,PON:cit,903,Pnc,Pnc,,,PUNCT,«,9
2799,Que,que,PROCON,903,Qux,Qux,que,C/(e)\,PRON,que,10
2800,vous,vous,PRO:pers,903,Prn,Prn$$,vous,C/V\,PRON,vous,10
2801,plaist,plaist,VER,903,Vfin,Vfin,plaire,C/V\,VERB,plaire,10
2802,il,il,PRO:pers,903,Prn,Prn%,il,/V\,PRON,il,10
2803,que,que,PROCON,903,Sub,Sub,que,C/(e)\,SCONJ,que,10
2804,je,je,PRO:pers,903,Prn,Prn$,je,C/(e)\,PRON,je,10
2805,fache,fache,VER,903,Vfin,Vfin,faire,'C/V\.C/(e)\,VERB,faire,10
2806,?,?,PON,903,Vfin,Vfin,,,VERB,?,-1
2807,Chis,chis,DET:demo,903,Dem,Dem,cist,C/V\,DET,cist,10
2808,cevaliers,cevaliers,NOM,903,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,9
2809,ne,ne,PRO:clit,903,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2810,me,me,PRO:pers,904,Prn,Prn$$,me,C/(e)\,PRON,me,10
2811,laisse,laisse,VER,904,Vfin,Vfin,laisser,'C/V\.C/(e)\,VERB,laisser,10
2812,cest,cest,DET:demo,904,Dem,Dem,cist,C/V\,DET,cist,10
2813,pont,pont,NOM,904,N,N,,C/V\,NOUN,pont,8
2814,passer,passer,VER,904,Vinf,Vinf,passer,C/V\.'C/V\,VERB,passer,10
2815,pour,pour,PRE,904,Pre,Pre,pour,C/V\,ADP,pour,10
2816,ce,ce,PRO:invar,904,Prn,Prn,ce,C/(e)\,PRON,ce,10
2817,que,que,PROCON,904,Sub,Sub,que,C/(e)\,SCONJ,que,10
2818,je,je,PRO:pers,904,Prn,Prn$,je,C/(e)\,PRON,je,10
2819,port,port,VER,904,Vfin,Vfin,porter,C/V\,VERB,porter,10
2820,vostre,vostre,DET:poss,904,Det,Det,votre,'C/V\.C/(e)\,DET,votre,10
2821,escu,escu,NOM,905,N,N,,/V\.'C/V\,NOUN,écu,8
2822,.,.,PON,905,Pnc,Pnc,,,PUNCT,.,9
2823,—,—,PON,905,Pnc,Pnc,,,PUNCT,—,9
2824,Ha,ha,INT,905,Exc,Exc,,/V\,INTJ,haa,3
2825,!,!,PON,905,Pnc,Pnc,,,PUNCT,!,9
2826,sire,sire,NOM,905,N,N,,'C/V\.C/(e)\,NOUN,sire,11
2827,cevaliers,cevaliers,NOM,905,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,9
2828,",",",",PON,905,Pnc,Pnc,,,PUNCT,",",9
2829,fait,fait,VER,905,Vfin,Vfin,faire,C/V\,VERB,faire,10
2830,Lanselos,lanselos,NPR,905,N,N,,C/V\.C/e\.'C/V\,PROPN,Lancelot,5
2831,",",",",PON,905,Pnc,Pnc,,,PUNCT,",",9
2832,je,je,PRO:pers,905,Prn,Prn$,je,C/(e)\,PRON,je,10
2833,vous,vous,PRO:pers,905,Prn,Prn$$,vous,C/V\,PRON,vous,10
2834,pri,pri,VER,905,Vfin,Vfin,prier,C/V\,VERB,prier,10
2835,par,par,PRE,905,Pre,Pre,par,C/V\,ADP,par,10
2836,courtoisie,courtoisie,NOM,906,N,N,,C/V\.C/V\.'C/V\./(e)\,NOUN,courtoisie,8
2837,et,et,CON:coord,906,Crd,Crd,et,/V\,CCONJ,et,10
2838,par,par,PRE,906,Pre,Pre,par,C/V\,ADP,par,10
2839,franchise,franchise,NOM,906,N,N,,C/V\.'C/V\.C/(e)\,NOUN,franchise,8
2840,que,que,PROCON,906,Sub,Sub,que,C/(e)\,SCONJ,que,10
2841,vous,vous,PRO:pers,906,Prn,Prn,vous,C/V\,PRON,vous,10
2842,mon,mon,DET:poss,906,Det,Det,mon,C/V\,DET,mon,10
2843,vallet,vallét,NOM,906,N,N,,C/V\.'C/V\,NOUN,valet,8
2844,laissiés,laissiés,VER,906,Vfin,Vfin,laisser,C/V\.'C/V\,VERB,laisser,10
2845,passer,passer,VER,907,Vinf,Vinf,passer,C/V\.'C/V\,VERB,passer,10
2846,le,le,DET:def,907,Det,Det,le,C/(e)\,DET,le,10
2847,pont,pont,NOM,907,N,N,,C/V\,NOUN,pont,8
2848,.,.,PON,907,Pnc,Pnc,,,PUNCT,.,9
2849,Et,et,CON:coord,907,Crd,Crd,et,/V\,CCONJ,et,10
2850,bien,bien,ADV,907,Adv,Adv,bien,C/V\,ADV,bien,10
2851,saciés,saciés,VER,907,Vfin,Vfin,savoir,C/V\.'C/V\,VERB,savoir,10
2852,certainnement,certainnement,ADV,907,Adv,Adv,,C/V\.C/V\.C/e\.'C/V\,ADV,certainement,9
2853,que,que,PROCON,907,Sub,Sub,que,C/(e)\,SCONJ,que,10
2854,ceste,ceste,DET:demo,907,Dem,Dem,cist,'C/V\.C/(e)\,DET,cist,10
2855,bontés,bontés,NOM,908,N,N,,C/V\.'C/V\,NOUN,bonté,9
2856,n',n',PRO:clit,908,Neg,Neg$$,ne,C/\,ADV,ne,10
2857,iert,iert,VER,908,Vfin,Vfin,être,/V\,VERB,être,10
2858,mie,mie,ADV,908,Neg,Neg,mie3,'C/V\./(e)\,ADV,mie,10
2859,si,si,DET:poss,908,Adv,Adv,si4,C/V\,ADV,si,10
2860,grans,grans,ADJ,908,Adj,Adj,grand,C/V\,ADJ,grand,10
2861,que,que,PROCON,908,Sub,Sub,que,C/(e)\,SCONJ,que,10
2862,je,je,PRO:pers,908,Prn,Prn$,je,C/(e)\,PRON,je,10
2863,ne,ne,PRO:clit,908,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2864,vous,vous,PRO:pers,908,Prn,Prn$$,vous,C/V\,PRON,vous,10
2865,aie,aie,VER,908,Vfin,Vfin,avoir,'/V\./(e)\,VERB,avoir,10
2866,greigneur,greigneur,ADJ,908,Adj,Adj,graindre,C/V\.'C/V\,ADJ,graindre,10
2867,faite,faite,VER,909,Vpp,Vpp,faire,'C/V\.C/(e)\,VERB,faire,10
2868,.,.,PON,909,Pnc,Pnc,,,PUNCT,.,9
2869,Ne,ne,PRO:clit,909,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2870,me,me,PRO:pers,909,Prn,Prn$$,me,C/(e)\,PRON,me,10
2871,faites,faites,VER,909,Vfin,Vfin,faire,'C/V\.C/e\,VERB,faire,10
2872,si,si,DET:poss,909,Adv,Adv,si4,C/V\,ADV,si,10
2873,grant,grant,ADJ,909,Adj,Adj,grand,C/V\,ADJ,grand,10
2874,fourfait,fourfait,VER,909,N,N,,C/V\.'C/V\,NOUN,forfait,8
2875,ne,ne,PRO:clit,909,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
2876,si,si,DET:poss,909,Adv,Adv,si4,C/V\,ADV,si,10
2877,grant,grant,ADJ,909,Adj,Adj,grand,C/V\,ADJ,grand,10
2878,vilonnie,vilonnie,NOM,909,N,N,,C/V\.C/V\.'C/V\./(e)\,NOUN,vilenie,6
2879,que,que,PROCON,910,Sub,Sub,que,C/(e)\,SCONJ,que,10
2880,vous,vous,PRO:pers,910,Prn,Prn,vous,C/V\,PRON,vous,10
2881,mon,mon,DET:poss,910,Det,Det,mon,C/V\,DET,mon,10
2882,vallet,vallét,NOM,910,N,N,,C/V\.'C/V\,NOUN,valet,8
2883,faites,faites,VER,910,Vfin,Vfin,faire,'C/V\.C/e\,VERB,faire,10
2884,remanoir,remanoir,VER,910,Vinf,Vinf,remanoir,C/V\.C/V\.'C/V\,VERB,remanoir,10
2885,de,de,PRE,910,Pre,Pre,de,C/(e)\,ADP,de,10
2886,cele,cele,DET:demo,910,Dem,Dem,cil,'C/V\.C/(e)\,DET,cil,10
2887,part,part,NOM,910,N,N,,C/V\,NOUN,part,3
2888,.,.,PON,910,Pnc,Pnc,,,PUNCT,.,9
2889,—,—,PON,910,Pnc,Pnc,,,PUNCT,—,9
2890,Sire,sire,NOM,910,N,N,,'C/V\.C/(e)\,NOUN,sire,3
2891,",",",",PON,910,Pnc,Pnc,,,PUNCT,",",9
2892,fait,fait,VER,911,Vfin,Vfin,faire,C/V\,VERB,faire,10
2893,li,li,DET:def,911,Det,Det,le,C/V\,DET,le,10
2894,cevaliers,cevaliers,NOM,911,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,9
2895,du,du,PREDET:de,911,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
2896,pont,pont,NOM,911,N,N,,C/V\,NOUN,pont,8
2897,",",",",PON,911,Pnc,Pnc,,,PUNCT,",",9
2898,il,il,PRO:pers,911,Prn,Prn$,il,/V\,PRON,il,10
2899,ne,ne,PRO:clit,911,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2900,me,me,PRO:pers,911,Prn,Prn$$,me,C/(e)\,PRON,me,10
2901,plaist,plaist,VER,911,Vfin,Vfin,plaire,C/V\,VERB,plaire,10
2902,que,que,PROCON,911,Sub,Sub,que,C/(e)\,SCONJ,que,10
2903,il,il,PRO:pers,911,Prn,Prn$,il,/V\,PRON,il,10
2904,i,i,PRO:clit,911,Prn,Prn$$,y2,/V\,PRON,y,10
2905,passe,passe,VER,911,Vfin,Vfin,passer,'C/V\.C/(e)\,VERB,passer,10
2906,ne,ne,PRO:clit,911,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
2907,il,il,PRO:pers,911,Prn,Prn$,il,/V\,PRON,il,10
2908,n',n',PRO:clit,912,Neg,Neg$$,ne,C/\,ADV,ne,10
2909,i,i,PRO:clit,912,Prn,Prn$$,y2,/V\,PRON,y,10
2910,passera,passera,VER,912,Vfin,Vfin,passer,C/V\.C/e\.'C/V\,VERB,passer,10
2911,ore,ore,ADV,912,Adv,Adv,or2,'/V\.C/(e)\,ADV,or,10
2912,mie,mie,ADV,912,Neg,Neg,mie3,'C/V\./(e)\,ADV,mie,10
2913,.,.,PON,912,Pnc,Pnc,,,PUNCT,.,9
2914,—,—,PON,912,Pnc,Pnc,,,PUNCT,—,9
2915,Non,non,NOM,912,NVP,NVP,non,C/V\,ADV,non,10
2916,?,?,PON,912,Pnc,Pnc,,,PUNCT,?,9
2917,biax,biax,ADJ,912,Adj,Adj,beau,C/V\,ADJ,beau,10
2918,sire,sire,NOM,912,N,N,,'C/V\.C/(e)\,NOUN,sire,11
2919,",",",",PON,912,Pnc,Pnc,,,PUNCT,",",9
2920,fait,fait,VER,912,Vfin,Vfin,faire,C/V\,VERB,faire,10
2921,Lanselos,lanselos,NPR,912,N,N,,C/V\.C/e\.'C/V\,PROPN,Lancelot,5
2922,.,.,PON,912,Pnc,Pnc,,,PUNCT,.,9
2923,Si,si,DET:poss,912,Adv,Adv,si4,C/V\,ADV,si,10
2924,feriés,feriés,VER,913,Vfin,Vfin,faire,C/V\.C/<V>\.'/V\,VERB,faire,10
2925,ore,ore,ADV,913,Adv,Adv,or2,'/V\.C/(e)\,ADV,or,10
2926,si,si,DET:poss,913,Adv,Adv,si4,C/V\,ADV,si,10
2927,petit,petit,ADJ,913,Adj,Adj,petit,C/V\.'C/V\,ADJ,petit,10
2928,pour,pour,PRE,913,Pre,Pre,pour,C/V\,ADP,pour,10
2929,ma,ma,DET:poss,913,Det,Det,mon,C/V\,DET,mon,10
2930,proiiere,proiiere,NOM,913,N,N,,C/V\.'C/V\.C/(e)\,NOUN,prière,9
2931,?,?,PON,913,Pnc,Pnc,,,PUNCT,?,9
2932,—,—,PON,913,Pnc,Pnc,,,PUNCT,—,9
2933,Sire,sire,NOM,913,N,N,,'C/V\.C/(e)\,NOUN,sire,3
2934,",",",",PON,913,Pnc,Pnc,,,PUNCT,",",9
2935,fait,fait,VER,913,Vfin,Vfin,faire,C/V\,VERB,faire,10
2936,li,li,DET:def,913,Det,Det,le,C/V\,DET,le,10
2937,cevaliers,cevaliers,NOM,913,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,9
2938,",",",",PON,913,Pnc,Pnc,,,PUNCT,",",9
2939,a,a,PRE,914,Pre,Pre,à,/V\,ADP,à,10
2940,cestui,cestui,DET:demo,914,Dem,Dem,cist,C/V\.'C/V\,DET,cist,10
2941,point,point,NOM,914,N,N,,C/V\,PROPN|NOUN,point,8
2942,ne,ne,PRO:clit,914,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2943,le,le,PRO:pers,914,Prn,Prn$$,le,C/(e)\,PRON,le,10
2944,feroie,feroie,VER,914,Vfin,Vfin,faire,C/V\.'C/V\./(e)\,VERB,faire,10
2945,je,je,PRO:pers,914,Prn,Prn%,je,C/(e)\,PRON,je,10
2946,pour,pour,PRE,914,Pre,Pre,pour,C/V\,ADP,pour,10
2947,proiiere,proiiere,NOM,914,N,N,,C/V\.'C/V\.C/(e)\,NOUN,prière,9
2948,de,de,PRE,914,Pre,Pre,de,C/(e)\,ADP,de,10
2949,nul,nul,DET:ind,914,QIs,QIs,nul,C/V\,DET,nul,10
2950,houme,houme,NOM,915,N,N,,'/V\.C/(e)\,NOUN,homme,9
2951,.,.,PON,915,Pnc,Pnc,,,PUNCT,.,9
2952,—,—,PON,915,Pnc,Pnc,,,PUNCT,—,9
2953,En,en,PRE,915,Pre,Pre,en,/V\,ADP,en,10
2954,non,non,NOM,915,N,N,,C/V\,NOUN,nom,8
2955,Dieu,dieu,NOM,915,N,N,,C/V\,PROPN,Dieu,3
2956,",",",",PON,915,Pnc,Pnc,,,PUNCT,",",9
2957,biau,biau,ADJ,915,Adj,Adj,beau,C/V\,ADJ,beau,10
2958,sire,sire,NOM,915,N,N,,'C/V\.C/(e)\,NOUN,sire,11
2959,",",",",PON,915,Pnc,Pnc,,,PUNCT,",",9
2960,fait,fait,VER,915,Vfin,Vfin,faire,C/V\,VERB,faire,10
2961,Lanselos,lanselos,NPR,915,N,N,,C/V\.C/e\.'C/V\,PROPN,Lancelot,5
2962,",",",",PON,915,Pnc,Pnc,,,PUNCT,",",9
2963,vous,vous,PRO:pers,915,Prn,Prn$,vous,C/V\,PRON,vous,10
2964,me,me,PRO:pers,915,Prn,Prn$$,me,C/(e)\,PRON,me,10
2965,faites,faites,VER,916,Vfin,Vfin,faire,'C/V\.C/e\,VERB,faire,10
2966,honte,honte,NOM,916,N,N,,'C/V\.C/(e)\,NOUN,honte,8
2967,mout,mout,ADV,916,QIs,QIs,moult,C/V\,ADV,moult,10
2968,grant,grant,ADJ,916,Adj,Adj,grand,C/V\,ADJ,grand,10
2969,.,.,PON,916,Pnc,Pnc,,,PUNCT,.,9
2970,Et,et,CON:coord,916,Crd,Crd,et,/V\,CCONJ,et,10
2971,sachiés,sachiés,VER,916,Vfin,Vfin,savoir,C/V\.'C/V\,VERB,savoir,10
2972,bien,bien,ADV,916,Adv,Adv,bien,C/V\,ADV,bien,10
2973,vraiement,vraiement,ADV,916,Adv,Adv,,C/V\.C/(V)\.'/V\,ADV,vraiment,9
2974,que,que,PROCON,916,Sub,Sub,que,C/(e)\,SCONJ,que,10
2975,je,je,PRO:pers,916,Prn,Prn$,je,C/(e)\,PRON,je,10
2976,ne,ne,PRO:clit,917,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2977,sousferrai,sousferrai,VER,917,Vfin,Vfin,souffrir,C/V\.C/e\.'C/V\,VERB,souffrir,10
2978,ore,ore,ADV,917,Adv,Adv,or2,'/V\.C/(e)\,ADV,or,10
2979,plus,plus,ADV,917,Adv,Adv,plus,C/V\,ADV,plus,10
2980,vostre,vostre,DET:poss,917,Det,Det,votre,'C/V\.C/(e)\,DET,votre,10
2981,orgoel,orgoel,NOM,917,N,N,,/V\.'C/V\,NOUN,orgueil,9
2982,.,.,PON,917,Pnc,Pnc,,,PUNCT,.,9
2983,»,»,PON:cit,917,Pnc,Pnc,,,PUNCT,»,9
2984,Lors,lors,ADV,917,Adv,Adv,lors,C/V\,ADV,lors,10
2985,se,se,PRO:pers,917,Prn,Prn$$,se,C/(e)\,PRON,se,10
2986,remet,remet,VER,917,Vfin,Vfin,remettre,C/V\.'C/V\,VERB,remettre,10
2987,tout,tout,PRO:ind,917,QIs,QIs,tout,C/V\,ADV,tout,10
2988,maintenant,maintenant,ADV,918,Adv,Adv,maintenant,C/V\.C/e\.'C/V\,ADV,maintenant,10
2989,dedens,dedens,ADV,918,PrA,PrA,dedans,C/V\.'C/V\,ADP,dedans,10
2990,l',l',DET:def,918,Det,Det,le,C/\,DET,le,10
