wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
65,7,8,toute,toute,2_3,QIs,QIs,tout,'C/V\.C/(e)\,DET,tout,10
66,7,9,riens,riens,2_3,N,N,rien,C/V\,NOUN,rien,10
67,7,10,.,.,2_3,Pnc,Pnc,,,PUNCT,.,9
68,8,1,Une,une,2_4,QIs,QIs,un,'/V\.C/(e)\,DET,un,10
69,8,2,fame,fame,2_4,N,N,,'C/V\.C/(e)\,NOUN,femme,3
70,8,3,espousa,espousa,2_4,Vfin,Vfin,,/V\.C/V\.'C/V\,VERB,épouser,9
71,8,4,puis,puis,2_4,PrA,PrA,puis,C/V\,ADV,puis,10
72,8,5,qu',qu',2_4,Sub,Sub,que,C/\,SCONJ,que,10
73,8,6,il,il,2_4,Prn,Prn$,il,/V\,PRON,il,10
74,8,7,fu,fu,2_4,Vfin,Vfin,être,C/V\,VERB,être,10
75,8,8,anciens,anciens,2_4,Adj,Adj,,/V\.C/{V}\.'/V\,ADJ,ancien,8
76,8,9,.,.,2_4,Pnc,Pnc,,,PUNCT,.,9
77,9,1,Puis,puis,3_1,PrA,PrA,puis,C/V\,ADV,puis,10
78,9,2,converssérent,conversserent,3_1,Vfin,Vfin,,C/V\.C/V\.'C/V\.C/e\,VERB,converser,0
79,9,3,il,il,3_1,Prn,Prn%,il,/V\,PRON,il,10
80,9,4,ensamble,ensamble,3_1,Adv,Adv,ensemble,/V\.'C/V\.C/(e)\,ADV,ensemble,10
81,9,5,longuement,longuement,3_1,Adv,Adv,,C/V\.C/e\.'C/V\,ADV,longuement,8
82,9,6,.,.,3_1,Pnc,Pnc,,,PUNCT,.,9
83,10,1,S',s',3_2,Adv,Adv,si4,C/\,ADV,si,10
84,10,2,orent,orent,3_2,Vfin,Vfin,avoir,'/V\.C/e\,VERB,avoir,10
85,10,3,a,a,3_2,Pre,Pre,à,/V\,ADP,à,10
86,10,4,grant,grant,3_2,Adj,Adj,grand,C/V\,ADJ,grand,10
87,10,5,plenté,plenté,3_2,N,N,,C/V\.'C/V\,NOUN,plenté,8
88,10,6,et,et,3_2,Crd,Crd,et,/V\,CCONJ,et,10
89,10,7,or,or,3_2,N,N,,/V\,NOUN,or,8
90,10,8,fin,fin,3_2,Adj,Adj,fin2,C/V\,ADJ,fin,10
91,10,9,et,et,3_2,Crd,Crd,et,/V\,CCONJ,et,10
92,10,10,argent,argent,3_2,N,N,,/V\.'C/V\,NOUN,argent,8
93,10,11,;,;,3_2,Pnc,Pnc,,,PUNCT,;,9
94,11,1,Asez,asez,3_3,Adv,Adv,assez,/V\.'C/V\,ADV,assez,10
95,11,2,de,de,3_3,Pre,Pre,de,C/(e)\,ADP,de,10
96,11,3,bien,bien,3_3,N,N,bien,C/V\,PROPN|NOUN,bien,10
97,11,4,faisoient,faisoient,3_3,Vfin,Vfin,faire,C/V\.'C/V\./e\,VERB,faire,10
98,11,5,a,a,3_3,Pre,Pre,à,/V\,ADP,à,10
99,11,6,la,la,3_3,Det,Det,le,C/V\,DET,le,10
