wd_id,line_id,linewd,word,lex_id,tag,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
2508,258,2,vos,vos,PRO:pers,3019,Prn,Prn,vous,C/V\,PRON,vous,10
2509,258,3,un,un,DET:ndf,3019,QIs,QIs,un,/V\,DET,un,10
2510,258,4,prison,prison,NOM,3019,N,N,,C/V\.'C/V\,NOUN,prison,8
2511,258,5,qui,qui,PROCON,3019,Qux,Qux,qui,C/V\,PRON,qui,10
2512,258,6,vint,vint,VER,3019,Vfin,Vfin,venir,C/V\,VERB,venir,10
2513,258,7,de,de,PRE,3019,Pre,Pre,de,C/(e)\,ADP,de,10
2514,258,8,l',l',DET:def,3019,Det,Det,le,C/\,DET,le,10
2515,258,9,ost,ost,NOM,3019,N,N,,/V\,NOUN,ost,8
2516,258,10,des,des,PREDET:de,3019,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
2517,258,11,gris,gris,ADJ,3019,Adj,Adj,,C/V\,ADJ,gris,8
2518,258,12,",",",",PON,3019,Pnc,Pnc,,,PUNCT,",",9
2519,259,1,estors,estors,NOM,3020,N,N,,/e\.'C/V\,PROPN|NOUN,estour,8
2520,259,2,de,de,PRE,3020,Pre,Pre,de,C/(e)\,ADP,de,10
2521,259,3,la,la,DET:def,3020,Det,Det,le,C/V\,DET,le,10
2522,259,4,bataille,bataille,NOM,3020,N,N,,C/V\.'C/V\.C/(e)\,NOUN,bataille,8
2523,259,5,ou,ou,VER,3020,Crd,Crd,ou,/V\,CCONJ,ou,10
2524,259,6,avant,avant,PRE,3020,PrA,PrA,avant,/V\.'C/V\,ADP,avant,10
2525,259,7,ier,ier,ADV,3020,Adv,Adv,hier,/V\,ADV,hier,10
2526,259,8,fu,fu,VER,3020,Vfin,Vfin,être,C/V\,VERB,être,10
2527,259,9,pris,pris,VER,3020,Vpp,Vpp,prendre,C/V\,VERB,prendre,10
2528,259,10,;,;,PON,3020,Pnc,Pnc,,,PUNCT,;,9
2529,260,1,voiant,voiant,VER,3021,Vprs,Vprs,voir,C/V\.'C/V\,VERB,voir,10
2530,260,2,toute,toute,DET:ind,3021,QIs,QIs,tout,'C/V\.C/(e)\,DET,tout,10
2531,260,3,sa,sa,DET:poss,3021,Det,Det,son4,C/V\,DET,son,10
2532,260,4,gent,gent,NOM,3021,N,N,,C/V\,NOUN,gent,8
2533,260,5,a,a,PRE,3021,Vfin,Vfin,avoir,/V\,VERB,avoir,10
2534,260,6,dayre,dayre,NOM,3021,N,N,,'C/V\.C/(e)\,PROPN|NOUN,UNKNOWN,-10
2535,260,7,a,a,PRE,3021,Pre,Pre,à,/V\,ADP,à,10
2536,260,8,raison,raison,NOM,3021,N,N,,C/V\.'C/V\,NOUN,raison,8
2537,260,9,mis,mis,VER,3021,Vpp,Vpp,mettre,C/V\,VERB,mettre,10
2538,260,10,:,:,PON,3021,Pnc,Pnc,,,PUNCT,:,9
2539,261,1,"""","""",PON:cit,3022,Pnc,Pnc,,,PUNCT,"""",9
2540,261,2,eschapés,eschapés,VER,3022,Vpp,Vpp,,/V\.C/V\.'C/V\,VERB,échapper,9
2541,261,3,sui,sui,VER,3022,Vfin,Vfin,être,C/V\,VERB,être,10
2542,261,4,au,au,PREDET:a,3022,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
2543,261,5,roi,roi,NOM,3022,N,N,,C/V\,NOUN,roi,8
2544,261,6,a,a,PRE,3022,Pre,Pre,à,/V\,ADP,à,10
2545,261,7,larron,larron,NOM,3022,N,N,,C/V\.'C/V\,NOUN,larron,8
2546,261,8,et,et,CON:coord,3022,Crd,Crd,et,/V\,CCONJ,et,10
2547,261,9,fuitis,fuitis,ADJ,3022,Adj,Adj,,C/V\.'C/V\,ADJ,fuitif,9
2548,261,10,.,.,PON,3022,Pnc,Pnc,,,PUNCT,.,9
2549,262,1,vostre,vostre,DET:poss,3023,Det,Det,votre,'C/V\.C/(e)\,DET,votre,10
2550,262,2,mollier,mollier,NOM,3023,N,N,,C/V\.'C/V\,NOUN,moillier,8
2551,262,3,est,est,VER,3023,Vfin,Vfin,être,/V\,VERB,être,10
2552,262,4,morte,morte,VER,3023,Vpp,Vpp,mourir,'C/V\.C/(e)\,VERB,mourir,10
2553,262,5,",",",",PON,3023,Pnc,Pnc,,,PUNCT,",",9
2554,262,6,dont,dont,PRO:invar,3023,Qux,Qux,dont,C/V\,PRON,dont,10
2555,262,7,est,est,VER,3023,Vfin,Vfin,être,/V\,VERB,être,10
2556,262,8,grains,grains,NOM,3023,N,N,,C/V\,NOUN,grain,9
2557,262,9,et,et,CON:coord,3023,Crd,Crd,et,/V\,CCONJ,et,10
2558,262,10,maris,maris,NOM,3023,Vpp,Vpp,marrir,C/V\.'C/V\,VERB,marrir,10
2559,262,11,;,;,PON,3023,Pnc,Pnc,,,PUNCT,;,9
2560,263,1,molt,molt,ADV,3024,QIs,QIs,moult,C/V\,ADV,moult,10
2561,263,2,la,la,PRO:pers,3024,Prn,Prn$$,le,C/V\,PRON,le,10
2562,263,3,tint,tint,VER,3024,Vfin,Vfin,tenir,C/V\,VERB,tenir,10
2563,263,4,a,a,PRE,3024,Pre,Pre,à,/V\,ADP,à,10
2564,263,5,honor,honor,NOM,3024,N,N,,/V\.'C/V\,NOUN,honneur,8
2565,263,6,tant,tant,ADV,3024,QIs,QIs,tant,C/V\,ADV,tant,10
2566,263,7,com,com,CON:subord,3024,Sub,Sub,comme,C/V\,SCONJ,comme,10
2567,263,8,ses,ses,DET:poss,3024,Det,Det,son4,C/V\,DET,son,10
2568,263,9,cors,cors,NOM,3024,N,N,,C/V\,NOUN,corps,3
2569,263,10,fu,fu,VER,3024,Vfin,Vfin,être,C/V\,VERB,être,10
2570,263,11,vis,vis,NOM,3024,N,N,,C/V\,PROPN|NOUN,vit|vis|vif,-1
2571,263,12,",",",",PON,3024,Pnc,Pnc,,,PUNCT,",",9
2572,264,1,onques,onques,ADV,3025,Adv,Adv,onques,'/V\.C/e\,ADV,onques,10
2573,264,2,par,par,PRE,3025,Pre,Pre,par,C/V\,ADP,par,10
2574,264,3,nisun,nisun,DET:ind,3025,QIs,QIs,negun,C/V\.'C/V\,DET,negun,10
2575,264,4,home,home,NOM,3025,N,N,,'/V\.C/(e)\,NOUN,homme,8
2576,264,5,ne,ne,PRO:clit,3025,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2577,264,6,li,li,PRO:pers,3025,Prn,Prn$$,li,C/V\,PRON,li,10
2578,264,7,fu,fu,VER,3025,Vfin,Vfin,être,C/V\,VERB,être,10
2579,264,8,honte,honte,NOM,3025,N,N,,'C/V\.C/(e)\,NOUN,honte,8
2580,264,9,quis,quis,VER,3025,Vpp,Vpp,quérir,C/V\,VERB,quérir,10
2581,264,10,.,.,PON,3025,Pnc,Pnc,,,PUNCT,.,9
2582,265,1,mais,mais,CON:coord,3026,Crd,Crd,mais,C/V\,CCONJ,mais,10
2583,265,2,vostre,vostre,DET:poss,3026,Det,Det,votre,'C/V\.C/(e)\,DET,votre,10
2584,265,3,fille,fille,NOM,3026,N,N,,'C/V\.C/(e)\,NOUN,fille,3
2585,265,4,est,est,VER,3026,Vfin,Vfin,être,/V\,VERB,être,10
2586,265,5,bele,bele,ADJ,3026,Adj,Adj,beau,'C/V\.C/(e)\,ADJ,beau,10
2587,265,6,si,si,DET:poss,3026,Adv,Adv,si4,C/V\,ADV,si,10
2588,265,7,a,a,VER,3026,Vfin,Vfin,avoir,/V\,VERB,avoir,10
2589,265,8,molt,molt,ADV,3026,QIs,QIs,moult,C/V\,ADV,moult,10
2590,265,9,cler,cler,ADJ,3026,Adj,Adj,clair,C/V\,ADJ,clair,10
2591,265,10,le,le,DET:def,3026,Det,Det,le,C/(e)\,DET,le,10
2592,265,11,vis,vis,NOM,3026,N,N,,C/V\,NOUN,vis,3
2593,265,12,;,;,PON,3026,Pnc,Pnc,,,PUNCT,;,9
2594,266,1,s',s',PRO:pers,3027,Sub,Sub,si3,C/\,SCONJ,si,10
2595,266,2,il,il,PRO:pers,3027,Prn,Prn$,il,/V\,PRON,il,10
2596,266,3,veut,veut,VER,3027,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10
2597,266,4,",",",",PON,3027,Pnc,Pnc,,,PUNCT,",",9
2598,266,5,si,si,ADV,3027,Adv,Adv,si4,C/V\,ADV,si,10
2599,266,6,la,la,PRO:pers,3027,Prn,Prn$$,le,C/V\,PRON,le,10
2600,266,7,prendra,prendra,VER,3027,Vfin,Vfin,prendre,C/V\.'C/V\,VERB,prendre,10
2601,266,8,au,au,PREDET:a,3027,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
2602,266,9,los,los,NOM,3027,N,N,,C/V\,NOUN,los,3
2603,266,10,de,de,PRE,3027,Pre,Pre,de,C/(e)\,ADP,de,10
2604,266,11,ses,ses,DET:poss,3027,Det,Det,son4,C/V\,DET,son,10
2605,266,12,amis,amis,NOM,3027,N,N,,/V\.'C/V\,NOUN,ami,3
2606,266,13,",",",",PON,3027,Pnc,Pnc,,,PUNCT,",",9
2607,267,1,et,et,CON:coord,3028,Crd,Crd,et,/V\,CCONJ,et,10
2608,267,2,s',s',PRO:pers,3028,Sub,Sub,si3,C/\,SCONJ,si,10
2609,267,3,il,il,PRO:pers,3028,Prn,Prn$,il,/V\,PRON,il,10
2610,267,4,ne,ne,PRO:clit,3028,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2611,267,5,la,la,PRO:pers,3028,Prn,Prn$$,le,C/V\,PRON,le,10
2612,267,6,veut,veut,VER,3028,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10
2613,267,7,prendre,prendre,VER,3028,Vinf,Vinf,prendre,'C/V\.C/(e)\,VERB,prendre,10
2614,267,8,",",",",PON,3028,Pnc,Pnc,,,PUNCT,",",9
2615,267,9,ja,ja,ADV,3028,Adv,Adv,jà,C/V\,ADV,jà,10
2616,267,10,ne,ne,PRO:clit,3028,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2617,267,11,l',l',PRO:pers,3028,Prn,Prn$$,le,C/\,PRON,le,10
2618,267,12,en,en,PRO:clit,3028,Prn,Prn$$,en2,/V\,PRON,en,10
2619,267,13,fera,fera,VER,3028,Vfin,Vfin,faire,C/V\.'C/V\,VERB,faire,10
2620,267,14,pis,pis,ADV,3028,Adv,Adv,pis2,C/V\,ADV,pis,10
2621,267,15,;,;,PON,3028,Pnc,Pnc,,,PUNCT,;,9
2622,268,1,donra,donra,VER,3029,Vfin,Vfin,donner,C/V\.'C/V\,VERB,donner,10
2623,268,2,li,li,PRO:pers,3029,Prn,Prn%%,li,C/V\,PRON,li,10
2624,268,3,a,a,PRE,3029,Pre,Pre,à,/V\,ADP,à,10
2625,268,4,segnor,segnor,NOM,3029,N,N,,C/V\.'C/V\,NOUN,seigneur,9
2626,268,5,duc,duc,NOM,3029,N,N,,C/V\,NOUN,duc,8
2627,268,6,ou,ou,PREDET:en,3029,Crd,Crd,ou,/V\,CCONJ,ou,10
2628,268,7,conte,conte,NOM,3029,N,N,,'C/V\.C/(e)\,NOUN,comte,3
2629,268,8,ou,ou,PREDET:en,3029,Crd,Crd,ou,/V\,CCONJ,ou,10
2630,268,9,marchis,marchis,NOM,3029,N,N,,C/V\.'C/V\,NOUN,marquis,3
2631,268,10,.,.,PON,3029,Pnc,Pnc,,,PUNCT,.,9
2632,268,11,"""","""",PON:cit,3029,Pnc,Pnc,,,PUNCT,"""",9
2633,269,1,qant,qant,ADV,3030,Sub,Sub,quand,C/V\,SCONJ,quand,10
2634,269,2,dayres,dayres,NPR,3030,N,N,,'C/V\.C/e\,NOUN,Darius,2
2635,269,3,l',l',PRO:pers,3030,Prn,Prn$$,le,C/\,PRON,le,10
2636,269,4,entendi,entendi,VER,3030,Vfin,Vfin,entendre,/V\.C/V\.'C/V\,VERB,entendre,10
2637,269,5,",",",",PON,3030,Pnc,Pnc,,,PUNCT,",",9
2638,269,6,si,si,ADV,3030,Adv,Adv,si4,C/V\,ADV,si,10
2639,269,7,en,en,PRO:clit,3030,Prn,Prn$$,en2,/V\,PRON,en,10
2640,269,8,a,a,VER,3030,Vfin,Vfin,avoir,/V\,VERB,avoir,10
2641,269,9,fait,fait,VER,3030,Vpp,Vpp,faire,C/V\,VERB,faire,10
2642,269,10,un,un,DET:ndf,3030,QIs,QIs,un,/V\,DET,un,10
2643,269,11,ris,ris,NOM,3030,N,N,,C/V\,NOUN,ris,3
2644,269,12,.,.,PON,3030,Pnc,Pnc,,,PUNCT,.,9
2645,270,1,"""","""",PON:cit,3031,Pnc,Pnc,,,PUNCT,"""",9
2646,270,2,alixandre,alixandre,NPR,3031,N,N,,/V\.C/V\.'C/V\.C/(e)\,PROPN|NOUN,alixandre|Alexandre,-1
2647,270,3,",",",",PON,3031,Pnc,Pnc,,,PUNCT,",",9
2648,270,4,fait,fait,VER,3031,Vfin,Vfin,faire,C/V\,VERB,faire,10
2649,270,5,il,il,PRO:pers,3031,Prn,Prn%,il,/V\,PRON,il,10
2650,270,6,",",",",PON,3031,Pnc,Pnc,,,PUNCT,",",9
2651,270,7,molt,molt,ADV,3031,QIs,QIs,moult,C/V\,ADV,moult,10
2652,270,8,en,en,PRO:clit,3031,Prn,Prn$$,en2,/V\,PRON,en,10
2653,270,9,avras,avras,VER,3031,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
2654,270,10,grant,grant,ADJ,3031,Adj,Adj,grand,C/V\,ADJ,grand,10
2655,270,11,pris,pris,NOM,3031,N,N,,C/V\,NOUN,prix,3
2656,270,12,;,;,PON,3031,Pnc,Pnc,,,PUNCT,;,9
2657,271,1,molt,molt,ADV,3032,QIs,QIs,moult,C/V\,ADV,moult,10
2658,271,2,es,es,PREDET:en,3032,Vfin,Vfin,être,/V\,VERB,être,10
2659,271,3,humeles,humeles,ADJ,3032,Adj,Adj,,'/V\.C/e\,ADJ,humble,9
2660,271,4,guerriers,guerriers,NOM,3032,N,N,,C/V\.'C/V\,NOUN,guerrier,3
2661,271,5,et,et,CON:coord,3032,Crd,Crd,et,/V\,CCONJ,et,10
2662,271,6,feeus,feeus,ADJ,3032,Adj,Adj,,C/(V)\.'/V\,ADJ,féeu,-10
2663,271,7,enemis,enemis,NOM,3032,N,N,,/V\.C/e\.'C/V\,NOUN,ennemi,9
2664,271,8,",",",",PON,3032,Pnc,Pnc,,,PUNCT,",",9
2665,272,1,de,de,PRE,3033,Pre,Pre,de,C/(e)\,ADP,de,10
2666,272,2,l',l',DET:def,3033,Det,Det,le,C/\,DET,le,10
2667,272,3,onor,onor,NOM,3033,N,N,,/V\.'C/V\,NOUN,honneur,8
2668,272,4,que,que,PROCON,3033,Qux,Qux,que,C/(e)\,PRON,que,10
2669,272,5,m',m',PRO:pers,3033,Prn,Prn$$,me,C/\,PRON,me,10
2670,272,6,as,as,VER,3033,Vfin,Vfin,avoir,/V\,VERB,avoir,10
2671,272,7,faite,faite,VER,3033,Vpp,Vpp,faire,'C/V\.C/(e)\,VERB,faire,10
2672,272,8,m',m',PRO:pers,3033,Prn,Prn$$,me,C/\,PRON,me,10
2673,272,9,en,en,PRO:clit,3033,Prn,Prn$$,en2,/V\,PRON,en,10
2674,272,10,as,as,VER,3033,Vfin,Vfin,avoir,/V\,VERB,avoir,10
2675,272,11,si,si,DET:poss,3033,Adv,Adv,si4,C/V\,ADV,si,10
2676,272,12,bien,bien,NOM,3033,Adv,Adv,bien,C/V\,ADV,bien,10
2677,272,13,conquis,conquis,VER,3033,Vpp,Vpp,conquérir,C/V\.'C/V\,VERB,conquérir,10
2678,272,14,",",",",PON,3033,Pnc,Pnc,,,PUNCT,",",9
2679,273,1,se,se,DET:poss,3034,Sub,Sub,si3,C/(e)\,SCONJ,si,10
2680,273,2,pais,pais,NOM,3034,N,N,,C/V\,NOUN,paix,3
2681,273,3,voloies,voloies,VER,3034,Vfin,Vfin,vouloir,C/V\.'C/V\./e\,VERB,vouloir,10
2682,273,4,faire,faire,VER,3034,Vinf,Vinf,faire,'C/V\.C/(e)\,VERB,faire,10
2683,273,5,",",",",PON,3034,Pnc,Pnc,,,PUNCT,",",9
2684,273,6,par,par,PRE,3034,Pre,Pre,par,C/V\,ADP,par,10
2685,273,7,foi,foi,NOM,3034,N,N,,C/V\,NOUN,foi,8
2686,273,8,le,le,PRO:pers,3034,Prn,Prn$$,le,C/(e)\,PRON,le,10
2687,273,9,te,te,PRO:pers,3034,Prn,Prn$$,te,C/(e)\,PRON,te,10
2688,273,10,plevis,plevis,VER,3034,Vfin,Vfin,,C/V\.'C/V\,VERB,plevir,9
2689,273,11,",",",",PON,3034,Pnc,Pnc,,,PUNCT,",",9
2690,274,1,que,que,PROCON,3035,Sub,Sub,que,C/(e)\,SCONJ,que,10
2691,274,2,mes,mes,DET:poss,3035,Det,Det,mon,C/V\,DET,mon,10
2692,274,3,cors,cors,NOM,3035,N,N,,C/V\,NOUN,corps,3
2693,274,4,t',t',PRO:pers,3035,Prn,Prn$$,te,C/\,PRON,te,10
2694,274,5,ameroit,ameroit,VER,3035,Vfin,Vfin,aimer,/V\.C/e\.'C/V\,VERB,aimer,10
2695,274,6,plus,plus,ADV,3035,Adv,Adv,plus,C/V\,ADV,plus,10
2696,274,7,q',q',PROCON,3035,Sub,Sub,que,C/\,SCONJ,que,10
2697,274,8,ome,ome,NOM,3035,N,N,,'/V\.C/(e)\,NOUN,homme,8
2698,274,9,qui,qui,PROCON,3035,Qux,Qux,qui,C/V\,PRON,qui,10
2699,274,10,soit,soit,VER,3035,Vfin,Vfin,être,C/V\,VERB,être,10
2700,274,11,vis,vis,NOM,3035,N,N,,C/V\,PROPN|NOUN,vit|vis|vif,-1
2701,274,12,",",",",PON,3035,Pnc,Pnc,,,PUNCT,",",9
2702,275,1,et,et,CON:coord,3036,Crd,Crd,et,/V\,CCONJ,et,10
2703,275,2,durement,durement,ADV,3036,Adv,Adv,,C/V\.C/e\.'C/V\,ADV,durement,9
2704,275,3,m',m',PRO:pers,3036,Prn,Prn$$,me,C/\,PRON,me,10
2705,275,4,en,en,PRO:clit,3036,Prn,Prn$$,en2,/V\,PRON,en,10
2706,275,5,poise,poise,VER,3036,Vfin,Vfin,peser,'C/V\.C/(e)\,VERB,peser,10
2707,275,6,qant,qant,ADV,3036,Sub,Sub,quand,C/V\,SCONJ,quand,10
2708,275,7,de,de,PRE,3036,Pre,Pre,de,C/(e)\,ADP,de,10
2709,275,8,moi,moi,PRO:pers,3036,Prn,Prn,moi,C/V\,PRON,moi,10
2710,275,9,es,es,VER,3036,Vfin,Vfin,être,/V\,VERB,être,10
2711,275,10,eschis,eschis,ADJ,3036,Adj,Adj,,/V\.'C/V\,ADJ,eschif,8
2712,275,11,.,.,PON,3036,Pnc,Pnc,,,PUNCT,.,9
2713,275,12,"""","""",PON:cit,3036,Pnc,Pnc,,,PUNCT,"""",9
2714,276,1,en,en,PRE,3037,Pre,Pre,en,/V\,ADP,en,10
2715,276,2,icele,icele,DET:demo,3037,Dem,Dem,cil,/V\.'C/V\.C/(e)\,DET,cil,10
2716,276,3,contree,contree,NOM,3037,N,N,,C/V\.'C/V\./(e)\,NOUN,contrée,8
2717,276,4,sor,sor,PRE,3037,PrA,PrA,sur,C/V\,ADP,sur,10
2718,276,5,l',l',DET:def,3037,Det,Det,le,C/\,DET,le,10
2719,276,6,eaue,eaue,NOM,3037,N,N,,/<V>\.'/V\./(e)\,NOUN,eau,8
2720,276,7,de,de,PRE,3037,Pre,Pre,de,C/(e)\,ADP,de,10
2721,276,8,gangis,gangis,NPR,3037,N,N,,C/V\.'C/V\,NOUN,gangis,-10
2722,276,9,",",",",PON,3037,Pnc,Pnc,,,PUNCT,",",9
2723,277,1,la,la,ADV,3038,Adv,Adv,là,C/V\,ADV,là,10
2724,277,2,ou,ou,PRO:pers,3038,Qux,Qux,où,/V\,PRON,où,10
2725,277,3,fu,fu,VER,3038,Vfin,Vfin,être,C/V\,VERB,être,10
2726,277,4,la,la,DET:def,3038,Det,Det,le,C/V\,DET,le,10
2727,277,5,bataille,bataille,NOM,3038,N,N,,C/V\.'C/V\.C/(e)\,NOUN,bataille,8
2728,277,6,des,des,PREDET:de,3038,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
2729,277,7,persans,persans,NOM,3038,Adj,Adj,,C/V\.'C/V\,ADJ,persan|perçant,-1
2730,277,8,et,et,CON:coord,3038,Crd,Crd,et,/V\,CCONJ,et,10
2731,277,9,des,des,PREDET:de,3038,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
2732,277,10,gris,gris,ADJ,3038,Adj,Adj,,C/V\,ADJ,gris,8
2733,277,11,",",",",PON,3038,Pnc,Pnc,,,PUNCT,",",9
2734,278,1,avoit,avoit,VER,3039,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
2735,278,2,une,une,DET:ndf,3039,QIs,QIs,un,'/V\.C/(e)\,DET,un,10
2736,278,3,cité,cité,NOM,3039,N,N,,C/V\.'C/V\,NOUN,cité,8
2737,278,4,que,que,PROCON,3039,Qux,Qux,que,C/(e)\,PRON,que,10
2738,278,5,on,on,PRO:invar,3039,Prn,Prn$,on,/V\,PRON,on,10
2739,278,6,apeloit,apeloit,VER,3039,Vfin,Vfin,appeler,/V\.C/e\.'C/V\,VERB,appeler,10
2740,278,7,sis,sis,VER,3039,N,N,,C/V\,PROPN|NOUN,si,8
2741,278,8,;,;,PON,3039,Pnc,Pnc,,,PUNCT,;,9
2742,279,1,les,les,DET:def,3040,Det,Det,le,C/V\,DET,le,10
2743,279,2,tours,tours,NOM,3040,N,N,,C/V\,NOUN,tour,8
2744,279,3,estoient,estoient,VER,3040,Vfin,Vfin,être,/V\.'C/V\./e\,VERB,être,10
2745,279,4,hautes,hautes,ADJ,3040,Adj,Adj,haut,'C/V\.C/e\,ADJ,haut,10
2746,279,5,et,et,CON:coord,3040,Crd,Crd,et,/V\,CCONJ,et,10
2747,279,6,li,li,DET:def,3040,Det,Det,le,C/V\,DET,le,10
2748,279,7,murs,murs,NOM,3040,N,N,,C/V\,NOUN,mur,3
2749,279,8,fu,fu,VER,3040,Vfin,Vfin,être,C/V\,VERB,être,10
2750,279,9,antis,antis,ADJ,3040,Adj,Adj,,/V\.'C/V\,ADJ,antif,6
2751,279,10,.,.,PON,3040,Pnc,Pnc,,,PUNCT,.,9
2752,280,1,li,li,DET:def,3041,Det,Det,le,C/V\,DET,le,10
2753,280,2,rois,rois,NOM,3041,N,N,,C/V\,NOUN,roi,3
2754,280,3,la,la,PRO:pers,3041,Prn,Prn$$,le,C/V\,PRON,le,10
2755,280,4,prist,prist,VER,3041,Vfin,Vfin,prendre,C/V\,VERB,prendre,10
2756,280,5,par,par,PRE,3041,Pre,Pre,par,C/V\,ADP,par,10
2757,280,6,force,force,NOM,3041,N,N,,'C/V\.C/(e)\,NOUN,force,3
2758,280,7,",",",",PON,3041,Pnc,Pnc,,,PUNCT,",",9
2759,280,8,qu',qu',PROCON,3041,Crd,Crd,que,C/\,CCONJ,que,10
2760,280,9,il,il,PRO:pers,3041,Prn,Prn$,il,/V\,PRON,il,10
2761,280,10,n',n',PRO:clit,3041,Neg,Neg$$,ne,C/\,ADV,ne,10
2762,280,11,i,i,PRO:clit,3041,Prn,Prn$$,y2,/V\,PRON,y,10
2763,280,12,a,a,VER,3041,Vfin,Vfin,avoir,/V\,VERB,avoir,10
2764,280,13,gaires,gaires,ADV,3041,Adv,Adv,guère,'C/V\.C/e\,ADV,guère,10
2765,280,14,sis,sis,ADJ:card,3041,QIs,QIs,six,C/V\,ADJ|ADV|DET|NUM|PRON,six,10
2766,280,15,",",",",PON,3041,Pnc,Pnc,,,PUNCT,",",9
2767,281,1,dedens,dedens,ADV,3042,PrA,PrA,dedans,C/V\.'C/V\,ADV,dedans,10
2768,281,2,s',s',PRO:pers,3042,Prn,Prn$$,se,C/\,PRON,se,10
2769,281,3,en,en,PRO:clit,3042,Prn,Prn$$,en2,/V\,PRON,en,10
2770,281,4,est,est,VER,3042,Vfin,Vfin,être,/V\,VERB,être,10
2771,281,5,entrés,entrés,VER,3042,Vpp,Vpp,entrer,/V\.'C/V\,VERB,entrer,10
2772,281,6,o,o,PRE,3042,Pre,Pre,o,/V\,ADP,o,10
2773,281,7,l',l',DET:def,3042,Det,Det,le,C/\,DET,le,10
2774,281,8,eschec,eschec,NOM,3042,N,N,,/V\.'C/V\,NOUN,eschiec,3
2775,281,9,qu',qu',PROCON,3042,Qux,Qux,que,C/\,PRON,que,10
2776,281,10,a,a,PRE,3042,Vfin,Vfin,avoir,/V\,VERB,avoir,10
2777,281,11,conquis,conquis,VER,3042,Vpp,Vpp,conquérir,C/V\.'C/V\,VERB,conquérir,10
2778,281,12,.,.,PON,3042,Pnc,Pnc,,,PUNCT,.,9
2779,282,1,tant,tant,ADV,3043,QIs,QIs,tant,C/V\,ADV,tant,10
2780,282,2,ot,ot,VER,3043,Vfin,Vfin,avoir,/V\,VERB,avoir,10
2781,282,3,entor,entor,ADV,3043,PrA,PrA,entour,/V\.'C/V\,ADP,entour,10
2782,282,4,la,la,DET:def,3043,Det,Det,le,C/V\,DET,le,10
2783,282,5,vile,vile,NOM,3043,N,N,,'C/V\.C/(e)\,NOUN,ville,8
2784,282,6,des,des,PREDET:de,3043,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
2785,282,7,mors,mors,NOM,3043,Vpp,Vpp,mourir,C/V\,VERB,mourir,10
2786,282,8,qu',qu',PROCON,3043,Qux,Qux,que,C/\,PRON,que,10
2787,282,9,il,il,PRO:pers,3043,Prn,Prn$,il,/V\,PRON,il,10
2788,282,10,ot,ot,VER,3043,Vfin,Vfin,avoir,/V\,VERB,avoir,10
2789,282,11,ocis,ocis,VER,3043,Vpp,Vpp,occire,/V\.'C/V\,VERB,occire,10
2790,283,1,q',q',PROCON,3044,Sub,Sub,que,C/\,SCONJ,que,10
2791,283,2,a,a,PRE,3044,Pre,Pre,à,/V\,ADP,à,10
2792,283,3,mervelleuse,mervelleuse,ADJ,3044,Adj,Adj,,C/V\.C/e\.'C/V\.C/(e)\,ADJ,merveilleux,9
2793,283,4,paine,paine,NOM,3044,N,N,,'C/V\.C/(e)\,NOUN,peine,8
2794,283,5,i,i,PRO:clit,3044,Prn,Prn$$,y2,/V\,PRON,y,10
2795,283,6,duroit,duroit,VER,3044,Vfin,Vfin,durer,C/V\.'C/V\,VERB,durer,10
2796,283,7,nus,nus,DET:ind,3044,QIs,QIs,nul,C/V\,DET,nul,10
2797,283,8,hom,hom,NOM,3044,N,N,,/V\,NOUN,homme,8
2798,283,9,vis,vis,ADJ,3044,Adj,Adj,vif,C/V\,ADJ,vif,10
2799,283,10,.,.,PON,3044,Pnc,Pnc,,,PUNCT,.,9
2800,284,1,grieu,grieu,NOM,3045,Adj,Adj,,C/V\,ADJ,grec,6
2801,284,2,et,et,CON:coord,3045,Crd,Crd,et,/V\,CCONJ,et,10
2802,284,3,mascedonois,mascedonois,NOM,3045,N,N,,C/V\.C/e\.C/V\.'C/V\,PROPN|NOUN,UNKNOWN,-10
2803,284,4,sont,sont,VER,3045,Vfin,Vfin,être,C/V\,VERB,être,10
2804,284,5,en,en,PRE,3045,Pre,Pre,en,/V\,ADP,en,10
2805,284,6,la,la,DET:def,3045,Det,Det,le,C/V\,DET,le,10
2806,284,7,vile,vile,NOM,3045,N,N,,'C/V\.C/(e)\,NOUN,ville,8
2807,284,8,entré,entré,VER,3045,Vpp,Vpp,entrer,/V\.'C/V\,VERB,entrer,10
2808,284,9,.,.,PON,3045,Pnc,Pnc,,,PUNCT,.,9
