wd_id,word,lex_id,page_id,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
65,",",",",1022,Pnc,Pnc,,,PUNCT,",",9
66,pour,pour,1022,Pre,Pre,pour,C/V\,ADP,pour,10
67,quelque,quelque,1022,QIs,QIs,quelque,'C/V\.C/(e)\,DET,quelque,10
68,occasion,occasion,1022,N,N,,/V\.C/V\.C/{V}\.'/V\,NOUN,occasion,9
69,que,que,1022,Sub,Sub,que,C/(e)\,SCONJ,que,10
70,ce,ce,1022,Prn,Prn,ce,C/(e)\,PRON,ce,10
71,fust,fust,1022,Vfin,Vfin,être,C/V\,VERB,être,10
72,",",",",1022,Pnc,Pnc,,,PUNCT,",",9
73,ou,ou,1022,Crd,Crd,ou,/V\,CCONJ,ou,10
74,pour,pour,1022,Pre,Pre,pour,C/V\,ADP,pour,10
75,sembler,sembler,1022,Vinf,Vinf,sembler,C/V\.'C/V\,VERB,sembler,10
76,aux,aux,1022,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
77,vrayes,vrayes,1022,Adj,Adj,vrai,'C/V\./e\,ADJ,vrai,10
78,vesves,vesves,1022,Adj,Adj,,'C/V\.C/e\,ADJ,veuve,8
79,de,de,1022,Pre,Pre,de,C/(e)\,ADP,de,10
80,jadiz,jadiz,1022,Adv,Adv,jadis,C/V\.'C/V\,ADV,jadis,10
81,dont,dont,1022,Qux,Qux,dont,C/V\,PRON,dont,10
82,les,les,1022,Det,Det,le,C/V\,DET,le,10
83,hystoires,hystoires,1022,N,N,,/V\.'C/V\.C/e\,NOUN,histoire,9
84,rommaines,rommaines,1022,Adj,Adj,,C/V\.'C/V\.C/e\,ADJ,romain,9
85,",",",",1022,Pnc,Pnc,,,PUNCT,",",9
86,qui,qui,1022,Qux,Qux,qui,C/V\,PRON,qui,10
87,sont,sont,1022,Vfin,Vfin,être,C/V\,VERB,être,10
88,les,les,1022,Det,Det,le,C/V\,DET,le,10
89,suppellatives,suppellatives,1022,N,N,,C/V\.C/V\.C/V\.'C/V\.C/e\,NOUN,superlatif,2
90,",",",",1022,Pnc,Pnc,,,PUNCT,",",9
91,font,font,1022,Vfin,Vfin,faire,C/V\,VERB,faire,10
92,tant,tant,1022,QIs,QIs,tant,C/V\,ADV,tant,10
93,de,de,1022,Pre,Pre,de,C/(e)\,ADP,de,10
94,glorieuse,glorieuse,1022,Adj,Adj,,C/V\.C/{V}\.'/V\.C/(e)\,ADJ,glorieux,9
95,mencion,mencion,1022,N,N,,C/V\.C/{V}\.'/V\,NOUN,mention,3
96,",",",",1022,Pnc,Pnc,,,PUNCT,",",9
97,desquelles,desquelles,1022,Pre+Qux,Pre+Qux,duquel,C/V\.'C/V\.C/e\,ADP.PRON,de.lequel,11
98,je,je,1022,Prn,Prn$,je,C/(e)\,PRON,je,10
99,me,me,1022,Prn,Prn$$,me,C/(e)\,PRON,me,10
100,passe,passe,1022,Vfin,Vfin,passer,'C/V\.C/(e)\,VERB,passer,10
101,pour,pour,1022,Pre,Pre,pour,C/V\,ADP,pour,10
102,abregier,abregier,1022,Vinf,Vinf,,/V\.C/V\.'C/V\,VERB,abréger,9
103,et,et,1022,Crd,Crd,et,/V\,CCONJ,et,10
104,venir,venir,1022,Vinf,Vinf,venir,C/V\.'C/V\,VERB,venir,10
105,a,a,1022,Pre,Pre,à,/V\,ADP,à,10
106,mon,mon,1022,Det,Det,mon,C/V\,DET,mon,10
107,propos,propos,1022,N,N,,C/V\.'C/V\,NOUN,propos,8
108,de,de,1022,Pre,Pre,de,C/(e)\,ADP,de,10
109,ceste,ceste,1022,Dem,Dem,cist,'C/V\.C/(e)\,DET,cist,10
110,dame,dame,1022,N,N,,'C/V\.C/(e)\,NOUN,dame,8
111,que,que,1022,Qux,Qux,que,C/(e)\,ADJ|ADV|DET|PRON,que,10
112,onques,onques,1022,Adv,Adv,onques,'/V\.C/e\,ADV,onques,10
113,puis,puis,1022,PrA,PrA,puis,C/V\,ADV,puis,10
114,qu',qu',1022,Sub,Sub,que,C/\,SCONJ,que,10
115,elle,elle,1022,Prn,Prn$,elle,'/V\.C/(e)\,PRON,elle,10
116,fut,fut,1022,Vfin,Vfin,être,C/V\,VERB,être,10
117,vesve,vesve,1022,Adj,Adj,,'C/V\.C/(e)\,ADJ,veuve,8
118,a,a,1022,Pre,Pre,à,/V\,ADP,à,10
119,mary,mary,1022,N,N,,C/V\.'C/V\,NOUN,mari,9
120,ne,ne,1022,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
121,se,se,1022,Prn,Prn$$,se,C/(e)\,PRON,se,10
122,voult,voult,1022,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10
123,acompaigner,acompaigner,1022,Vinf,Vinf,,/V\.C/V\.C/V\.'C/V\,VERB,accompagner,9
124,.,.,1022,Pnc,Pnc,,,PUNCT,.,9
125,Me,me,1022,Prn,Prn$$,me,C/(e)\,PRON,me,10
126,semble,semble,1022,Vfin,Vfin,sembler,'C/V\.C/(e)\,VERB,sembler,10
127,",",",",1022,Pnc,Pnc,,,PUNCT,",",9
128,de,de,1022,Pre,Pre,de,C/(e)\,ADP,de,10
129,prime,prime,1022,Adj,Adj,,'C/V\.C/(e)\,ADJ,prim,8
130,face,face,1022,N,N,,'C/V\.C/(e)\,NOUN,face,3
131,",",",",1022,Pnc,Pnc,,,PUNCT,",",9
132,que,que,1022,Sub,Sub,que,C/(e)\,SCONJ,que,10
133,enssievir,enssievir,1022,Vinf,Vinf,ensuivre,/V\.C/V\.'C/V\,VERB,ensuivre,10
134,vouloit,vouloit,1022,Vfin,Vfin,vouloir,C/V\.'C/V\,VERB,vouloir,10
135,les,les,1022,Det,Det,le,C/V\,DET,le,10
136,anciennes,anciennes,1022,Adj,Adj,,/V\.C/{V}\.'/V\.C/e\,ADJ,ancien,9
137,vesves,vesves,1022,Adj,Adj,,'C/V\.C/e\,ADJ,veuve,8
138,de,de,1022,Pre,Pre,de,C/(e)\,ADP,de,10
139,jadiz,jadiz,1022,Adv,Adv,jadis,C/V\.'C/V\,ADV,jadis,10
140,",",",",1022,Pnc,Pnc,,,PUNCT,",",9
141,si,si,1022,Adv,Adv,si4,C/V\,ADV,si,10
142,comme,comme,1022,Sub,Sub,comme,'C/V\.C/(e)\,SCONJ,comme,10
143,les,les,1022,Det,Det,le,C/V\,DET,le,10
144,histoires,histoires,1022,N,N,,/V\.'C/V\.C/e\,NOUN,histoire,9
145,disent,disent,1022,Vfin,Vfin,dire,'C/V\.C/e\,VERB,dire,10
146,que,que,1022,Sub,Sub,que,C/(e)\,SCONJ,que,10
147,les,les,1022,Det,Det,le,C/V\,DET,le,10
148,Romains,romains,1022,Adj,Adj,,C/V\.'C/V\,ADJ,romain,8
149,avoient,avoient,1022,Vfin,Vfin,avoir,/V\.'C/V\./e\,VERB,avoir,10
150,une,une,1022,QIs,QIs,un,'/V\.C/(e)\,DET,un,10
151,tres,tres,1022,Adv,Adv,très,C/V\,ADV,très,10
152,loable,loable,1022,Adj,Adj,,C/V\.'C/V\.C/(e)\,ADJ,louable,9
153,coustume,coustume,1022,N,N,,C/V\.'C/V\.C/(e)\,NOUN,coutume,9
154,de,de,1022,Pre,Pre,de,C/(e)\,ADP,de,10
155,tres,tres,1022,Adv,Adv,très,C/V\,ADV,très,10
156,grandement,grandement,1022,Adv,Adv,,C/V\.C/e\.'C/V\,ADV,grandement,9
157,loer,loer,1022,Vinf,Vinf,louer,C/V\.'C/V\,VERB,louer,10
158,et,et,1022,Crd,Crd,et,/V\,CCONJ,et,10
159,honnorer,honnorer,1022,Vinf,Vinf,honorer,/V\.C/V\.'C/V\,VERB,honorer,10
160,les,les,1022,Det,Det,le,C/V\,DET,le,10
161,femmes,femmes,1022,N,N,,'C/V\.C/e\,NOUN,femme,8
162,vesves,vesves,1022,Adj,Adj,,'C/V\.C/e\,ADJ,veuve,9
163,",",",",1022,Pnc,Pnc,,,PUNCT,",",9
164,celles,celles,1022,Dem,Dem,cil,'C/V\.C/e\,PRON,cil,10
165,que,que,1022,Qux,Qux,que,C/(e)\,PRON,que,10
166,aprés,aprés,1022,PrA,PrA,après,/V\.'C/V\,ADP,après,10
167,le,le,1022,Det,Det,le,C/(e)\,DET,le,10
168,trespas,trespas,1022,N,N,,C/V\.'C/V\,NOUN,trépas,9
169,de,de,1022,Pre,Pre,de,C/(e)\,ADP,de,10
170,leurs,leurs,1022,Det,Det,leur2,C/V\,DET,leur,10
171,premiers,premiers,1022,Adj,Adj,premier,C/V\.C/<V>\.'/V\,ADJ,premier,10
172,maris,maris,1022,N,N,,C/V\.'C/V\,NOUN,mari,9
173,jamais,jamais,1022,Adv,Adv,jamais,C/V\.'C/V\,ADV,jamais,10
174,plus,plus,1022,Adv,Adv,plus,C/V\,ADV,plus,10
175,ne,ne,1022,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
176,se,se,1022,Prn,Prn$$,se,C/(e)\,PRON,se,10
177,voulloient,voulloient,1022,Vfin,Vfin,vouloir,C/V\.'C/V\./e\,VERB,vouloir,10
178,remarier,remarier,1022,Vinf,Vinf,,C/V\.C/V\.C/V\.'C/V\,VERB,remarier,9
179,",",",",1022,Pnc,Pnc,,,PUNCT,",",9
180,ains,ains,1022,Crd,Crd,ains,/V\,CCONJ,ains,10
181,",",",",1022,Pnc,Pnc,,,PUNCT,",",9
182,pour,pour,1022,Pre,Pre,pour,C/V\,ADP,pour,10
183,la,la,1022,Det,Det,le,C/V\,DET,le,10
184,tres,tres,1022,Adv,Adv,très,C/V\,ADV,très,10
185,grant,grant,1022,Adj,Adj,grand,C/V\,ADJ,grand,10
186,et,et,1022,Crd,Crd,et,/V\,CCONJ,et,10
187,loiale,loiale,1022,Adj,Adj,,C/V\.'C/V\.C/(e)\,ADJ,loyal,9
188,amour,amour,1022,N,N,,/V\.'C/V\,NOUN,amour,8
189,qu',qu',1022,Qux,Qux,que,C/\,PRON,que,10
190,elles,elles,1022,Prn,Prn$,elle,'/V\.C/e\,PRON,elle,10
191,leur,leur,1022,Prn,Prn$$,leur,C/V\,PRON,leur,10
192,portoient,portoient,1022,Vfin,Vfin,porter,C/V\.'C/V\./e\,VERB,porter,10
193,",",",",1022,Pnc,Pnc,,,PUNCT,",",9
194,voulloient,voulloient,1022,Vfin,Vfin,vouloir,C/V\.'C/V\./e\,VERB,vouloir,10
195,garder,garder,1022,Vinf,Vinf,garder,C/V\.'C/V\,VERB,garder,10
196,honnesteté,honnesteté,1022,N,N,,/V\.C/V\.C/e\.'C/V\,NOUN,honnêteté,9
197,et,et,1022,Crd,Crd,et,/V\,CCONJ,et,10
198,entiere,entiere,1022,Adj,Adj,,/V\.'C/V\.C/(e)\,ADJ,entier,9
199,chasteté,chasteté,1022,N,N,,C/V\.C/e\.'C/V\,NOUN,chasteté,5
200,.,.,1022,Pnc,Pnc,,,PUNCT,.,9
201,Et,et,1022,Crd,Crd,et,/V\,CCONJ,et,10
202,de,de,1022,Pre,Pre,de,C/(e)\,ADP,de,10
203,ce,ce,1022,Prn,Prn,ce,C/(e)\,PRON,ce,10
204,dit,dit,1022,Vfin,Vfin,dire,C/V\,VERB,dire,10
205,l',l',1022,Det,Det,le,C/\,DET,le,10
206,Appostre,appostre,1022,N,N,,/V\.'C/V\.C/(e)\,NOUN,apôtre,9
207,en,en,1022,Pre,Pre,en,/V\,ADP,en,10
208,sa,sa,1022,Det,Det,son4,C/V\,DET,son,10
209,premiere,premiere,1022,Adj,Adj,premier,C/V\.C/<V>\.'/V\.C/(e)\,ADJ,premier,10
210,Epistle,epistle,1022,N,N,,/V\.'C/V\.C/(e)\,NOUN,épître,9
211,Ad,ad,1022,Pre,Pre,à,/V\,ADP,à,10
212,Thimoteum,thimoteum,1022,N,N,,C/V\.C/V\.C/V\.'C/V\,PROPN,Thimotheum,-10
213,",",",",1022,Pnc,Pnc,,,PUNCT,",",9
214,etc,etc,1022,Adv,Adv,,/V\.C/V\.C/V\.'C/V\,ADV,et cetera,8
215,.,.,1022,Pnc,Pnc,,,PUNCT,.,9
216,et,et,1022,Crd,Crd,et,/V\,CCONJ,et,10
217,ou,ou,1022,Pre+Det,Pre+Det,en.le,/V\,ADP.DET,en.le,10
218,.Ve.,.ve.,1022,Adj,Adj,,C/V\.C/V\.'C/V\.C/(e)\,ADJ,cint,-10
219,chappitre,chappitre,1022,N,N,,C/V\.'C/V\.C/(e)\,NOUN,chapitre,8
220,:,:,1022,Pnc,Pnc,,,PUNCT,:,9
221,«,«,1022,Pnc,Pnc,,,PUNCT,«,9
222,Honneure,honneure,1022,Vfin,Vfin,honorer,/V\.'C/V\.C/(e)\,VERB,honorer,10
223,les,les,1022,Det,Det,le,C/V\,DET,le,10
224,vesves,vesves,1022,Adj,Adj,,'C/V\.C/e\,ADJ,veuve,8
225,.,.,1022,Pnc,Pnc,,,PUNCT,.,9
226,»,»,1022,Pnc,Pnc,,,PUNCT,»,9
227,Celles,celles,1022,Dem,Dem,cil,'C/V\.C/e\,PRON,cil,10
228,ne,ne,1022,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
229,sont,sont,1022,Vfin,Vfin,être,C/V\,VERB,être,10
230,pas,pas,1022,Neg,Neg,pas,C/V\,ADV,pas,10
231,droictes,droictes,1022,Adj,Adj,droit2,'C/V\.C/e\,ADJ,droit,10
232,vesves,vesves,1022,Adj,Adj,,'C/V\.C/e\,ADJ,veuve,8
233,qui,qui,1022,Qux,Qux,qui,C/V\,PRON,qui,10
234,ne,ne,1022,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
235,se,se,1022,Prn,Prn$$,se,C/(e)\,PRON,se,10
236,remarient,remarient,1022,Vfin,Vfin,,C/V\.C/V\.'C/V\./e\,VERB,remarier,6
237,pour,pour,1022,Pre,Pre,pour,C/V\,ADP,pour,10
238,ce,ce,1022,Prn,Prn,ce,C/(e)\,PRON,ce,10
239,qu',qu',1022,Sub,Sub,que,C/\,SCONJ,que,10
240,elles,elles,1022,Prn,Prn$,elle,'/V\.C/e\,PRON,elle,10
241,ne,ne,1022,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
242,troeuvent,troeuvent,1022,Vfin,Vfin,trouver,'C/V\.C/e\,VERB,trouver,10
243,a,a,1022,Pre,Pre,à,/V\,ADP,à,10
244,qui,qui,1022,Qux,Qux,qui,C/V\,PRON,qui,10
245,",",",",1022,Pnc,Pnc,,,PUNCT,",",9
246,c',c',1022,Prn,Prn,ce,C/\,PRON,ce,10
247,est,est,1022,Vfin,Vfin,être,/V\,VERB,être,10
248,assavoir,assavoir,1022,Adv,Adv,assavoir,/V\.C/V\.'C/V\,ADV,assavoir,10
249,a,a,1022,Pre,Pre,à,/V\,ADP,à,10
250,l',l',1022,Det,Det,le,C/\,DET,le,10
251,empire,empire,1022,N,N,,/V\.'C/V\.C/(e)\,NOUN,empire,8
252,de,de,1022,Pre,Pre,de,C/(e)\,ADP,de,10
253,leur,leur,1022,Det,Det,leur2,C/V\,DET,leur,10
254,delit,delit,1022,N,N,,C/V\.'C/V\,NOUN,délit,8
255,ou,ou,1022,Crd,Crd,ou,/V\,CCONJ,ou,10
256,aussi,aussi,1022,Adv,Adv,aussi,/V\.'C/V\,ADV,aussi,10
257,a,a,1022,Pre,Pre,à,/V\,ADP,à,10
258,leur,leur,1022,Det,Det,leur2,C/V\,DET,leur,10
259,prouffit,prouffit,1022,N,N,,C/V\.'C/V\,NOUN,profit,9
260,ou,ou,1022,Crd,Crd,ou,/V\,CCONJ,ou,10
261,pour,pour,1022,Pre,Pre,pour,C/V\,ADP,pour,10
262,aucune,aucune,1022,QIs,QIs,aucun,/V\.'C/V\.C/(e)\,DET,aucun,10
263,aultre,aultre,1022,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10
264,cause,cause,1022,N,N,,'C/V\.C/(e)\,NOUN,cause,3
265,;,;,1022,Pnc,Pnc,,,PUNCT,;,9
266,et,et,1022,Crd,Crd,et,/V\,CCONJ,et,10
267,ne,ne,1022,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
268,le,le,1022,Prn,Prn$$,le,C/(e)\,PRON,le,10
269,font,font,1022,Vfin,Vfin,faire,C/V\,VERB,faire,10
270,pour,pour,1022,Pre,Pre,pour,C/V\,ADP,pour,10
271,amour,amour,1022,N,N,,/V\.'C/V\,NOUN,amour,8
272,de,de,1022,Pre,Pre,de,C/(e)\,ADP,de,10
273,Dieu,dieu,1022,N,N,,C/V\,PROPN,Dieu,3
274,ne,ne,1022,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
275,pour,pour,1022,Pre,Pre,pour,C/V\,ADP,pour,10
276,l',l',1022,Det,Det,le,C/\,DET,le,10
277,amour,amour,1022,N,N,,/V\.'C/V\,NOUN,amour,8
278,qu',qu',1022,Qux,Qux,que,C/\,PRON,que,10
279,elles,elles,1022,Prn,Prn$,elle,'/V\.C/e\,PRON,elle,10
280,avoient,avoient,1022,Vfin,Vfin,avoir,/V\.'C/V\./e\,VERB,avoir,10
281,a,a,1022,Pre,Pre,à,/V\,ADP,à,10
282,leurs,leurs,1023,Det,Det,leur2,C/V\,DET,leur,10
283,premiers,premiers,1023,Adj,Adj,premier,C/V\.C/<V>\.'/V\,ADJ,premier,10
284,maris,maris,1023,N,N,,C/V\.'C/V\,NOUN,mari,9
285,",",",",1023,Pnc,Pnc,,,PUNCT,",",9
286,comme,comme,1023,Sub,Sub,comme,'C/V\.C/(e)\,SCONJ,comme,10
287,les,les,1023,Det,Det,le,C/V\,DET,le,10
288,aultres,aultres,1023,Adj,Adj,autre,'/V\.C/e\,ADJ,autre,10
289,qui,qui,1023,Qux,Qux,qui,C/V\,PRON,qui,10
290,ne,ne,1023,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
291,se,se,1023,Prn,Prn$$,se,C/(e)\,PRON,se,10
292,voulloient,voulloient,1023,Vfin,Vfin,vouloir,C/V\.'C/V\./e\,VERB,vouloir,10
293,acompaignier,acompaignier,1023,Vinf,Vinf,,/V\.C/V\.C/V\.'C/V\,VERB,accompagner,9
294,a,a,1023,Pre,Pre,à,/V\,ADP,à,10
295,pires,pires,1023,Adj,Adj,pire,'C/V\.C/e\,ADJ,pire,10
296,ne,ne,1023,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
297,a,a,1023,Pre,Pre,à,/V\,ADP,à,10
298,meilleurs,meilleurs,1023,Adj,Adj,meilleur,C/V\.'C/V\,ADJ,meilleur,10
299,",",",",1023,Pnc,Pnc,,,PUNCT,",",9
300,si,si,1023,Adv,Adv,si4,C/V\,ADV,si,10
301,comme,comme,1023,Sub,Sub,comme,'C/V\.C/(e)\,SCONJ,comme,10
302,dit,dit,1023,Vfin,Vfin,dire,C/V\,VERB,dire,10
303,Virgilles,virgilles,1023,N,N,,C/V\.'C/V\.C/e\,PROPN,Virgilles,6
304,ou,ou,1023,Pre+Det,Pre+Det,en.le,/V\,ADP.DET,en.le,10
305,quart,quart,1023,Adj,Adj,quart,C/V\,ADJ,quart,10
306,livre,livre,1023,N,N,,'C/V\.C/(e)\,NOUN,livre,3
307,de,de,1023,Pre,Pre,de,C/(e)\,ADP,de,10
308,Ennee,ennee,1023,N,N,,/V\.'C/V\./(e)\,PROPN,Ennee,6
309,.,.,1023,Pnc,Pnc,,,PUNCT,.,9
310,Lequel,lequel,1023,Qux,Qux,lequel,C/V\.'C/V\,DET,lequel,10
311,Ennee,ennee,1023,N,N,,/V\.'C/V\./(e)\,PROPN,Ennee,6
312,tant,tant,1023,QIs,QIs,tant,C/V\,ADV,tant,10
313,ama,ama,1023,Vfin,Vfin,aimer,/V\.'C/V\,VERB,aimer,10
314,Dido,dido,1023,N,N,,C/V\.'C/V\,PROPN,Dido,9
315,que,que,1023,Sub,Sub,que,C/(e)\,SCONJ,que,10
316,il,il,1023,Prn,Prn$,il,/V\,PRON,il,10
317,en,en,1023,Prn,Prn$$,en2,/V\,PRON,en,10
318,moroit,moroit,1023,Vfin,Vfin,mourir,C/V\.'C/V\,VERB,mourir,10
319,;,;,1023,Pnc,Pnc,,,PUNCT,;,9
320,mais,mais,1023,Crd,Crd,mais,C/V\,CCONJ,mais,10
321,Dido,dido,1023,N,N,,C/V\.'C/V\,PROPN,Dido,9
322,de,de,1023,Pre,Pre,de,C/(e)\,ADP,de,10
323,s',s',1023,Det,Det,son4,C/\,DET,son,10
324,amour,amour,1023,N,N,,/V\.'C/V\,NOUN,amour,8
325,ne,ne,1023,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
326,tenoit,tenoit,1023,Vfin,Vfin,tenir,C/V\.'C/V\,VERB,tenir,10
327,compte,compte,1023,N,N,,'C/V\.C/(e)\,NOUN,compte,3
328,",",",",1023,Pnc,Pnc,,,PUNCT,",",9
329,car,car,1023,Crd,Crd,car,C/V\,CCONJ,car,10
330,tant,tant,1023,QIs,QIs,tant,C/V\,ADV,tant,10
331,avoit,avoit,1023,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
332,amé,amé,1023,Vpp,Vpp,aimer,/V\.'C/V\,VERB,aimer,10
333,et,et,1023,Crd,Crd,et,/V\,CCONJ,et,10
334,encores,encores,1023,Adv,Adv,encore,/V\.'C/V\.C/e\,ADV,encore,10
335,amoit,amoit,1023,Vfin,Vfin,aimer,/V\.'C/V\,VERB,aimer,10
336,son,son,1023,Det,Det,son4,C/V\,DET,son,10
337,mary,mary,1023,N,N,,C/V\.'C/V\,NOUN,mari,9
338,tout,tout,1023,QIs,QIs,tout,C/V\,ADV,tout,10
339,mort,mort,1023,Vpp,Vpp,mourir,C/V\,VERB,mourir,10
340,",",",",1023,Pnc,Pnc,,,PUNCT,",",9
341,qu',qu',1023,Sub,Sub,que,C/\,SCONJ,que,10
342,elle,elle,1023,Prn,Prn$,elle,'/V\.C/(e)\,PRON,elle,10
343,ne,ne,1023,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
344,le,le,1023,Prn,Prn$$,le,C/(e)\,PRON,le,10
345,povoit,povoit,1023,Vfin,Vfin,pouvoir2,C/V\.'C/V\,VERB,pouvoir,10
346,oblier,oblier,1023,Vinf,Vinf,,/V\.C/V\.'C/V\,VERB,oublier,8
347,.,.,1023,Pnc,Pnc,,,PUNCT,.,9
348,Et,et,1023,Crd,Crd,et,/V\,CCONJ,et,10
349,a,a,1023,Pre,Pre,à,/V\,ADP,à,10
350,Anne,anne,1023,N,N,,'/V\.C/(e)\,PROPN,Anne,9
351,sa,sa,1023,Det,Det,son4,C/V\,DET,son,10
352,seur,seur,1023,N,N,,C/V\,NOUN,sœur,-10
353,",",",",1023,Pnc,Pnc,,,PUNCT,",",9
354,quant,quant,1023,Sub,Sub,quand,C/V\,SCONJ,quand,10
355,elle,elle,1023,Prn,Prn$,elle,'/V\.C/(e)\,PRON,elle,10
356,lui,lui,1023,Prn,Prn$$,lui,C/V\,PRON,lui,10
357,parloit,parloit,1023,Vfin,Vfin,parler,C/V\.'C/V\,VERB,parler,10
358,de,de,1023,Pre,Pre,de,C/(e)\,ADP,de,10
359,marier,marier,1023,Vinf,Vinf,marier,C/V\.C/{V}\.'/V\,VERB,marier,10
360,",",",",1023,Pnc,Pnc,,,PUNCT,",",9
361,lui,lui,1023,Prn,Prn$$,lui,C/V\,PRON,lui,10
362,dist,dist,1023,Vfin,Vfin,dire,C/V\,VERB,dire,10
363,ces,ces,1023,Dem,Dem,cist,C/V\,DET,cist,10
364,parolles,parolles,1023,N,N,,C/V\.'C/V\.C/e\,NOUN,parole,8
365,qui,qui,1023,Qux,Qux,qui,C/V\,PRON,qui,10
366,s',s',1023,Prn,Prn$$,se,C/\,PRON,se,10
367,ensuivent,ensuivent,1023,Vfin,Vfin,ensuivre,/V\.'C/V\.C/e\,VERB,ensuivre,10
368,:,:,1023,Pnc,Pnc,,,PUNCT,:,9
369,Duquel,duquel,1023,Pre+Qux,Pre+Qux,duquel,C/V\.'C/V\,ADP.PRON,de.lequel,11
370,vers,vers,1023,N,N,,C/V\,PROPN|NOUN,vert|vers|ver|vair,-1
371,la,la,1023,Det,Det,le,C/V\,DET,le,10
372,sentence,sentence,1023,N,N,,C/V\.'C/V\.C/(e)\,NOUN,sentence,8
373,est,est,1023,Vfin,Vfin,être,/V\,VERB,être,10
374,telle,telle,1023,Adj,Adj,tel,'C/V\.C/(e)\,ADJ,tel,10
375,:,:,1023,Pnc,Pnc,,,PUNCT,:,9
376,Cellui,cellui,1023,Dem,Dem,cil,C/V\.'C/V\,PRON,cil,10
377,qui,qui,1023,Qux,Qux,qui,C/V\,PRON,qui,10
378,premier,premier,1023,Adv,Adv,premier,C/V\.C/<V>\.'/V\,ADV,premier,10
379,me,me,1023,Prn,Prn$$,me,C/(e)\,PRON,me,10
380,joingnist,joingnist,1023,Vfin,Vfin,joindre,C/V\.'C/V\,VERB,joindre,10
381,a,a,1023,Pre,Pre,à,/V\,ADP,à,10
382,lui,lui,1023,Prn,Prn,lui,C/V\,PRON,lui,10
383,",",",",1023,Pnc,Pnc,,,PUNCT,",",9
384,lasse,lasse,1023,Adj,Adj,las,'C/V\.C/(e)\,ADJ,las,10
385,my,my,1023,Prn,Prn,moi,C/V\,PRON,moi,10
386,!,!,1023,Pnc,Pnc,,,PUNCT,!,9
387,il,il,1023,Prn,Prn$,il,/V\,PRON,il,10
388,emporta,emporta,1023,Vfin,Vfin,emporter,/V\.C/V\.'C/V\,VERB,emporter,10
389,mes,mes,1023,Det,Det,mon,C/V\,DET,mon,10
390,vraies,vraies,1023,Adj,Adj,vrai,'C/V\./e\,ADJ,vrai,10
391,amours,amours,1023,N,N,,/V\.'C/V\,NOUN,amour,8
392,",",",",1023,Pnc,Pnc,,,PUNCT,",",9
393,lequel,lequel,1023,Qux,Qux,lequel,C/V\.'C/V\,PRON,lequel,10
394,je,je,1023,Prn,Prn$,je,C/(e)\,PRON,je,10
395,vueil,vueil,1023,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10
396,qu',qu',1023,Sub,Sub,que,C/\,SCONJ,que,10
397,il,il,1023,Prn,Prn$,il,/V\,PRON,il,10
398,les,les,1023,Prn,Prn$$,le,C/V\,PRON,le,10
399,ait,ait,1023,Vfin,Vfin,avoir,/V\,VERB,avoir,10
400,tousjours,tousjours,1023,Adv,Adv,toujours,C/V\.'C/V\,ADV,toujours,10
401,et,et,1023,Crd,Crd,et,/V\,CCONJ,et,10
402,qu',qu',1023,Sub,Sub,que,C/\,SCONJ,que,10
403,il,il,1023,Prn,Prn$,il,/V\,PRON,il,10
404,les,les,1023,Prn,Prn$$,le,C/V\,PRON,le,10
405,garde,garde,1023,Vfin,Vfin,garder,'C/V\.C/(e)\,VERB,garder,10
406,en,en,1023,Pre,Pre,en,/V\,ADP,en,10
407,son,son,1023,Det,Det,son4,C/V\,DET,son,10
408,sepulcre,sepulcre,1023,N,N,,C/V\.'C/V\.C/(e)\,NOUN,sépulcre,9
409,avecques,avecques,1023,PrA,PrA,avec,/V\.'C/V\.C/e\,ADP,avec,10
410,lui,lui,1023,Prn,Prn,lui,C/V\,PRON,lui,10
411,.,.,1023,Pnc,Pnc,,,PUNCT,.,9
412,Les,les,1023,Det,Det,le,C/V\,DET,le,10
413,Romains,romains,1023,Adj,Adj,,C/V\.'C/V\,ADJ,romain,8
414,",",",",1023,Pnc,Pnc,,,PUNCT,",",9
415,ainsy,ainsy,1023,Adv,Adv,ainsi,/V\.'C/V\,ADV,ainsi,10
416,que,que,1023,Sub,Sub,que,C/(e)\,SCONJ,que,10
417,ilz,ilz,1023,Prn,Prn$,il,/V\,PRON,il,10
418,honnouroient,honnouroient,1023,Vfin,Vfin,honorer,/V\.C/V\.'C/V\./e\,VERB,honorer,10
419,de,de,1023,Pre,Pre,de,C/(e)\,ADP,de,10
