wd_id,line_id,linewd,word,lex_id,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
3076,472,5,je,je,Prn,Prn$,je,C/(e)\,PRON,je,10
3077,472,6,prenoie,prenoie,Vfin,Vfin,prendre,C/V\.'C/V\./(e)\,VERB,prendre,10
3078,472,7,a,a,Pre,Pre,à,/V\,ADP,à,10
3079,472,8,resver,resver,Vinf,Vinf,,C/V\.'C/V\,VERB,rêver,6
3080,472,9,.,.,Pnc,Pnc,,,PUNCT,.,9
3081,473,1,egardez,egardez,Vfin,Vfin,,/V\.C/V\.'C/V\,VERB,égarder,6
3082,473,2,conme,conme,Sub,Sub,comme,'C/V\.C/(e)\,SCONJ,comme,10
3083,473,3,il,il,Prn,Prn$,il,/V\,PRON,il,10
3084,473,4,est,est,Vfin,Vfin,être,/V\,VERB,être,10
3085,473,5,haulte,haulte,Adj,Adj,haut,'C/V\.C/(e)\,ADJ,haut,10
3086,473,6,heure,heure,N,N,,'/V\.C/(e)\,NOUN,heure,3
3087,473,7,!,!,Pnc,Pnc,,,PUNCT,!,9
3088,474,1,or,or,Adv,Adv,or2,/V\,ADV,or,10
3089,474,2,sus,sus,PrA,PrA,sus,C/V\,ADV,sus,10
3090,474,3,",",",",Pnc,Pnc,,,PUNCT,",",9
3091,474,4,alons,alons,Vfin,Vfin,aller,/V\.'C/V\,VERB,aller,10
3092,474,5,men,men,Adv,Adv,men,C/V\,ADV,men,10
3093,474,6,sanz,sanz,Adj,Adj,saint,C/V\,ADJ,saint,10
3094,474,7,demeure,demeure,N,N,,C/V\.'C/V\.C/(e)\,NOUN,demeure,8
3095,475,1,en,en,Pre,Pre,en,/V\,ADP,en,10
3096,475,2,cuer,cuer,N,N,,C/V\,NOUN,coeur,3
3097,475,3,nous,nous,Prn,Prn,nous,C/V\,PRON,nous,10
3098,475,4,trois,trois,QIs,QIs,trois,C/V\,NUM,trois,10
3099,475,5,.,.,Pnc,Pnc,,,PUNCT,.,9
3100,476,1,ma,ma,Det,Det,mon,C/V\,DET,mon,10
3101,476,2,chiere,chiere,Adj,Adj,cher,'C/V\.C/(e)\,ADJ,cher,10
3102,476,3,dame,dame,N,N,,'C/V\.C/(e)\,NOUN,dame,8
3103,476,4,",",",",Pnc,Pnc,,,PUNCT,",",9
3104,476,5,alons,alons,Vfin,Vfin,aller,/V\.'C/V\,VERB,aller,10
3105,476,6,",",",",Pnc,Pnc,,,PUNCT,",",9
3106,476,7,c',c',Prn,Prn,ce,C/\,PRON,ce,10
3107,476,8,est,est,Vfin,Vfin,être,/V\,VERB,être,10
3108,476,9,droiz,droiz,Adj,Adj,droit2,C/V\,ADJ,droit,10
3109,476,10,",",",",Pnc,Pnc,,,PUNCT,",",9
3110,477,1,et,et,Crd,Crd,et,/V\,CCONJ,et,10
3111,477,2,temps,temps,N,N,,C/V\,NOUN,temps,8
3112,477,3,en,en,Prn,Prn$$,en2,/V\,PRON,en,10
3113,477,4,est,est,Vfin,Vfin,être,/V\,VERB,être,10
3114,477,5,.,.,Pnc,Pnc,,,PUNCT,.,9
3115,478,1,a,a,Vfin,Vfin,avoir,/V\,VERB,avoir,10
3116,478,2,chascune,chascune,QIs,QIs,chacun,C/V\.'C/V\.C/(e)\,PRON,chacun,10
3117,478,3,son,son,Det,Det,son4,C/V\,DET,son,10
3118,478,4,livre,livre,N,N,,'C/V\.C/(e)\,NOUN,livre,3
3119,478,5,prest,prest,Adj,Adj,,C/V\,ADJ,prêt,8
3120,478,6,?,?,Pnc,Pnc,,,PUNCT,?,9
3121,479,1,je,je,Prn,Prn$,je,C/(e)\,PRON,je,10
3122,479,2,lo,lo,Vfin,Vfin,louer,C/(e)\,VERB,louer,10
3123,479,3,que,que,Sub,Sub,que,C/(e)\,SCONJ,que,10
3124,479,4,tout,tout,QIs,QIs,tout,C/V\,DET,tout,10
3125,479,5,bas,bas,Adj,Adj,,C/V\,ADJ,bas,8
3126,479,6,versillons,versillons,Vfin,Vfin,,C/V\.C/V\.'C/V\,VERB,versiller,8
3127,479,7,.,.,Pnc,Pnc,,,PUNCT,.,9
3128,480,1,mettons,mettons,Vfin,Vfin,mettre,C/V\.'C/V\,VERB,mettre,10
3129,480,2,nous,nous,Prn,Prn%,nous,C/V\,PRON,nous,10
3130,480,3,ci,ci,Adv,Adv,ci,C/V\,ADV,ci,10
3131,480,4,a,a,Pre,Pre,à,/V\,ADP,à,10
3132,480,5,genoillons,genoillons,N,N,,C/V\.C/V\.'C/V\,NOUN,genouillons,6
3133,481,1,en,en,Pre,Pre,en,/V\,ADP,en,10
3134,481,2,dieu,dieu,N,N,,C/V\,NOUN,dieu,3
3135,481,3,priant,priant,Vprs,Vprs,prier,C/V\.'C/V\,VERB,prier,10
3136,481,4,.,.,Pnc,Pnc,,,PUNCT,.,9
3137,482,1,ce,ce,Prn,Prn,ce,C/(e)\,PRON,ce,10
3138,482,2,ne,ne,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
3139,482,3,vueil,vueil,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10
3140,482,4,j',j',Prn,Prn%,je,C/\,PRON,je,10
3141,482,5,estre,estre,Vinf,Vinf,être,'/V\.C/(e)\,VERB,être,10
3142,482,6,detriant,detriant,Vprs,Vprs,,C/V\.C/V\.'C/V\,VERB,détrier,9
3143,482,7,",",",",Pnc,Pnc,,,PUNCT,",",9
3144,483,1,ma,ma,Det,Det,mon,C/V\,DET,mon,10
3145,483,2,chiere,chiere,Adj,Adj,cher,'C/V\.C/(e)\,ADJ,cher,10
3146,483,3,dame,dame,N,N,,'C/V\.C/(e)\,NOUN,dame,8
3147,483,4,;,;,Pnc,Pnc,,,PUNCT,;,9
3148,483,5,or,or,Adv,Adv,or2,/V\,ADV,or,10
3149,483,6,conmanciez,conmanciez,Vfin,Vfin,commencer,C/V\.C/V\.'C/V\,VERB,commencer,10
3150,483,7,:,:,Pnc,Pnc,,,PUNCT,:,9
3151,484,1,diner,diner,Vinf,Vinf,,C/V\.'C/V\,VERB,dîner,6
3152,484,2,sera,sera,Vfin,Vfin,être,C/V\.'C/V\,VERB,être,10
3153,484,3,bien,bien,Adv,Adv,bien,C/V\,ADV,bien,10
3154,484,4,avanciez,avanciez,Vpp,Vpp,avancer,/V\.C/V\.'C/V\,VERB,avancer,10
3155,485,1,ains,ains,PrA,PrA,ains,/V\,ADV,ains,10
3156,485,2,qu',qu',Sub,Sub,que,C/\,SCONJ,que,10
3157,485,3,aions,aions,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
3158,485,4,dit,dit,Vpp,Vpp,dire,C/V\,VERB,dire,10
3159,485,5,.,.,Pnc,Pnc,,,PUNCT,.,9
3160,486,1,conmencier,conmencier,Vinf,Vinf,commencer,C/V\.C/V\.'C/V\,VERB,commencer,10
3161,486,2,vueil,vueil,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10
3162,486,3,sanz,sanz,Pre,Pre,sans,C/V\,ADP,sans,10
3163,486,4,contredit,contredit,N,N,,C/V\.C/e\.'C/V\,NOUN,contredit,8
3164,486,5,.,.,Pnc,Pnc,,,PUNCT,.,9
3165,487,1,alons,alons,Vfin,Vfin,aller,/V\.'C/V\,VERB,aller,10
3166,487,2,diner,diner,Vinf,Vinf,,C/V\.'C/V\,VERB,dîner,6
3167,487,3,ysnel,ysnel,Adj,Adj,,/V\.'C/V\,ADJ,isnel,9
3168,487,4,le,le,Det,Det,le,C/(e)\,DET,le,10
3169,487,5,pas,pas,N,N,,C/V\,NOUN,pas,8
3170,487,6,",",",",Pnc,Pnc,,,PUNCT,",",9
3171,488,1,puiz,puiz,PrA,PrA,puis,C/V\,ADV,puis,10
3172,488,2,que,que,Sub,Sub,que,C/(e)\,SCONJ,que,10
3173,488,3,noz,noz,Det,Det,notre,C/V\,DET,notre,10
3174,488,4,heures,heures,N,N,,'/V\.C/e\,NOUN,heure,9
3175,488,5,dit,dit,Vpp,Vpp,dire,C/V\,VERB,dire,10
3176,488,6,avons,avons,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
3177,488,7,",",",",Pnc,Pnc,,,PUNCT,",",9
3178,489,1,et,et,Crd,Crd,et,/V\,CCONJ,et,10
3179,489,2,aprés,aprés,PrA,PrA,après,/V\.'C/V\,ADV,après,10
3180,489,3,en,en,Pre,Pre,en,/V\,ADP,en,10
3181,489,4,dortoir,dortoir,N,N,,C/V\.'C/V\,PROPN|NOUN,dortoir,8
3182,489,5,yrons,yrons,Vfin,Vfin,aller,/V\.'C/V\,VERB,aller,10
3183,490,1,sus,sus,PrA,PrA,sus,C/V\,ADP,sus,10
3184,490,2,la,la,Det,Det,le,C/V\,DET,le,10
3185,490,3,vespree,vespree,N,N,,C/V\.'C/V\./(e)\,NOUN,vêprée,9
3186,490,4,.,.,Pnc,Pnc,,,PUNCT,.,9
3187,491,1,chiere,chiere,Adj,Adj,cher,'C/V\.C/(e)\,ADJ,cher,10
3188,491,2,dame,dame,N,N,,'C/V\.C/(e)\,NOUN,dame,8
3189,491,3,",",",",Pnc,Pnc,,,PUNCT,",",9
3190,491,4,s',s',Sub,Sub,si3,C/\,SCONJ,si,10
3191,491,5,il,il,Prn,Prn$,il,/V\,PRON,il,10
3192,491,6,vous,vous,Prn,Prn$$,vous,C/V\,PRON,vous,10
3193,491,7,agree,agree,Vfin,Vfin,,/V\.'C/V\./(e)\,VERB,agréer,8
3194,491,8,",",",",Pnc,Pnc,,,PUNCT,",",9
3195,492,1,un,un,QIs,QIs,un,/V\,DET,un,10
3196,492,2,petit,petit,Adj,Adj,petit,C/V\.'C/V\,ADJ,petit,10
3197,492,3,ici,ici,Adv,Adv,ici,/V\.'C/V\,ADV,ici,10
3198,492,4,demourray,demourray,Vfin,Vfin,demeurer,C/V\.C/V\.'C/V\,VERB,demeurer,10
3199,492,5,",",",",Pnc,Pnc,,,PUNCT,",",9
3200,493,1,car,car,Crd,Crd,car,C/V\,CCONJ,car,10
3201,493,2,uncore,uncore,Adv,Adv,encore,/V\.'C/V\.C/(e)\,ADV,encore,10
3202,493,3,un,un,QIs,QIs,un,/V\,DET,un,10
3203,493,4,po,po,N,N,peu,C/V\,PROPN|NOUN,peu,10
3204,493,5,a,a,Pre,Pre,à,/V\,ADP,à,10
3205,493,6,dire,dire,Vinf,Vinf,dire,'C/V\.C/(e)\,VERB,dire,10
3206,493,7,ay,ay,Vfin,Vfin,avoir,/V\,VERB,avoir,10
3207,494,1,de,de,Pre,Pre,de,C/(e)\,ADP,de,10
3208,494,2,mon,mon,Det,Det,mon,C/V\,DET,mon,10
3209,494,3,service,service,N,N,,C/V\.'C/V\.C/(e)\,NOUN,service,8
3210,494,4,.,.,Pnc,Pnc,,,PUNCT,.,9
3211,495,1,m',m',Det,Det,mon,C/\,DET,mon,10
3212,495,2,amie,amie,N,N,,/V\.'C/V\./(e)\,NOUN,ami,8
3213,495,3,",",",",Pnc,Pnc,,,PUNCT,",",9
3214,495,4,je,je,Prn,Prn$,je,C/(e)\,PRON,je,10
3215,495,5,seroie,seroie,Vfin,Vfin,être,C/V\.'C/V\./(e)\,VERB,être,10
3216,495,6,nice,nice,Adj,Adj,,'C/V\.C/(e)\,ADJ,nice,8
3217,496,1,se,se,Sub,Sub,si3,C/(e)\,SCONJ,si,10
3218,496,2,dire,dire,Vinf,Vinf,dire,'C/V\.C/(e)\,VERB,dire,10
3219,496,3,ne,ne,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
3220,496,4,le,le,Prn,Prn$$,le,C/(e)\,PRON,le,10
3221,496,5,vous,vous,Prn,Prn$$,vous,C/V\,PRON,vous,10
3222,496,6,laissoie,laissoie,Vfin,Vfin,laisser,C/V\.'C/V\./(e)\,VERB,laisser,10
3223,496,7,.,.,Pnc,Pnc,,,PUNCT,.,9
3224,497,1,nous,nous,Prn,Prn$,nous,C/V\,PRON,nous,10
3225,497,2,en,en,Prn,Prn$$,en2,/V\,PRON,en,10
3226,497,3,irons,irons,Vfin,Vfin,aller,/V\.'C/V\,VERB,aller,10
3227,497,4,par,par,Pre,Pre,par,C/V\,ADP,par,10
3228,497,5,ceste,ceste,Dem,Dem,cist,'C/V\.C/(e)\,DET,cist,10
3229,497,6,voie,voie,N,N,,'C/V\./(e)\,NOUN,voie,8
3230,498,1,nous,nous,Prn,Prn,nous,C/V\,PRON,nous,10
3231,498,2,deux,deux,QIs,QIs,deux,C/V\,NUM,deux,10
3232,498,3,devant,devant,PrA,PrA,devant,C/V\.'C/V\,ADV,devant,10
3233,498,4,.,.,Pnc,Pnc,,,PUNCT,.,9
3234,499,1,e,e,Exc,Exc,,/V\,INTJ,hé,8
3235,499,2,!,!,Pnc,Pnc,,,PUNCT,!,9
3236,499,3,doulce,doulce,Adj,Adj,doux,'C/V\.C/(e)\,ADJ,doux,10
3237,499,4,amie,amie,N,N,,/V\.'C/V\./(e)\,NOUN,ami,8
3238,499,5,",",",",Pnc,Pnc,,,PUNCT,",",9
3239,499,6,en,en,Pre,Pre,en,/V\,ADP,en,10
3240,499,7,convenant,convenant,N,N,,C/V\.C/e\.'C/V\,NOUN,convenant,8
3241,500,1,m',m',Prn,Prn$$,me,C/\,PRON,me,10
3242,500,2,aviez,aviez,Vfin,Vfin,avoir,/V\.C/<V>\.'/V\,VERB,avoir,10
3243,500,3,d',d',Pre,Pre,de,C/\,ADP,de,10
3244,500,4,estre,estre,Vinf,Vinf,être,'/V\.C/(e)\,VERB,être,10
3245,500,5,a,a,Pre,Pre,à,/V\,ADP,à,10
3246,500,6,moy,moy,Prn,Prn,moi,C/V\,PRON,moi,10
3247,500,7,venue,venue,Vpp,Vpp,venir,C/V\.'C/V\./(e)\,VERB,venir,10
3248,500,8,:,:,Pnc,Pnc,,,PUNCT,:,9
3249,501,1,par,par,Pre,Pre,par,C/V\,ADP,par,10
3250,501,2,deux,deux,QIs,QIs,deux,C/V\,NUM,deux,10
3251,501,3,nuiz,nuiz,N,N,,C/V\,NOUN,nuit,8
3252,501,4,vous,vous,Prn,Prn$$,vous,C/V\,PRON,vous,10
3253,501,5,ay,ay,Vfin,Vfin,avoir,/V\,VERB,avoir,10
3254,501,6,attendue,attendue,Vpp,Vpp,attendre,/V\.C/V\.'C/V\./(e)\,VERB,attendre,10
3255,502,1,et,et,Crd,Crd,et,/V\,CCONJ,et,10
3256,502,2,a,a,Pre,Pre,à,/V\,ADP,à,10
3257,502,3,toutes,toutes,QIs,QIs,tout,'C/V\.C/e\,DET,tout,10
3258,502,4,deux,deux,QIs,QIs,deux,C/V\,NUM,deux,10
3259,502,5,musé,musé,Vpp,Vpp,,C/V\.'C/V\,VERB,muser,9
3260,502,6,ay,ay,Vfin,Vfin,avoir,/V\,VERB,avoir,10
3261,502,7,",",",",Pnc,Pnc,,,PUNCT,",",9
3262,503,1,dont,dont,Qux,Qux,dont,C/V\,PRON,dont,10
3263,503,2,j',j',Prn,Prn$,je,C/\,PRON,je,10
3264,503,3,ay,ay,Vfin,Vfin,avoir,/V\,VERB,avoir,10
3265,503,4,esté,esté,Vpp,Vpp,être,/V\.'C/V\,VERB,être,10
3266,503,5,en,en,Pre,Pre,en,/V\,ADP,en,10
3267,503,6,grant,grant,Adj,Adj,grand,C/V\,ADJ,grand,10
3268,503,7,esmay,esmay,N,N,,/V\.'C/V\,NOUN,émoi,3
3269,503,8,",",",",Pnc,Pnc,,,PUNCT,",",9
3270,504,1,en,en,Pre,Pre,en,/V\,ADP,en,10
3271,504,2,grant,grant,Adj,Adj,grand,C/V\,ADJ,grand,10
3272,504,3,courrouz,courrouz,N,N,,C/V\.'C/V\,NOUN,courroux,8
3273,504,4,et,et,Crd,Crd,et,/V\,CCONJ,et,10
3274,504,5,a,a,Pre,Pre,à,/V\,ADP,à,10
3275,504,6,malayse,malayse,N,N,,C/V\.'C/V\.C/(e)\,NOUN,malaise,8
3276,504,7,.,.,Pnc,Pnc,,,PUNCT,.,9
3277,505,1,pour,pour,Pre,Pre,pour,C/V\,ADP,pour,10
3278,505,2,dieu,dieu,N,N,,C/V\,PROPN,Dieu,3
3279,505,3,",",",",Pnc,Pnc,,,PUNCT,",",9
3280,505,4,a,a,Pre,Pre,à,/V\,ADP,à,10
3281,505,5,moy,moy,Prn,Prn,moi,C/V\,PRON,moi,10
3282,505,6,dire,dire,Vinf,Vinf,dire,'C/V\.C/(e)\,VERB,dire,10
3283,505,7,vous,vous,Prn,Prn$$,vous,C/V\,PRON,vous,10
3284,505,8,playse,playse,Vfin,Vfin,plaire,'C/V\.C/(e)\,VERB,plaire,10
3285,506,1,qui,qui,Qux,Qux,qui,C/V\,PRON,qui,10
3286,506,2,m',m',Prn,Prn$$,me,C/\,PRON,me,10
3287,506,3,a,a,Vfin,Vfin,avoir,/V\,VERB,avoir,10
3288,506,4,ce,ce,Prn,Prn,ce,C/(e)\,PRON,ce,10
3289,506,5,fait,fait,Vpp,Vpp,faire,C/V\,VERB,faire,10
3290,506,6,que,que,Sub,Sub,que,C/(e)\,SCONJ,que,10
3291,506,7,ne,ne,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
3292,506,8,venistes,venistes,Vfin,Vfin,venir,C/V\.'C/V\.C/e\,VERB,venir,10
3293,507,1,des,des,Pre,Pre,dès,C/V\,ADP,dès,10
3294,507,2,le,le,Det,Det,le,C/(e)\,DET,le,10
3295,507,3,convenant,convenant,N,N,,C/V\.C/e\.'C/V\,NOUN,convenant,8
3296,507,4,que,que,Qux,Qux,que,C/(e)\,PRON,que,10
3297,507,5,me,me,Prn,Prn$$,me,C/(e)\,PRON,me,10
3298,507,6,fistes,fistes,Vfin,Vfin,faire,'C/V\.C/e\,VERB,faire,10
3299,508,1,premiere,premiere,Adj,Adj,premier,C/V\.C/<V>\.'/V\.C/(e)\,ADJ,premier,10
3300,508,2,foiz,foiz,N,N,,C/V\,NOUN,fois,3
3301,508,3,.,.,Pnc,Pnc,,,PUNCT,.,9
3302,509,1,doulx,doulx,Adj,Adj,doux,C/V\,ADJ,doux,10
3303,509,2,sire,sire,N,N,,'C/V\.C/(e)\,NOUN,sire,11
3304,509,3,",",",",Pnc,Pnc,,,PUNCT,",",9
3305,509,4,se,se,Sub,Sub,si3,C/(e)\,SCONJ,si,10
3306,509,5,conte,conte,N,N,,'C/V\.C/(e)\,NOUN,comte,3
3307,509,6,de,de,Pre,Pre,de,C/(e)\,ADP,de,10
3308,509,7,foiz,foiz,N,N,,C/V\,NOUN,fois,3
3309,510,1,feussiez,feussiez,Vfin,Vfin,être,C/V\.C/<V>\.'/V\,VERB,être,10
3310,510,2,",",",",Pnc,Pnc,,,PUNCT,",",9
3311,510,3,n',n',Neg,Neg$$,ne,C/\,ADV,ne,10
3312,510,4,en,en,Prn,Prn$$,en2,/V\,PRON,en,10
3313,510,5,peusse,peusse,Vfin,Vfin,pouvoir2,C/(V)\.'/V\.C/(e)\,VERB,pouvoir,10
3314,510,6,je,je,Prn,Prn%,je,C/(e)\,PRON,je,10
3315,510,7,faire,faire,Vinf,Vinf,faire,'C/V\.C/(e)\,VERB,faire,10
3316,511,1,plus,plus,Adv,Adv,plus,C/V\,ADV,plus,10
3317,511,2,;,;,Pnc,Pnc,,,PUNCT,;,9
3318,511,3,ne,ne,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
3319,511,4,vous,vous,Prn,Prn$$,vous,C/V\,PRON,vous,10
3320,511,5,vueille,vueille,Vfin,Vfin,vouloir,'C/V\.C/(e)\,VERB,vouloir,10
3321,511,6,pas,pas,Neg,Neg,pas,C/V\,ADV,pas,10
3322,511,7,desplaire,desplaire,Vinf,Vinf,déplaire,C/V\.'C/V\.C/(e)\,VERB,déplaire,10
3323,511,8,;,;,Pnc,Pnc,,,PUNCT,;,9
3324,512,1,je,je,Prn,Prn$,je,C/(e)\,PRON,je,10
3325,512,2,l',l',Prn,Prn$$,le,C/\,PRON,le,10
3326,512,3,amenderay,amenderay,Vfin,Vfin,,/V\.C/V\.C/e\.'C/V\,VERB,amender,9
3327,512,4,bonnement,bonnement,Adv,Adv,,C/V\.C/e\.'C/V\,ADV,bonnement,9
3328,512,5,",",",",Pnc,Pnc,,,PUNCT,",",9
3329,513,1,car,car,Crd,Crd,car,C/V\,CCONJ,car,10
3330,513,2,ennuit,ennuit,Adv,Adv,anuit,/V\.'C/V\,ADV,anuit,10
3331,513,3,tout,tout,QIs,QIs,tout,C/V\,ADV,tout,10
3332,513,4,certainement,certainement,Adv,Adv,,C/V\.C/V\.C/e\.'C/V\,ADV,certainement,9
3333,514,1,venray,venray,Vfin,Vfin,venir,C/V\.'C/V\,VERB,venir,10
3334,514,2,a,a,Pre,Pre,à,/V\,ADP,à,10
3335,514,3,vous,vous,Prn,Prn,vous,C/V\,PRON,vous,10
3336,514,4,entour,entour,PrA,PrA,entour,/V\.'C/V\,ADP,entour,10
3337,514,5,mienuit,mienuit,Adj,Adj,minuit,C/V\.'C/V\,ADJ,minuit,10
3338,514,6,",",",",Pnc,Pnc,,,PUNCT,",",9
3339,515,1,sire,sire,N,N,,'C/V\.C/(e)\,NOUN,sire,11
3340,515,2,",",",",Pnc,Pnc,,,PUNCT,",",9
3341,515,3,et,et,Crd,Crd,et,/V\,CCONJ,et,10
3342,515,4,pour,pour,Pre,Pre,pour,C/V\,ADP,pour,10
3343,515,5,dieu,dieu,N,N,,C/V\,NOUN,dieu,3
3344,515,6,ne,ne,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
3345,515,7,vous,vous,Prn,Prn$$,vous,C/V\,PRON,vous,10
3346,515,8,ennuit,ennuit,Vfin,Vfin,ennuyer,/V\.'C/V\,VERB,ennuyer,10
3347,516,1,de,de,Pre,Pre,de,C/(e)\,ADP,de,10
3348,516,2,mon,mon,Det,Det,mon,C/V\,DET,mon,10
3349,516,3,demour,demour,N,N,,C/V\.'C/V\,NOUN,demeur,3
3350,516,4,.,.,Pnc,Pnc,,,PUNCT,.,9
3351,517,1,doulce,doulce,Adj,Adj,doux,'C/V\.C/(e)\,ADJ,doux,10
3352,517,2,amie,amie,N,N,,/V\.'C/V\./(e)\,NOUN,ami,8
3353,517,3,",",",",Pnc,Pnc,,,PUNCT,",",9
3354,517,4,pour,pour,Pre,Pre,pour,C/V\,ADP,pour,10
3355,517,5,vostre,vostre,Det,Det,votre,'C/V\.C/(e)\,DET,votre,10
3356,517,6,amour,amour,N,N,,/V\.'C/V\,NOUN,amour,8
3357,518,1,ne,ne,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
3358,518,2,m',m',Prn,Prn$$,me,C/\,PRON,me,10
3359,518,3,en,en,Prn,Prn$$,en2,/V\,PRON,en,10
3360,518,4,vueil,vueil,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10
3361,518,5,je,je,Prn,Prn%,je,C/(e)\,PRON,je,10
3362,518,6,pas,pas,Neg,Neg,pas,C/V\,ADV,pas,10
3363,518,7,courroucier,courroucier,Vinf,Vinf,,C/V\.C/V\.'C/V\,VERB,courroucer,9
3364,518,8,",",",",Pnc,Pnc,,,PUNCT,",",9
3365,519,1,mais,mais,Crd,Crd,mais,C/V\,CCONJ,mais,10
3366,519,2,je,je,Prn,Prn$,je,C/(e)\,PRON,je,10
3367,519,3,vous,vous,Prn,Prn$$,vous,C/V\,PRON,vous,10
3368,519,4,pri,pri,Vfin,Vfin,prier,C/V\,VERB,prier,10
3369,519,5,",",",",Pnc,Pnc,,,PUNCT,",",9
3370,519,6,dame,dame,N,N,,'C/V\.C/(e)\,NOUN,dame,8
3371,519,7,",",",",Pnc,Pnc,,,PUNCT,",",9
3372,519,8,et,et,Crd,Crd,et,/V\,CCONJ,et,10
3373,519,9,requier,requier,Vfin,Vfin,requérir,C/V\.'C/V\,VERB,requérir,10
3374,520,1,ennuit,ennuit,Adv,Adv,anuit,/V\.'C/V\,ADV,anuit,10
3375,520,2,venez,venez,Vfin,Vfin,venir,C/V\.'C/V\,VERB,venir,10
3376,520,3,.,.,Pnc,Pnc,,,PUNCT,.,9
3377,521,1,sire,sire,N,N,,'C/V\.C/(e)\,NOUN,sire,11
3378,521,2,",",",",Pnc,Pnc,,,PUNCT,",",9
3379,521,3,pour,pour,Pre,Pre,pour,C/V\,ADP,pour,10
3380,521,4,tout,tout,QIs,QIs,tout,C/V\,PRON,tout,10
3381,521,5,certain,certain,Adj,Adj,certain,C/V\.'C/V\,ADJ,certain,10
3382,521,6,tenez,tenez,Vfin,Vfin,tenir,C/V\.'C/V\,VERB,tenir,10
3383,522,1,que,que,Sub,Sub,que,C/(e)\,SCONJ,que,10
3384,522,2,a,a,Pre,Pre,à,/V\,ADP,à,10
3385,522,3,vous,vous,Prn,Prn,vous,C/V\,PRON,vous,10
3386,522,4,vers,vers,Pre,Pre,vers2,C/V\,ADP,vers,10
3387,522,5,mienuit,mienuit,Adv,Adv,minuit,C/V\.'C/V\,ADV,minuit,10
3388,522,6,iray,iray,Vfin,Vfin,aller,/V\.'C/V\,VERB,aller,10
3389,522,7,:,:,Pnc,Pnc,,,PUNCT,:,9
3390,523,1,pour,pour,Pre,Pre,pour,C/V\,ADP,pour,10
3391,523,2,nulle,nulle,QIs,QIs,nul,'C/V\.C/(e)\,DET,nul,10
3392,523,3,riens,riens,N,N,rien,C/V\,NOUN,rien,10
3393,523,4,ne,ne,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
3394,523,5,le,le,Prn,Prn$$,le,C/(e)\,PRON,le,10
3395,523,6,lairay,lairay,Vfin,Vfin,laisser,C/V\.'C/V\,VERB,laisser,10
3396,523,7,",",",",Pnc,Pnc,,,PUNCT,",",9
3397,524,1,soiez,soiez,Vfin,Vfin,être,C/V\.'C/V\,VERB,être,10
3398,524,2,en,en,Prn,Prn%%,en2,/V\,PRON,en,10
3399,524,3,seür,seür,Adj,Adj,sûr,C/(V)\.'/V\,ADJ,sûr,10
3400,524,4,.,.,Pnc,Pnc,,,PUNCT,.,9
3401,525,1,dame,dame,N,N,,'C/V\.C/(e)\,NOUN,dame,8
3402,525,2,",",",",Pnc,Pnc,,,PUNCT,",",9
3403,525,3,ce,ce,Prn,Prn,ce,C/(e)\,PRON,ce,10
3404,525,4,soit,soit,Vfin,Vfin,être,C/V\,VERB,être,10
3405,525,5,a,a,Pre,Pre,à,/V\,ADP,à,10
3406,525,6,bon,bon,Adj,Adj,bon,C/V\,ADJ,bon,10
3407,525,7,eur,eur,N,N,,/(V)\.'/V\,NOUN,heur,3
3408,525,8,.,.,Pnc,Pnc,,,PUNCT,.,9
3409,526,1,a,a,Pre,Pre,à,/V\,ADP,à,10
3410,526,2,dieu,dieu,N,N,,C/V\,PROPN,Dieu,3
3411,526,3,!,!,Pnc,Pnc,,,PUNCT,!,9
3412,526,4,moult,moult,QIs,QIs,moult,C/V\,ADV,moult,10
3413,526,5,bien,bien,Adv,Adv,bien,C/V\,ADV,bien,10
3414,526,6,me,me,Prn,Prn$$,me,C/(e)\,PRON,me,10
3415,526,7,prendray,prendray,Vfin,Vfin,prendre,C/V\.'C/V\,VERB,prendre,10
3416,526,8,garde,garde,N,N,,'C/V\.C/(e)\,NOUN,garde,8
3417,527,1,de,de,Pre,Pre,de,C/(e)\,ADP,de,10
3418,527,2,vous,vous,Prn,Prn,vous,C/V\,PRON,vous,10
3419,527,3,",",",",Pnc,Pnc,,,PUNCT,",",9
3420,527,4,car,car,Crd,Crd,car,C/V\,CCONJ,car,10
3421,527,5,moult,moult,QIs,QIs,moult,C/V\,ADV,moult,10
3422,527,6,forment,forment,Adv,Adv,fortement,C/V\.'C/V\,ADV,fortement,10
3423,527,7,me,me,Prn,Prn$$,me,C/(e)\,PRON,me,10
3424,527,8,tarde,tarde,Vfin,Vfin,,'C/V\.C/(e)\,VERB,tarder,8
