wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,Vorschlag_IR,Erklärung_IR
285,35,4,cors,cors,35,N,N,,C/V\,NOUN,corps,3,,
286,35,5,des,des,35,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,
287,35,6,barons,barons,35,N,N,,C/V\.'C/V\,PROPN|NOUN,baron,8,,
288,35,7,chevaliers,chevaliers,35,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,8,,
289,35,8,.,.,35,Pnc,Pnc,,,PUNCT,.,9,,
290,36,1,et,et,36,Crd,Crd,et,/V\,CCONJ,et,10,,
291,36,2,des,des,36,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,
292,36,3,englois,englois,36,Adj,Adj,,/V\.'C/V\,ADJ,anglais,9,,
293,36,4,i,i,36,Prn,Prn$$,y2,/V\,PRON,y,10,,
294,36,5,ot,ot,36,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
295,36,6,bien,bien,36,Adv,Adv,bien,C/V\,ADV,bien,10,,
296,36,7,trois,trois,36,QIs,QIs,trois,C/V\,NUM,trois,10,,
297,36,8,milliers,milliers,36,N,N,,C/V\.'C/V\,NOUN,millier,8,,
298,36,9,",",",",36,Pnc,Pnc,,,PUNCT,",",9,,
299,37,1,et,et,37,Crd,Crd,et,/V\,CCONJ,et,10,,
300,37,2,s',s',37,Adv,Adv,si4,C/\,ADV,si,10,,
301,37,3,i,i,37,Prn,Prn$$,y2,/V\,PRON,y,10,,
302,37,4,ot,ot,37,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
303,37,5,bien,bien,37,Adv,Adv,bien,C/V\,ADV,bien,10,,
304,37,6,dis,dis,37,QIs,QIs,dix,C/V\,NUM,dix,10,,
305,37,7,mile,mile,37,QIs,QIs,mille,'C/V\.C/(e)\,NUM,mille,10,,
306,37,8,arbalestiers,arbalestiers,37,N,N,,/V\.C/V\.C/V\.'C/V\,NOUN,arbalétrier,8,,
307,37,9,;,;,37,Pnc,Pnc,,,PUNCT,;,9,,
308,38,1,li,li,38,Det,Det,le,C/V\,DET,le,10,,
309,38,2,rois,rois,38,N,N,,C/V\,NOUN,roi,3,,
310,38,3,tafurs,tafurs,38,N,N,,C/V\.'C/V\,PROPN|NOUN,UNKNOWN,-10,Tafurs,Name des Königs
311,38,4,i,i,38,Prn,Prn$$,y2,/V\,PRON,y,10,,
312,38,5,fu,fu,38,Vfin,Vfin,être,C/V\,VERB,être,10,,
