wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,,
1131,118,3,ay,ay,118,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
1132,118,4,ne,ne,118,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10,,
1133,118,5,fil,fil,118,N,N,,C/V\,NOUN,fils,3,,
1134,118,6,ne,ne,118,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10,,
1135,118,7,fille,fille,118,N,N,,'C/V\.C/(e)\,NOUN,fille,3,,
1136,118,8,de,de,118,Pre,Pre,de,C/(e)\,ADP,de,10,,
1137,118,9,m',m',118,Prn,Prn$$,me,C/\,PRON,me,10,,
1138,118,10,engenrasion,engenrasion,118,N,N,,/V\.C/V\.C/V\.C/{V}\.'/V\,NOUN,engendration,6,,
1139,118,11,",",",",118,Pnc,Pnc,,,PUNCT,",",9,,
1140,119,1,vous,vous,119,Prn,Prn$,vous,C/V\,PRON,vous,10,,
1141,119,2,estëz,estëz,119,Vfin,Vfin,être,'/V\.C/e\,VERB,être,10,,
1142,119,3,plus,plus,119,Adv,Adv,plus,C/V\,ADV,plus,10,,
1143,119,4,prochain,prochain,119,Adj,Adj,prochain,C/V\.'C/V\,ADJ,prochain,10,,
1144,119,5,de,de,119,Pre,Pre,de,C/(e)\,ADP,de,10,,
1145,119,6,men,men,119,Det,Det,mon,C/V\,DET,mon,10,,
1146,119,7,estrasion,estrasion,119,N,N,,/V\.C/V\.C/{V}\.'/V\,NOUN,extraction,6,,
1147,119,8,:,:,119,Pnc,Pnc,,,PUNCT,:,9,,
1148,120,1,or,or,120,Adv,Adv,or2,/V\,ADV,or,10,,
1149,120,2,demorez,demorez,120,Vfin,Vfin,demeurer,C/V\.C/V\.'C/V\,VERB,demeurer,10,,
1150,120,3,cheens,cheens,120,Adv,Adv,céans,C/(V)\.'/V\,ADV,céans,10,,
1151,120,4,",",",",120,Pnc,Pnc,,,PUNCT,",",9,,
1152,120,5,sy,sy,120,Adv,Adv,si4,C/V\,ADV,si,10,,
1153,120,6,vous,vous,120,Prn,Prn$$,vous,C/V\,PRON,vous,10,,
1154,120,7,aprenderon,aprenderon,120,Vfin,Vfin,apprendre,/V\.C/V\.C/e\.'C/V\,VERB,apprendre,10,,
1155,121,1,a,a,121,Pre,Pre,à,/V\,ADP,à,10,,
1156,121,2,tuer,tuer,121,Vinf,Vinf,,C/V\.'C/V\,VERB,tuer,9,,
1157,121,3,ung,ung,121,QIs,QIs,un,/V\,DET,un,10,,
1158,121,4,pourchiel,pourchiel,121,N,N,,C/V\.'C/V\,NOUN,pourceau,0,,
1159,121,5,ou,ou,121,Crd,Crd,ou,/V\,CCONJ,ou,10,,
1160,121,6,buef,buef,121,N,N,,C/V\,NOUN,boeuf,9,,
1161,121,7,ou,ou,121,Crd,Crd,ou,/V\,CCONJ,ou,10,,
1162,121,8,.i.,.i.,121,QIs,QIs,un,/V\,DET,un,10,,
1163,121,9,mouton,mouton,121,N,N,,C/V\.'C/V\,NOUN,mouton,8,,
1164,122,1,et,et,122,Crd,Crd,et,/V\,CCONJ,et,10,,
1165,122,2,s',s',122,Adv,Adv,si4,C/\,ADV,si,10,,
1166,122,3,en,en,122,Prn,Prn$$,en2,/V\,PRON,en,10,,
1167,122,4,serez,serez,122,Vfin,Vfin,être,C/V\.'C/V\,VERB,être,10,,
1168,122,5,marquans,marquans,122,N,N,,C/V\.'C/V\,PROPN|NOUN,marquer,-1,marquer,DMF
1169,122,6,",",",",122,Pnc,Pnc,,,PUNCT,",",9,,
1170,122,7,waingnerez,waingnerez,122,Vfin,Vfin,gagner,C/V\.C/e\.'C/V\,VERB,gagner,10,,
1171,122,8,a,a,122,Pre,Pre,à,/V\,ADP,à,10,,
1172,122,9,foison,foison,122,N,N,,C/V\.'C/V\,NOUN,foison,9,,
1173,122,10,.,.,122,Pnc,Pnc,,,PUNCT,.,9,,
1174,123,1,se,se,123,Sub,Sub,si3,C/(e)\,SCONJ,si,10,,
1175,123,2,trez,trez,123,Adv,Adv,très,C/V\,ADV,très,10,,
1176,123,3,bien,bien,123,Adv,Adv,bien,C/V\,ADV,bien,10,,
1177,123,4,vous,vous,123,Prn,Prn$$,vous,C/V\,PRON,vous,10,,
1178,123,5,portez,portez,123,Vfin,Vfin,porter,C/V\.'C/V\,VERB,porter,10,,
1179,123,6,",",",",123,Pnc,Pnc,,,PUNCT,",",9,,
1180,123,7,quanquëz,quanquëz,123,Qux,Qux,quanque,'C/V\.C/e\,DET,quanque,10,,
1181,123,8,vaillant,vaillant,123,Vprs,Vprs,valoir,C/V\.'C/V\,VERB,valoir,10,,
1182,123,9,avon,avon,123,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10,,
1183,124,1,arez,arez,124,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10,,
1184,124,2,aprez,aprez,124,PrA,PrA,après,/V\.'C/V\,ADP,après,10,,
1185,124,3,me,me,124,Det,Det,mon,C/(e)\,DET,mon,10,,
1186,124,4,mort,mort,124,N,N,,C/V\,NOUN,mort,3,,
1187,124,5,:,:,124,Pnc,Pnc,,,PUNCT,:,9,,
1188,124,6,je,je,124,Prn,Prn$,je,C/(e)\,PRON,je,10,,
1189,124,7,n',n',124,Neg,Neg$$,ne,C/\,ADV,ne,10,,
1190,124,8,ay,ay,124,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
1191,124,9,oir,oir,124,Vinf,Vinf,ouïr,/V\,VERB,ouïr,10,,
1192,124,10,se,se,124,Sub,Sub,si3,C/(e)\,SCONJ,si,10,,
1193,124,11,vous,vous,124,Prn,Prn,vous,C/V\,PRON,vous,10,,
1194,124,12,non,non,124,NVP,NVP,non,C/V\,ADV,non,10,,
1195,124,13,.,.,124,Pnc,Pnc,,,PUNCT,.,9,,
1196,125,1,-,-,125,Pnc,Pnc,,,PUNCT,-,9,,
1197,125,2,biaus,biaus,125,Adj,Adj,beau,C/V\,ADJ,beau,10,,
1198,125,3,onclëz,onclëz,125,N,N,,'/V\.C/e\,NOUN,onclet,-10,oncle,
1199,125,4,",",",",125,Pnc,Pnc,,,PUNCT,",",9,,
1200,125,5,ce,ce,125,Prn,Prn,ce,C/(e)\,PRON,ce,10,,
1201,125,6,dist,dist,125,Vfin,Vfin,dire,C/V\,VERB,dire,10,,
1202,125,7,huëz,huëz,125,N,N,,'C/V\./e\,NOUN,huet,0,,
1203,125,8,",",",",125,Pnc,Pnc,,,PUNCT,",",9,,
1204,125,9,j',j',125,Prn,Prn$,je,C/\,PRON,je,10,,
1205,125,10,ay,ay,125,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
1206,125,11,aultre,aultre,125,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10,,
1207,125,12,opinion,opinion,125,N,N,,/V\.C/V\.C/{V}\.'/V\,NOUN,opinion,9,,
1208,125,13,.,.,125,Pnc,Pnc,,,PUNCT,.,9,,
1209,125,14,»,»,125,Pnc,Pnc,,,PUNCT,»,9,,
1210,126,1,«,«,126,Pnc,Pnc,,,PUNCT,«,9,,
1211,126,2,biaulz,biaulz,126,Adj,Adj,beau,C/V\,ADJ,beau,10,,
1212,126,3,onclëz,onclëz,126,N,N,,'/V\.C/e\,NOUN,onclet,-10,oncle,DMF
1213,126,4,",",",",126,Pnc,Pnc,,,PUNCT,",",9,,
1214,126,5,dist,dist,126,Vfin,Vfin,dire,C/V\,VERB,dire,10,,
1215,126,6,huon,huon,126,N,N,,C/V\.'C/V\,NOUN,huon,5,,
1216,126,7,qui,qui,126,Qux,Qux,qui,C/V\,PRON,qui,10,,
1217,126,8,le,le,126,Det,Det,le,C/(e)\,DET,le,10,,
1218,126,9,cors,cors,126,N,N,,C/V\,NOUN,corps,3,,
1219,126,10,avoit,avoit,126,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10,,
1220,126,11,bel,bel,126,Adj,Adj,beau,C/V\,ADJ,beau,10,,
1221,126,12,",",",",126,Pnc,Pnc,,,PUNCT,",",9,,
1222,127,1,de,de,127,Pre,Pre,de,C/(e)\,ADP,de,10,,
1223,127,2,vostre,vostre,127,Det,Det,votre,'C/V\.C/(e)\,DET,votre,10,,
1224,127,3,marcandise,marcandise,127,N,N,,C/V\.C/V\.'C/V\.C/(e)\,NOUN,marchandise,9,,
1225,127,4,ne,ne,127,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
1226,127,5,say,say,127,Vfin,Vfin,savoir,C/V\,VERB,savoir,10,,
1227,127,6,ge,ge,127,Prn,Prn%,je,C/(e)\,PRON,je,10,,
1228,127,7,point,point,127,Neg,Neg,point2,C/V\,ADV,point,10,,
1229,127,8,la,la,127,Det,Det,le,C/V\,DET,le,10,,
1230,127,9,piel,piel,127,N,N,,C/V\,NOUN,pieu,5,,
1231,127,10,",",",",127,Pnc,Pnc,,,PUNCT,",",9,,
1232,128,1,vos,vos,128,Det,Det,votre,C/V\,DET,votre,10,,
1233,128,2,buez,buez,128,N,N,,C/V\,NOUN,boeuf,3,,
1234,128,3,ne,ne,128,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
1235,128,4,quier,quier,128,Vfin,Vfin,quérir,C/V\,VERB,quérir,10,,
1236,128,5,tuer,tuer,128,Vinf,Vinf,,C/V\.'C/V\,VERB,tuer,9,,
1237,128,6,ne,ne,128,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10,,
1238,128,7,mouton,mouton,128,N,N,,C/V\.'C/V\,NOUN,mouton,8,,
1239,128,8,ny,ny,128,Crd,Crd,ne2,C/V\,CCONJ,ne,10,,
1240,128,9,aignel,aignel,128,N,N,,/V\.'C/V\,NOUN,agneau,8,,
1241,128,10,.,.,128,Pnc,Pnc,,,PUNCT,.,9,,
1242,129,1,j',j',129,Prn,Prn$,je,C/\,PRON,je,10,,
1243,129,2,ay,ay,129,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
1244,129,3,eu,eu,129,Vpp,Vpp,avoir,/(V)\.'/V\,VERB,avoir,10,,
1245,129,4,en,en,129,Pre,Pre,en,/V\,ADP,en,10,,
1246,129,5,jonesse,jonesse,129,N,N,,C/V\.'C/V\.C/(e)\,NOUN,jeunesse,9,,
1247,129,6,encor,encor,129,Adv,Adv,encore,/V\.'C/V\,ADV,encore,10,,
1248,129,7,peu,peu,129,N,N,peu,C/V\,PROPN|NOUN,peu,10,,
1249,129,8,de,de,129,Pre,Pre,de,C/(e)\,ADP,de,10,,
1250,129,9,revel,revel,129,N,N,,C/V\.'C/V\,NOUN,revel,8,,
1251,129,10,",",",",129,Pnc,Pnc,,,PUNCT,",",9,,
1252,130,1,je,je,130,Prn,Prn$,je,C/(e)\,PRON,je,10,,
1253,130,2,sui,sui,130,Vfin,Vfin,être,C/V\,VERB,être,10,,
1254,130,3,jonëz,jonëz,130,Adj,Adj,,'C/V\.C/e\,ADJ,UNKNOWN,-10,jeune,DMF
1255,130,4,et,et,130,Crd,Crd,et,/V\,CCONJ,et,10,,
1256,130,5,fors,fors,130,Adj,Adj,fort,C/V\,ADJ,fort,10,,
1257,130,6,et,et,130,Crd,Crd,et,/V\,CCONJ,et,10,,
1258,130,7,s',s',130,Adv,Adv,si4,C/\,ADV,si,10,,
1259,130,8,ay,ay,130,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
1260,130,9,le,le,130,Det,Det,le,C/(e)\,DET,le,10,,
1261,130,10,cors,cors,130,N,N,,C/V\,NOUN,corps,3,,
1262,130,11,isnel,isnel,130,Adj,Adj,,/V\.'C/V\,ADJ,isnel,8,,
1263,130,12,:,:,130,Pnc,Pnc,,,PUNCT,:,9,,
1264,131,1,on,on,131,Prn,Prn$,on,/V\,PRON,on,10,,
1265,131,2,me,me,131,Prn,Prn$$,me,C/(e)\,PRON,me,10,,
1266,131,3,deveroit,deveroit,131,Vfin,Vfin,devoir2,C/V\.C/e\.'C/V\,VERB,devoir,10,,
1267,131,4,bien,bien,131,Adv,Adv,bien,C/V\,ADV,bien,10,,
1268,131,5,tenir,tenir,131,Vinf,Vinf,tenir,C/V\.'C/V\,VERB,tenir,10,,
1269,131,6,a,a,131,Pre,Pre,à,/V\,ADP,à,10,,
1270,131,7,quetiveil,quetiveil,131,N,N,,C/V\.C/V\.'C/V\,NOUN,chétivel,2,,
1271,132,1,se,se,132,Sub,Sub,si3,C/(e)\,SCONJ,si,10,,
1272,132,2,toute,toute,132,QIs,QIs,tout,'C/V\.C/(e)\,DET,tout,10,,
1273,132,3,jour,jour,132,N,N,,C/V\,NOUN,jour,8,,
1274,132,4,aloie,aloie,132,Vfin,Vfin,aller,/V\.'C/V\./(e)\,VERB,aller,10,,
1275,132,5,croupis,croupis,132,Vpp,Vpp,,C/V\.'C/V\,VERB,croupir,6,,
1276,132,6,en,en,132,Pre,Pre,en,/V\,ADP,en,10,,
1277,132,7,ce,ce,132,Prn,Prn,ce,C/(e)\,PRON,ce,10,,
1278,132,8,maisiel,maisiel,132,N,N,,C/V\.'C/V\,NOUN,maisel,6,,
1279,132,9,",",",",132,Pnc,Pnc,,,PUNCT,",",9,,
1280,133,1,car,car,133,Crd,Crd,car,C/V\,CCONJ,car,10,,
1281,133,2,j',j',133,Prn,Prn$,je,C/\,PRON,je,10,,
1282,133,3,ay,ay,133,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
1283,133,4,apris,apris,133,Vpp,Vpp,apprendre,/V\.'C/V\,VERB,apprendre,10,,
1284,133,5,mestier,mestier,133,N,N,,C/V\.'C/V\,NOUN,métier,8,,
1285,133,6,plus,plus,133,Adv,Adv,plus,C/V\,ADV,plus,10,,
1286,133,7,faitis,faitis,133,Adj,Adj,,C/V\.'C/V\,ADJ,faitis,9,,
1287,133,8,et,et,133,Crd,Crd,et,/V\,CCONJ,et,10,,
1288,133,9,plus,plus,133,Adv,Adv,plus,C/V\,ADV,plus,10,,
1289,133,10,bel,bel,133,Adj,Adj,beau,C/V\,ADJ,beau,10,,
1290,134,1,je,je,134,Prn,Prn$,je,C/(e)\,PRON,je,10,,
1291,134,2,say,say,134,Vfin,Vfin,savoir,C/V\,VERB,savoir,10,,
1292,134,3,de,de,134,Pre,Pre,de,C/(e)\,ADP,de,10,,
1293,134,4,toutëz,toutëz,134,QIs,QIs,tout,'C/V\.C/e\,DET,tout,10,,
1294,134,5,armëz,armëz,134,N,N,,'/V\.C/e\,PROPN|NOUN,UNKNOWN,-10,armes,DMF
1295,134,6,armer,armer,134,Vinf,Vinf,armer,/V\.'C/V\,VERB,armer,10,,
1296,134,7,ung,ung,134,QIs,QIs,un,/V\,DET,un,10,,
1297,134,8,demoysel,demoysel,134,N,N,,C/V\.C/V\.'C/V\,NOUN,demesseau,-10,damoiselle,DMF
1298,135,1,et,et,135,Crd,Crd,et,/V\,CCONJ,et,10,,
1299,135,2,courir,courir,135,Vinf,Vinf,courir,C/V\.'C/V\,VERB,courir,10,,
1300,135,3,a,a,135,Pre,Pre,à,/V\,ADP,à,10,,
1301,135,4,le,le,135,Det,Det,le,C/(e)\,DET,le,10,,
1302,135,5,jouste,jouste,135,N,N,,'C/V\.C/(e)\,NOUN,joute,8,,
1303,135,6,assis,assis,135,Vpp,Vpp,asseoir,/V\.'C/V\,VERB,asseoir,10,,
1304,135,7,sur,sur,135,PrA,PrA,sur,C/V\,ADP,sur,10,,
1305,135,8,ung,ung,135,QIs,QIs,un,/V\,DET,un,10,,
1306,135,9,moriel,moriel,135,Adj,Adj,,C/V\.'C/V\,ADJ,moreau,8,,
1307,135,10,",",",",135,Pnc,Pnc,,,PUNCT,",",9,,
1308,136,1,tenir,tenir,136,Vinf,Vinf,tenir,C/V\.'C/V\,VERB,tenir,10,,
1309,136,2,le,le,136,Det,Det,le,C/(e)\,DET,le,10,,
1310,136,3,lanche,lanche,136,N,N,,'C/V\.C/(e)\,NOUN,lance,5,,
1311,136,4,o,o,136,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,,
1312,136,5,poing,poing,136,N,N,,C/V\,NOUN,poing,3,,
1313,136,6,et,et,136,Crd,Crd,et,/V\,CCONJ,et,10,,
1314,136,7,l',l',136,Det,Det,le,C/\,DET,le,10,,
1315,136,8,escu,escu,136,N,N,,/V\.'C/V\,NOUN,écu,8,,
1316,136,9,en,en,136,Pre,Pre,en,/V\,ADP,en,10,,
1317,136,10,cantiel,cantiel,136,N,N,,C/V\.'C/V\,NOUN,cantel,6,,
1318,136,11,",",",",136,Pnc,Pnc,,,PUNCT,",",9,,
1319,137,1,j',j',137,Prn,Prn$,je,C/\,PRON,je,10,,
1320,137,2,en,en,137,Prn,Prn$$,en2,/V\,PRON,en,10,,
1321,137,3,ay,ay,137,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
1322,137,4,o,o,137,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,,
1323,137,5,mieulx,mieulx,137,Adv,Adv,mieux,C/V\,ADV,mieux,10,,
1324,137,6,joustant,joustant,137,Vprs,Vprs,,C/V\.'C/V\,VERB,jouter,8,,
1325,137,7,conquesté,conquesté,137,Vpp,Vpp,conquérir,C/V\.C/V\.'C/V\,VERB,conquérir,10,,
1326,137,8,maint,maint,137,QIs,QIs,maint,C/V\,DET,maint,10,,
1327,137,9,jouel,jouel,137,N,N,,C/V\.'C/V\,NOUN,joyau,6,,
1328,137,10,;,;,137,Pnc,Pnc,,,PUNCT,;,9,,
1329,138,1,ce,ce,138,Dem,Dem,cist,C/(e)\,DET,cist,10,,
1330,138,2,mestier,mestier,138,N,N,,C/V\.'C/V\,NOUN,métier,8,,
1331,138,3,veul,veul,138,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10,,
1332,138,4,servir,servir,138,Vinf,Vinf,servir,C/V\.'C/V\,VERB,servir,10,,
1333,138,5,",",",",138,Pnc,Pnc,,,PUNCT,",",9,,
1334,138,6,car,car,138,Crd,Crd,car,C/V\,CCONJ,car,10,,
1335,138,7,je,je,138,Prn,Prn$,je,C/(e)\,PRON,je,10,,
1336,138,8,n',n',138,Neg,Neg$$,ne,C/\,ADV,ne,10,,
1337,138,9,en,en,138,Prn,Prn$$,en2,/V\,PRON,en,10,,
1338,138,10,say,say,138,Vfin,Vfin,savoir,C/V\,VERB,savoir,10,,
1339,138,11,nul,nul,138,QIs,QIs,nul,C/V\,DET,nul,10,,
1340,138,12,tel,tel,138,Adj,Adj,tel,C/V\,ADJ,tel,10,,
1341,139,1,je,je,139,Prn,Prn$,je,C/(e)\,PRON,je,10,,
1342,139,2,ne,ne,139,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
1343,139,3,veul,veul,139,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10,,
1344,139,4,plus,plus,139,Adv,Adv,plus,C/V\,ADV,plus,10,,
1345,139,5,du,du,139,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,
1346,139,6,vostre,vostre,139,Adj,Adj,votre,'C/V\.C/(e)\,ADJ,votre,10,,
1347,139,7,le,le,139,Det,Det,le,C/(e)\,DET,le,10,,
1348,139,8,monte,monte,139,N,N,,'C/V\.C/(e)\,NOUN,monte,3,,
1349,139,9,d',d',139,Pre,Pre,de,C/\,ADP,de,10,,
1350,139,10,un,un,139,QIs,QIs,un,/V\,DET,un,10,,
1351,139,11,fusel,fusel,139,N,N,,C/V\.'C/V\,NOUN,fuseau,9,,
1352,139,12,",",",",139,Pnc,Pnc,,,PUNCT,",",9,,
1353,140,1,mais,mais,140,Crd,Crd,mais,C/V\,CCONJ,mais,10,,
1354,140,2,que,que,140,Sub,Sub,que,C/(e)\,SCONJ,que,10,,
1355,140,3,j',j',140,Prn,Prn$,je,C/\,PRON,je,10,,
1356,140,4,aie,aie,140,Vfin,Vfin,avoir,'/V\./(e)\,VERB,avoir,10,,
1357,140,5,le,le,140,Det,Det,le,C/(e)\,DET,le,10,,
1358,140,6,mois,mois,140,N,N,,C/V\,NOUN,mois,8,,
1359,140,7,.i.,.i.,140,QIs,QIs,un,/V\,DET,un,10,,
1360,140,8,bel,bel,140,Adj,Adj,beau,C/V\,ADJ,beau,10,,
1361,140,9,abit,abit,140,N,N,,/V\.'C/V\,NOUN,habit,9,,
1362,140,10,nouvel,nouvel,140,Adj,Adj,nouveau,C/V\.'C/V\,ADJ,nouveau,10,,
1363,141,1,et,et,141,Crd,Crd,et,/V\,CCONJ,et,10,,
1364,141,2,ung,ung,141,QIs,QIs,un,/V\,DET,un,10,,
1365,141,3,faucon,faucon,141,N,N,,C/V\.'C/V\,NOUN,faucon,8,,
1366,141,4,jolly,jolly,141,Adj,Adj,,C/V\.'C/V\,ADJ,joli,6,,
1367,141,5,pour,pour,141,Pre,Pre,pour,C/V\,ADP,pour,10,,
1368,141,6,prendre,prendre,141,Vinf,Vinf,prendre,'C/V\.C/(e)\,VERB,prendre,10,,
1369,141,7,maint,maint,141,QIs,QIs,maint,C/V\,DET,maint,10,,
1370,141,8,oysiel,oysiel,141,N,N,,/V\.'C/V\,NOUN,oiseau,0,,
1371,142,1,et,et,142,Crd,Crd,et,/V\,CCONJ,et,10,,
1372,142,2,.ii.,.ii.,142,QIs,QIs,deux,C/V\,NUM,deux,10,,
1373,142,3,levriers,levriers,142,N,N,,C/V\.'C/V\,NOUN,lévrier,8,,
1374,142,4,courans,courans,142,Vprs,Vprs,courir,C/V\.'C/V\,VERB,courir,10,,
1375,142,5,pour,pour,142,Pre,Pre,pour,C/V\,ADP,pour,10,,
1376,142,6,prendre,prendre,142,Vinf,Vinf,prendre,'C/V\.C/(e)\,VERB,prendre,10,,
1377,142,7,le,le,142,Det,Det,le,C/(e)\,DET,le,10,,
1378,142,8,lapriel,lapriel,142,N,N,,C/V\.'C/V\,NOUN,lapereau,6,,
1379,143,1,s',s',143,Adv,Adv,si4,C/\,ADV,si,10,,
1380,143,2,aroie,aroie,143,Vfin,Vfin,avoir,/V\.'C/V\./(e)\,VERB,avoir,10,,
1381,143,3,volentiers,volentiers,143,Adv,Adv,volentiers,C/V\.C/V\.'C/V\,ADV,volentiers,10,,
1382,143,4,oussy,oussy,143,N,N,,/V\.'C/V\,PROPN|NOUN,aussi,-1,aussi,DMF
1383,143,5,ung,ung,143,QIs,QIs,un,/V\,DET,un,10,,
1384,143,6,menestrel,menestrel,143,N,N,,C/V\.C/e\.'C/V\,NOUN,ménestrel,9,,
1385,143,7,",",",",143,Pnc,Pnc,,,PUNCT,",",9,,
1386,144,1,car,car,144,Crd,Crd,car,C/V\,CCONJ,car,10,,
1387,144,2,c',c',144,Prn,Prn,ce,C/\,PRON,ce,10,,
1388,144,3,est,est,144,Vfin,Vfin,être,/V\,VERB,être,10,,
1389,144,4,trez,trez,144,Adv,Adv,très,C/V\,ADV,très,10,,
1390,144,5,grant,grant,144,Adj,Adj,grand,C/V\,ADJ,grand,10,,
1391,144,6,deduit,deduit,144,N,N,,C/V\.'C/V\,NOUN,déduit,8,,
1392,144,7,",",",",144,Pnc,Pnc,,,PUNCT,",",9,,
1393,144,8,onclëz,onclëz,144,N,N,,'/V\.C/e\,PROPN|NOUN,UNKNOWN,-10,oncle,DMF
1394,144,9,",",",",144,Pnc,Pnc,,,PUNCT,",",9,,
1395,144,10,par,par,144,Pre,Pre,par,C/V\,ADP,par,10,,
1396,144,11,saint,saint,144,Adj,Adj,saint,C/V\,ADJ,saint,10,,
1397,144,12,marsiel,marsiel,144,N,N,,C/V\.'C/V\,PROPN|NOUN,UNKNOWN,-10,marselle/marsaille,DMF
1398,144,13,",",",",144,Pnc,Pnc,,,PUNCT,",",9,,
1399,145,1,d',d',145,Pre,Pre,de,C/\,ADP,de,10,,
1400,145,2,oïr,oïr,145,Vinf,Vinf,ouïr,/V\.'C/V\,VERB,ouïr,10,,
1401,145,3,dez,dez,145,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,
1402,145,4,instrumens,instrumens,145,N,N,,/V\.C/V\.'C/V\,NOUN,instrument,8,,
1403,145,5,le,le,145,Det,Det,le,C/(e)\,DET,le,10,,
1404,145,6,gracieux,gracieux,145,Adj,Adj,,C/V\.C/{V}\.'/V\,ADJ,gracieux,9,,
1405,145,7,apel,apel,145,N,N,,/V\.'C/V\,NOUN,appel,8,,
1406,145,8,.,.,145,Pnc,Pnc,,,PUNCT,.,9,,
1407,145,9,»,»,145,Pnc,Pnc,,,PUNCT,»,9,,
1408,146,1,quant,quant,146,Sub,Sub,quand,C/V\,SCONJ,quand,10,,
1409,146,2,ly,ly,146,Det,Det,le,C/V\,DET,le,10,,
1410,146,3,bourgois,bourgois,146,N,N,,C/V\.'C/V\,NOUN,bourgeois,9,,
1411,146,4,oÿ,oÿ,146,Vfin,Vfin,ouïr,/V\.'C/V\,VERB,ouïr,10,,
1412,146,5,parler,parler,146,Vinf,Vinf,parler,C/V\.'C/V\,VERB,parler,10,,
1413,146,6,le,le,146,Det,Det,le,C/(e)\,DET,le,10,,
1414,146,7,demoysiel,demoysiel,146,N,N,,C/V\.C/V\.'C/V\,NOUN,damoiseau,6,,
1415,146,8,",",",",146,Pnc,Pnc,,,PUNCT,",",9,,
1416,147,1,tout,tout,147,QIs,QIs,tout,C/V\,DET,tout,10,,
1417,147,2,ly,ly,147,Det,Det,le,C/V\,DET,le,10,,
1418,147,3,sanc,sanc,147,N,N,,C/V\,NOUN,sang,8,,
1419,147,4,ly,ly,147,Prn,Prn$$,li,C/V\,PRON,li,10,,
1420,147,5,mua,mua,147,Vfin,Vfin,muer,C/V\.'C/V\,VERB,muer,10,,
1421,147,6,dez,dez,147,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,
1422,147,7,piez,piez,147,N,N,,C/V\,NOUN,pied,3,,
1423,147,8,jusc',jusc',147,PrA,PrA,jusque,C/V\,ADP,jusque,10,,
1424,147,9,au,au,147,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,,
1425,147,10,serviel,serviel,147,N,N,,C/V\.'C/V\,NOUN,serviel,-10,cerveau,DMF
1426,147,11,;,;,147,Pnc,Pnc,,,PUNCT,;,9,,
1427,148,1,a,a,148,Pre,Pre,à,/V\,ADP,à,10,,
1428,148,2,lui,lui,148,Prn,Prn,lui,C/V\,PRON,lui,10,,
1429,148,3,meismëz,meismëz,148,Adv,Adv,même,C/(V)\.'/V\.C/e\,ADV,même,10,,
1430,148,4,dit,dit,148,Vfin,Vfin,dire,C/V\,VERB,dire,10,,
1431,148,5,:,:,148,Pnc,Pnc,,,PUNCT,:,9,,
1432,148,6,«,«,148,Pnc,Pnc,,,PUNCT,«,9,,
1433,148,7,oyez,oyez,148,Vfin,Vfin,ouïr,/V\.'C/V\,VERB,ouïr,10,,
1434,148,8,confet,confet,148,N,N,,C/V\.'C/V\,NOUN,confèt,-10,confaire,DMF
1435,148,9,hardiel,hardiel,148,N,N,,C/V\.'C/V\,PROPN|NOUN,hardeau,8,,
1436,148,10,!,!,148,Pnc,Pnc,,,PUNCT,!,9,,
1437,149,1,s',s',149,Sub,Sub,si3,C/\,SCONJ,si,10,,
1438,149,2,il,il,149,Prn,Prn$,il,/V\,PRON,il,10,,
1439,149,3,demeure,demeure,149,Vfin,Vfin,demeurer,C/V\.'C/V\.C/(e)\,VERB,demeurer,10,,
1440,149,4,ceens,ceens,149,Adv,Adv,céans,C/(V)\.'/V\,ADV,céans,10,,
1441,149,5,jusquëz,jusquëz,149,PrA,PrA,jusque,'C/V\.C/e\,ADP,jusque,10,,
1442,149,6,au,au,149,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,,
1443,149,7,quaremiel,quaremiel,149,N,N,,C/V\.C/e\.'C/V\,NOUN,carêmel,6,,
