wd_id,line_id,linewd,word,lex_id,textlineid,pos_nca,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,Vorschlag_IR,Erklärung_IR
253,43,1,jai,jai,43,ADV,Adv,Adv,jà,C/V\,ADV,jà,10,,
254,43,2,fusses,fusses,43,VER:subi:2:sg,Vfin,Vfin,être,'C/V\.C/e\,VERB,être,10,,
255,43,3,richemant,richemant,43,ADV,Adv,Adv,,C/V\.C/e\.'C/V\,ADV,richement,9,,
256,43,4,essise,essise,43,VER:pper:femi:sg,Vpp,Vpp,asseoir,/V\.'C/V\.C/(e)\,VERB,asseoir,10,,
257,44,1,en,en,44,PRE,Pre,Pre,en,/V\,ADP,en,10,,
258,44,2,un,un,44,DET:ndf:obj:masc:sg,QIs,QIs,un,/V\,DET,un,10,,
259,44,3,joel,joel,44,NOM:obj:masc:sg,N,N,,C/V\.'C/V\,NOUN,joyau,5,,
260,44,4,per,per,44,PRE,Pre,Pre,par,C/V\,ADP,par,10,,
261,44,5,grant,grant,44,ADJ:obj:femi:sg,Adj,Adj,grand,C/V\,ADJ,grand,10,,
262,44,6,maistrise,maistrise,44,NOM:obj:femi:sg,N,N,,C/V\.'C/V\.C/(e)\,NOUN,maîtrise,8,,
263,45,1,las,las,45,ADJ:suj:masc:sg,Exc,Exc,,C/V\,INTJ,lez|lacs|las,-1,?,
264,45,2,ta,ta,45,DET:poss:suj:femi:sg,Det,Det,ton2,C/V\,DET,ton,10,,
265,45,3,bontey,bontey,45,NOM:suj:femi:sg,N,N,,C/V\.'C/V\,NOUN,bonté,0,,
266,45,4,ne,ne,45,PROCON,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10,,
267,45,5,ta,ta,45,DET:poss:suj:femi:sg,Det,Det,ton2,C/V\,DET,ton,10,,
268,45,6,valour,valour,45,NOM:suj:femi:sg,N,N,,C/V\.'C/V\,NOUN,valeur,9,,
269,46,1,ne,ne,46,PRO:clit,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
270,46,2,me,me,46,PRO:pers:obj:1:sg:unb,Prn,Prn$$,me,C/(e)\,PRON,me,10,,
271,46,3,fait,fait,46,VER:pres:3:sg,Vfin,Vfin,faire,C/V\,VERB,faire,10,,
272,46,4,ne,ne,46,PRO:clit,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10,,
273,46,5,froit,froit,46,NOM:obj:masc:sg,N,N,,C/V\,NOUN,froid,8,,
274,46,6,ne,ne,46,PROCON,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10,,
275,46,7,chalour,chalour,46,NOM:obj:femi:sg,N,N,,C/V\.'C/V\,NOUN,chaleur,9,,
276,47,1,estrange,estrange,47,ADJ:suj:femi:sg,Adj,Adj,,/V\.'C/V\.C/(e)\,ADJ,étrange,8,,
277,47,2,est,est,47,VER:pres:3:sg,Vfin,Vfin,être,/V\,VERB,être,10,,
278,47,3,a,a,47,PRE,Pre,Pre,à,/V\,ADP,à,10,,
279,47,4,moi,moi,47,PRO:pers:obj:1:sg:bet,Prn,Prn,moi,C/V\,PRON,moi,10,,
280,47,5,ta,ta,47,DET:poss:suj:femi:sg,Det,Det,ton2,C/V\,DET,ton,10,,
281,47,6,nature,nature,47,NOM:suj:femi:sg,N,N,,C/V\.'C/V\.C/(e)\,NOUN,nature,8,,
282,48,1,en,en,48,PRE,Pre,Pre,en,/V\,ADP,en,10,,
283,48,2,toi,toi,48,PRO:pers:obj:2:sg:bet,Prn,Prn,toi,C/V\,PRON,toi,10,,
284,48,3,ne,ne,48,PRO:clit,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
285,48,4,truis,truis,48,VER:pres:1:sg,Vfin,Vfin,trouver,C/V\,VERB,trouver,10,,
286,48,5,point,point,48,NOM:obj:masc:sg,Neg,Neg,point2,C/V\,ADV,point,10,,
287,48,6,de,de,48,PRE,Pre,Pre,de,C/(e)\,ADP,de,10,,
288,48,7,pasture,pasture,48,NOM:obj:femi:sg,N,N,,C/V\.'C/V\.C/(e)\,NOUN,pâture,3,,
289,49,1,muez,muez,49,ADV,Vfin,Vfin,muer,C/V\,VERB,muer,10,,
290,49,2,ainz,ainz,49,VER:pres:1:sg,Adv,Adv,ains,/V\,ADV,ains,10,,
291,49,3,grains,grains,49,NOM:obj:masc:pl,N,N,,C/V\,NOUN,grain,9,,
292,49,4,de,de,49,PRE,Pre,Pre,de,C/(e)\,ADP,de,10,,
293,49,5,fromant,fromant,49,NOM:obj:masc:sg,N,N,,C/V\.'C/V\,NOUN,froment,9,,
294,49,6,ou,ou,49,PROCON,Crd,Crd,ou,/V\,CCONJ,ou,10,,
295,49,7,d',d',49,PRE,Pre,Pre,de,C/\,ADP,de,10,,
296,49,8,orge,orge,49,NOM:obj:masc:sg,N,N,,'/V\.C/(e)\,NOUN,orge,9,,
297,50,1,quar,quar,50,CON:coord,Crd,Crd,car,C/V\,CCONJ,car,10,,
298,50,2,miez,miez,50,ADV,Adv,Adv,mieux,C/V\,ADV,mieux,10,,
299,50,3,me,me,50,PRO:pers:obj:1:sg:unb,Prn,Prn$$,me,C/(e)\,PRON,me,10,,
300,50,4,font,font,50,VER:pres:3:pl,Vfin,Vfin,faire,C/V\,VERB,faire,10,,
301,50,5,ovrir,ovrir,50,VER:infi,Vinf,Vinf,ouvrir,/V\.'C/V\,VERB,ouvrir,10,,
302,50,6,la,la,50,DET:def:obj:femi:sg,Det,Det,le,C/V\,DET,le,10,,
303,50,7,gorge,gorge,50,NOM:obj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,gorge,8,,
304,50,8,"""","""",50,PON:cit,Pnc,Pnc,,,PUNCT,"""",9,,
305,51,1,or,or,51,ADV,Adv,Adv,or2,/V\,ADV,or,10,,
306,51,2,entent,entent,51,VER:impe:2:sg,Vfin,Vfin,entendre,/V\.'C/V\,VERB,entendre,10,,
307,51,3,la,la,51,DET:def:obj:femi:sg,Det,Det,le,C/V\,DET,le,10,,
308,51,4,moralitey,moralitey,51,NOM:obj:femi:sg,N,N,,C/V\.C/V\.C/V\.'C/V\,NOUN,moralité,0,,
309,52,1,et,et,52,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10,,
310,52,2,la,la,52,PRO:pers:acc:3:femi:sg,Prn,Prn$$,le,C/V\,PRON,le,10,,
311,52,3,prent,prent,52,VER:impe:2:sg,Vfin,Vfin,prendre,C/V\,VERB,prendre,10,,
312,52,4,por,por,52,PRE,Pre,Pre,pour,C/V\,ADP,pour,10,,
313,52,5,auctoritey,auctoritey,52,NOM:obj:femi:sg,N,N,,/V\.C/V\.C/V\.'C/V\,NOUN,autorité,0,,
314,53,1,la,la,53,DET:def:suj:femi:sg,Det,Det,le,C/V\,DET,le,10,,
315,53,2,riche,riche,53,ADJ:suj:femi:sg,Adj,Adj,riche,'C/V\.C/(e)\,ADJ,riche,10,,
316,53,3,jaspe,jaspe,53,NOM:suj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,jaspe,6,,
317,53,4,c',c',53,PRO:invar,Prn,Prn$,ce,C/\,PRON,ce,10,,
318,53,5,est,est,53,VER:pres:3:sg,Vfin,Vfin,être,/V\,VERB,être,10,,
319,53,6,savoir,savoir,53,VER:infi,N,N,savoir,C/V\.'C/V\,PROPN|NOUN,savoir,10,,
320,54,1,que,que,54,PROCON,Qux,Qux,que,C/(e)\,ADJ|ADV|DET|PRON,que,10,,
321,54,2,li,li,54,DET:def:suj:masc:sg,Det,Det,le,C/V\,DET,le,10,,
322,54,3,fous,fous,54,ADJ:suj:masc:sg,Adj,Adj,fou,C/V\,ADJ,fou,10,,
323,54,4,pous,pous,54,NOM:suj:masc:sg,N,N,,C/V\,PROPN|NOUN,pous|pouls,-1,pouls,DMF
324,54,5,ne,ne,54,PRO:clit,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
325,54,6,puet,puet,54,VER:pres:3:sg,Vfin,Vfin,pouvoir2,C/V\,VERB,pouvoir,10,,
326,54,7,avoir,avoir,54,VER:infi,Vinf,Vinf,avoir,/V\.'C/V\,VERB,avoir,10,,
327,55,1,bone,bone,55,ADJ:suj:femi:sg,Adj,Adj,bon,'C/V\.C/(e)\,ADJ,bon,10,,
328,55,2,est,est,55,VER:pres:3:sg,Vfin,Vfin,être,/V\,VERB,être,10,,
329,55,3,donc,donc,55,ADV,Adv,Adv,donc,C/V\,ADV,donc,10,,
330,55,4,la,la,55,DET:def:suj:femi:sg,Det,Det,le,C/V\,DET,le,10,,
331,55,5,comparoison,comparoison,55,NOM:suj:femi:sg,N,N,,C/V\.C/V\.C/V\.'C/V\,NOUN,comparaison,8,,
332,56,1,dou,dou,56,PREDET:de:obj:masc:sg,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,
333,56,2,foul,foul,56,ADJ:obj:masc:sg,Adj,Adj,fou,C/V\,ADJ,fou,10,,
334,56,3,a,a,56,PRE,Pre,Pre,à,/V\,ADP,à,10,,
335,56,4,poul,poul,56,NOM:obj:masc:sg,N,N,peu,C/V\,NOUN,peu,10,,
336,56,5,qu,qu,56,PROCON,Qux,Qux,que,C/\,PRON,que,10,,
337,56,6,est,est,56,VER:pres:3:sg,Vfin,Vfin,être,/V\,VERB,être,10,,
338,56,7,sanz,sanz,56,PRE,Pre,Pre,sans,C/V\,ADP,sans,10,,
339,56,8,raison,raison,56,NOM:obj:femi:sg,N,N,,C/V\.'C/V\,NOUN,raison,8,,
340,57,1,sapience,sapience,57,NOM:suj:femi:sg,N,N,,C/V\.C/{V}\.'/V\.C/(e)\,NOUN,sapience,8,,
341,57,2,qu,qu,57,PROCON,Qux,Qux,que,C/\,PRON,que,10,,
342,57,3,est,est,57,VER:pres:3:sg,Vfin,Vfin,être,/V\,VERB,être,10,,
343,57,4,espandue,espandue,57,VER:pper:femi:sg,Vpp,Vpp,épandre,/V\.C/V\.'C/V\./(e)\,VERB,épandre,10,,
344,58,1,entre,entre,58,PRE,PrA,PrA,entre,'/V\.C/(e)\,ADP,entre,10,,
345,58,2,fous,fous,58,ADJ:obj:masc:pl,Adj,Adj,fou,C/V\,ADJ,fou,10,,
346,58,3,c',c',58,PRO:invar,Prn,Prn,ce,C/\,PRON,ce,10,,
347,58,4,est,est,58,VER:pres:3:sg,Vfin,Vfin,être,/V\,VERB,être,10,,
348,58,5,chose,chose,58,NOM:suj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,chose,8,,
349,58,6,perdue,perdue,58,VER:pper:femi:sg,Vpp,Vpp,perdre,C/V\.'C/V\./(e)\,VERB,perdre,10,,
350,59,1,ensic,ensic,59,ADV,Adv,Adv,ainsi,/V\.'C/V\,ADV,ainsi,10,,
351,59,2,quier,quier,59,VER:impe:2:sg,Vfin,Vfin,quérir,C/V\,VERB,quérir,10,,
352,59,3,un,un,59,DET:ndf:obj:masc:sg,QIs,QIs,un,/V\,DET,un,10,,
353,59,4,proverbe,proverbe,59,NOM:obj:masc:sg,N,N,,C/V\.'C/V\.C/(e)\,NOUN,proverbe,9,,
354,59,5,fin,fin,59,ADJ:obj:masc:sg,Adj,Adj,fin2,C/V\,ADJ,fin,10,,
355,60,1,es,es,60,PREDET:en:obj:femi:pl,Pre+Det,Pre+Det,en.le,/V\,ADP.DET,en.le,10,,
356,60,2,autres,autres,60,ADJ:obj:femi:pl,Adj,Adj,autre,'/V\.C/e\,ADJ,autre,10,,
357,60,3,fables,fables,60,NOM:obj:femi:pl,N,N,,'C/V\.C/e\,NOUN,fable,9,,
358,60,4,en,en,60,PRE,Pre,Pre,en,/V\,ADP,en,10,,
359,60,5,la,la,60,DET:def:obj:femi:sg,Det,Det,le,C/V\,DET,le,10,,
360,60,6,fin,fin,60,NOM:obj:femi:sg,N,N,,C/V\,NOUN,fin,3,,
361,61,1,et,et,61,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10,,
362,61,2,pense,pense,61,VER:impe:2:sg,Vfin,Vfin,penser,'C/V\.C/(e)\,VERB,penser,10,,
363,61,3,bien,bien,61,ADV,Adv,Adv,bien,C/V\,ADV,bien,10,,
364,61,4,dou,dou,61,PREDET:de:obj:masc:sg,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,
365,61,5,retenir,retenir,61,VER:infi,Vinf,Vinf,retenir,C/V\.C/e\.'C/V\,VERB,retenir,10,,
366,62,1,quar,quar,62,CON:coord,Crd,Crd,car,C/V\,CCONJ,car,10,,
367,62,2,grant,grant,62,ADJ:suj:masc:sg,Adj,Adj,grand,C/V\,ADJ,grand,10,,
368,62,3,profit,profit,62,NOM:suj:masc:sg,N,N,,C/V\.'C/V\,NOUN,profit,8,,
369,62,4,t,t,62,PRO:pers:obj:2:sg:unb,Prn,Prn$$,te,C/\,PRON,te,10,,
370,62,5,an,an,62,PRO:clit,Prn,Prn$$,en2,/V\,PRON,en,10,,
371,62,6,puet,puet,62,VER:pres:3:sg,Vfin,Vfin,pouvoir2,C/V\,VERB,pouvoir,10,,
372,62,7,venir,venir,62,VER:infi,Vinf,Vinf,venir,C/V\.'C/V\,VERB,venir,10,,
373,63,1,entre,entre,63,PRE,PrA,PrA,entre,'/V\.C/(e)\,ADP,entre,10,,
374,63,2,lo,lo,63,DET:def:obj:masc:sg,Det,Det,le,C/(e)\,DET,le,10,,
375,63,3,lou,lou,63,NOM:obj:masc:sg,N,N,,C/V\,NOUN,loup,8,,
376,63,4,et,et,63,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10,,
377,63,5,l',l',63,DET:def:obj:masc:sg,Det,Det,le,C/\,DET,le,10,,
378,63,6,aignelat,aignelat,63,NOM:obj:masc:sg,N,N,,/V\.C/e\.'C/V\,NOUN,agnelat,-10,agnelet,DMF
379,64,1,aloient,aloient,64,VER:impf:3:pl,Vfin,Vfin,aller,/V\.'C/V\./e\,VERB,aller,10,,
380,64,2,a,a,64,PRE,Pre,Pre,à,/V\,ADP,à,10,,
381,64,3,un,un,64,DET:ndf:obj:masc:sg,QIs,QIs,un,/V\,DET,un,10,,
382,64,4,ruisselat,ruisselat,64,NOM:obj:masc:sg,N,N,,C/V\.C/e\.'C/V\,NOUN,ruisseler,2,,
383,65,1,por,por,65,PRE,Pre,Pre,pour,C/V\,ADP,pour,10,,
384,65,2,lour,lour,65,DET:poss:obj:femi:sg,Det,Det,leur2,C/V\,DET,leur,10,,
385,65,3,soi,soi,65,NOM:obj:femi:sg,N,N,,C/V\,PROPN|NOUN,soie,8,,
386,65,4,trenprer,trenprer,65,VER:infi,Vinf,Vinf,,C/V\.'C/V\,VERB,temprer,0,,
387,65,5,tote,tote,65,DET:ind:obj:femi:sg,QIs,QIs,tout,'C/V\.C/(e)\,DET,tout,10,,
388,65,6,voie,voie,65,NOM:obj:femi:sg,N,N,,'C/V\./(e)\,NOUN,voie,8,,
389,66,1,chescuns,chescuns,66,PRO:ind:suj:masc:sg,QIs,QIs,chacun,C/V\.'C/V\,PRON,chacun,10,,
390,66,2,tenoit,tenoit,66,VER:impf:3:sg,Vfin,Vfin,tenir,C/V\.'C/V\,VERB,tenir,10,,
391,66,3,diverse,diverse,66,ADJ:obj:femi:sg,Adj,Adj,,C/V\.'C/V\.C/(e)\,ADJ,divers,8,,
392,66,4,voie,voie,66,NOM:obj:femi:sg,N,N,,'C/V\./(e)\,NOUN,voie,8,,
393,67,1,au,au,67,PREDET:a:obj:masc:sg,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,,
394,67,2,dessus,dessus,67,ADV,PrA,PrA,dessus,C/V\.'C/V\,ADV,dessus,10,,
395,67,3,boit,boit,67,VER:pres:3:sg,Vfin,Vfin,boire,C/V\,VERB,boire,10,,
396,67,4,de,de,67,PRE,Pre,Pre,de,C/(e)\,ADP,de,10,,
397,67,5,la,la,67,DET:def:obj:femi:sg,Det,Det,le,C/V\,DET,le,10,,
398,67,6,fontaigne,fontaigne,67,NOM:obj:femi:sg,N,N,,C/V\.'C/V\.C/(e)\,NOUN,fontaine,9,,
399,68,1,li,li,68,DET:def:suj:masc:sg,Det,Det,le,C/V\,DET,le,10,,
400,68,2,lous,lous,68,NOM:suj:masc:sg,N,N,,C/V\,NOUN,loup,3,,
401,68,3,de,de,68,PRE,Pre,Pre,de,C/(e)\,ADP,de,10,,
402,68,4,pansee,pansee,68,NOM:obj:femi:sg,N,N,,C/V\.'C/V\./(e)\,NOUN,pensée,3,,
403,68,5,mal,mal,68,ADV,Adv,Adv,mal3,C/V\,ADV,mal,10,,
404,68,6,sainne,sainne,68,ADJ:obj:femi:sg,Adj,Adj,,'C/V\.C/(e)\,ADJ,sain,8,,
405,69,1,li,li,69,DET:def:suj:masc:sg,Det,Det,le,C/V\,DET,le,10,,
406,69,2,aigneax,aigneax,69,NOM:suj:masc:sg,N,N,,/V\.'C/V\,NOUN,agneau,0,,
407,69,3,de,de,69,PRE,Pre,Pre,de,C/(e)\,ADP,de,10,,
408,69,4,simple,simple,69,ADJ:obj:masc:sg,Adj,Adj,,'C/V\.C/(e)\,ADJ,simple,9,,
409,69,5,coraige,coraige,69,NOM:obj:masc:sg,N,N,,C/V\.'C/V\.C/(e)\,NOUN,courage,9,,
410,70,1,bevoit,bevoit,70,VER:impf:3:sg,Vfin,Vfin,boire,C/V\.'C/V\,VERB,boire,10,,
411,70,2,au,au,70,PREDET:a:obj:masc:sg,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,,
412,70,3,desoz,desoz,70,ADV,PrA,PrA,dessous,C/V\.'C/V\,ADP|ADV,dessous,10,,
413,70,4,dou,dou,70,PREDET:de:obj:masc:sg,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,
414,70,5,rivaige,rivaige,70,NOM:obj:masc:sg,N,N,,C/V\.'C/V\.C/(e)\,NOUN,rivage,8,,
415,71,1,grant,grant,71,ADJ:obj:femi:sg,Adj,Adj,grand,C/V\,ADJ,grand,10,,
416,71,2,paour,paour,71,NOM:obj:femi:sg,N,N,,C/(V)\.'/V\,NOUN,peur,8,,
417,71,3,ai,ai,71,VER:pres:3:sg,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
418,71,4,ne,ne,71,PRO:clit,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
419,71,5,seit,seit,71,VER:pres:3:sg,Vfin,Vfin,savoir,C/V\,VERB,savoir,10,,
420,71,6,qu,qu,71,PROCON,Qux,Qux,que,C/\,PRON,que,10,,
421,71,7,il,il,71,PRO:pers:suj:3:masc:sg:unb,Prn,Prn$,il,/V\,PRON,il,10,,
422,71,8,face,face,71,VER:subp:3:sg,Vfin,Vfin,faire,'C/V\.C/(e)\,VERB,faire,10,,
423,72,1,quar,quar,72,CON:coord,Crd,Crd,car,C/V\,CCONJ,car,10,,
424,72,2,ysegrins,ysegrins,72,NPR:suj:masc:sg,N,N,,/V\.C/e\.'C/V\,NOUN,isserin,-10,Insengrin,DMF
425,72,3,fort,fort,72,ADJ:obj:masc:sg,Adv,Adv,fort,C/V\,ADV,fort,10,,
426,72,4,le,le,72,PRO:pers:obj:3:masc:sg:unb,Prn,Prn$$,le,C/(e)\,PRON,le,10,,
427,72,5,menace,menace,72,VER:pres:3:sg,Vfin,Vfin,,C/V\.'C/V\.C/(e)\,VERB,menacer,8,,
428,73,1,"""","""",73,PON:cit,Pnc,Pnc,,,PUNCT,"""",9,,
429,73,2,mavais,mavais,73,ADJ:suj:masc:sg,Adj,Adj,,C/V\.'C/V\,ADJ,mauvais,9,,
430,73,3,aigneax,aigneax,73,NOM:suj:masc:sg,N,N,,/V\.'C/V\,NOUN,agneau,0,,
431,73,4,"""","""",73,PON:cit,Pnc,Pnc,,,PUNCT,"""",9,,
432,73,5,dit,dit,73,VER:pres:3:sg,Vfin,Vfin,dire,C/V\,VERB,dire,10,,
433,73,6,li,li,73,DET:def:suj:masc:sg,Det,Det,le,C/V\,DET,le,10,,
434,73,7,traites,traites,73,NOM:suj:masc:sg,N,N,,C/V\.'C/V\.C/e\,PROPN|NOUN,traite|traître|traité,-1,traité,DMF
435,74,1,"""","""",74,PON:cit,Pnc,Pnc,,,PUNCT,"""",9,,
436,74,2,a,a,74,PRE,Pre,Pre,à,/V\,ADP,à,10,,
437,74,3,la,la,74,DET:def:obj:femi:sg,Det,Det,le,C/V\,DET,le,10,,
438,74,4,fontaigne,fontaigne,74,NOM:obj:femi:sg,N,N,,C/V\.'C/V\.C/(e)\,NOUN,fontaine,9,,
439,74,5,mar,mar,74,ADV,Adv,Adv,mar,C/V\,ADV,mar,10,,
440,74,6,venites,venites,74,VER:simp:2:pl,Vfin,Vfin,venir,C/V\.'C/V\.C/e\,VERB,venir,10,,
441,75,1,vos,vos,75,PRO:pers:2:pl,Prn,Prn$,vous,C/V\,PRON,vous,10,,
442,75,2,m',m',75,PRO:pers:obj:1:sg:unb,Prn,Prn$$,me,C/\,PRON,me,10,,
443,75,3,avez,avez,75,VER:pres:2:pl,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10,,
444,75,4,corrociez,corrociez,75,VER:pper:masc:pl,Vpp,Vpp,,C/V\.C/V\.'C/V\,VERB,courroucer,9,,
445,75,5,sanz,sanz,75,PRE,Pre,Pre,sans,C/V\,ADP,sans,10,,
446,75,6,dote,dote,75,NOM:obj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,dote,5,,
447,76,1,l',l',76,DET:def:obj:femi:sg,Det,Det,le,C/\,DET,le,10,,
448,76,2,aigue,aigue,76,NOM:obj:femi:sg,N,N,,'/V\.C/(e)\,NOUN,aigue,8,,
449,76,3,m',m',76,PRO:pers:obj:1:sg:unb,Prn,Prn$$,me,C/\,PRON,me,10,,
450,76,4,avez,avez,76,VER:pres:2:pl,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10,,
451,76,5,troblee,troblee,76,VER:pper:femi:sg,Vpp,Vpp,,C/V\.'C/V\./(e)\,VERB,troubler,9,,
452,76,6,tote,tote,76,DET:ind:obj:femi:sg,QIs,QIs,tout,'C/V\.C/(e)\,ADV,tout,10,,
453,76,7,"""","""",76,PON:cit,Pnc,Pnc,,,PUNCT,"""",9,,
454,77,1,l',l',77,DET:def:suj:masc:sg,Det,Det,le,C/\,DET,le,10,,
455,77,2,aigneax,aigneax,77,NOM:suj:masc:sg,N,N,,/V\.'C/V\,NOUN,agneau,0,,
456,77,3,se,se,77,PROCON,Prn,Prn$$,se,C/(e)\,PRON,se,10,,
457,77,4,deffent,deffent,77,VER:pres:3:sg,Vfin,Vfin,défendre,C/V\.'C/V\,VERB,défendre,10,,
458,77,5,per,per,77,PRE,Pre,Pre,par,C/V\,ADP,par,10,,
459,77,6,raison,raison,77,NOM:obj:femi:sg,N,N,,C/V\.'C/V\,NOUN,raison,8,,
460,78,1,dit,dit,78,VER:pres:3:sg,Vfin,Vfin,dire,C/V\,VERB,dire,10,,
461,78,2,qu,qu,78,PROCON,Sub,Sub,que,C/\,SCONJ,que,10,,
462,78,3,il,il,78,PRO:pers:suj:3:masc:sg:unb,Prn,Prn$,il,/V\,PRON,il,10,,
463,78,4,n,n,78,PRO:clit,Neg,Neg$$,ne,C/\,ADV,ne,10,,
464,78,5,i,i,78,PRO:clit,Prn,Prn$$,y2,/V\,PRON,y,10,,
465,78,6,pensa,pensa,78,VER:simp:3:sg,Vfin,Vfin,penser,C/V\.'C/V\,VERB,penser,10,,
466,78,7,traison,traison,78,NOM:obj:femi:sg,N,N,,C/V\.C/V\.'C/V\,NOUN,trahison,5,,
467,79,1,mais,mais,79,CON:coord,Crd,Crd,mais,C/V\,CCONJ,mais,10,,
468,79,2,sovant,sovant,79,ADV,Adv,Adv,souvent,C/V\.'C/V\,ADV,souvent,10,,
469,79,3,trait,trait,79,VER:pres:3:sg,Vfin,Vfin,traire,C/V\,VERB,traire,10,,
470,79,4,per,per,79,PRE,Pre,Pre,par,C/V\,ADP,par,10,,
471,79,5,sa,sa,79,DET:poss:obj:femi:sg,Det,Det,son4,C/V\,DET,son,10,,
472,79,6,nature,nature,79,NOM:obj:femi:sg,N,N,,C/V\.'C/V\.C/(e)\,NOUN,nature,8,,
473,80,1,l',l',80,DET:def:suj:femi:sg,Det,Det,le,C/\,DET,le,10,,
474,80,2,aigue,aigue,80,NOM:suj:femi:sg,N,N,,'/V\.C/(e)\,NOUN,aigue,8,,
475,80,3,corrant,corrant,80,VER:ppre,Vprs,Vprs,courir,C/V\.'C/V\,VERB,courir,10,,
476,80,4,en,en,80,PRE,Pre,Pre,en,/V\,ADP,en,10,,
477,80,5,soi,soi,80,PRO:pers:obj:3:masc:sg:bet,Prn,Prn,soi,C/V\,PRON,soi,10,,
478,80,6,ordure,ordure,80,NOM:obj:femi:sg,N,N,,/V\.'C/V\.C/(e)\,NOUN,ordure,9,,
479,81,1,avuec,avuec,81,PRE,PrA,PrA,avec,/V\.'C/V\,ADP,avec,10,,
480,81,2,ce,ce,81,PRO:invar,Prn,Prn,ce,C/(e)\,PRON,ce,10,,
481,81,3,l',l',81,DET:def:suj:femi:sg,Det,Det,le,C/\,DET,le,10,,
482,81,4,aigue,aigue,81,NOM:suj:femi:sg,N,N,,'/V\.C/(e)\,NOUN,aigue,8,,
483,81,5,est,est,81,VER:pres:3:sg,Vfin,Vfin,être,/V\,VERB,être,10,,
484,81,6,douce,douce,81,ADJ:suj:femi:sg,Adj,Adj,doux,'C/V\.C/(e)\,ADJ,doux,10,,
485,81,7,et,et,81,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10,,
486,81,8,clere,clere,81,ADJ:suj:femi:sg,Adj,Adj,clair,'C/V\.C/(e)\,ADJ,clair,10,,
487,82,1,ne,ne,82,PRO:clit,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10,,
488,82,2,n,n,82,PRO:clit,Neg,Neg$$,ne,C/\,ADV,ne,10,,
489,82,3,est,est,82,VER:pres:3:sg,Vfin,Vfin,être,/V\,VERB,être,10,,
490,82,4,toble,toble,82,ADJ:suj:femi:sg,Adj,Adj,,'C/V\.C/(e)\,ADJ,touble,-10,double,DMF
491,82,5,ne,ne,82,PRO:clit,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10,,
492,82,6,n,n,82,PRO:clit,Neg,Neg$$,ne,C/\,ADV,ne,10,,
493,82,7,est,est,82,VER:pres:3:sg,Vfin,Vfin,être,/V\,VERB,être,10,,
494,82,8,amere,amere,82,ADJ:suj:femi:sg,Adj,Adj,,/V\.'C/V\.C/(e)\,ADJ,amer,9,,
495,83,1,li,li,83,DET:def:suj:masc:sg,Det,Det,le,C/V\,DET,le,10,,
496,83,2,lous,lous,83,NOM:suj:masc:sg,N,N,,C/V\,NOUN,loup,3,,
497,83,3,crie,crie,83,VER:pres:3:sg,Vfin,Vfin,crier,'C/V\./(e)\,VERB,crier,10,,
498,83,4,"""","""",83,PON:cit,Pnc,Pnc,,,PUNCT,"""",9,,
499,83,5,tu,tu,83,PRO:pers:suj:2:sg:unb,Prn,Prn$,tu,C/V\,PRON,tu,10,,
500,83,6,me,me,83,PRO:pers:obj:1:sg:unb,Prn,Prn$$,me,C/(e)\,PRON,me,10,,
501,83,7,menaces,menaces,83,VER:pres:2:sg,Vfin,Vfin,,C/V\.'C/V\.C/e\,VERB,menacer,8,,
502,84,1,ne,ne,84,PRO:clit,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
503,84,2,fes,fes,84,VER:pres:1:sg,Vfin,Vfin,faire,C/V\,VERB,faire,10,,
504,84,3,sire,sire,84,NOM:suj:masc:sg,N,N,,'C/V\.C/(e)\,NOUN,sire,11,,
505,84,4,salves,salves,84,ADJ:obj:femi:pl,Adj,Adj,,'C/V\.C/e\,ADJ,sauver,2,,
506,84,5,voz,voz,84,DET:poss:obj:femi:pl,Det,Det,votre,C/V\,DET,votre,10,,
