wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,Vorschlag_IR
1799,262,2,autre,autre,312,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10,
1800,262,3,enfermeté,enfermeté,312,N,N,,/V\.C/V\.C/e\.'C/V\,NOUN,enfermeté,9,
1801,262,4,diverse,diverse,312,QIs,QIs,divers,C/V\.'C/V\.C/(e)\,ADJ,divers,10,
1802,263,1,Que,que,313,Qux,Qux,que,C/(e)\,ADJ|ADV|DET|PRON,que,10,
1803,263,2,par,par,313,Pre,Pre,par,C/V\,ADP,par,10,
1804,263,3,elle,elle,313,Prn,Prn,elle,'/V\.C/(e)\,PRON,elle,10,
1805,263,4,ne,ne,313,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,
1806,263,5,fust,fust,313,Vfin,Vfin,être,C/V\,VERB,être,10,
1807,263,6,delivre,delivre,313,Adj,Adj,,C/V\.'C/V\.C/(e)\,ADJ,délivre,8,
1808,263,7,;,;,313,Pnc,Pnc,,,PUNCT,;,9,
1809,264,1,A,a,314,Pre,Pre,à,/V\,ADP,à,10,
1810,264,2,peu,peu,314,N,N,peu,C/V\,PROPN|NOUN,peu,10,
1811,264,3,les,les,314,Det,Det,le,C/V\,DET,le,10,
1812,264,4,mors,mors,314,Vpp,Vpp,mourir,C/V\,VERB,mourir,10,
1813,264,5,feroit,feroit,314,Vfin,Vfin,faire,C/V\.'C/V\,VERB,faire,10,
1814,264,6,revivre,revivre,314,Vinf,Vinf,revivre,C/V\.'C/V\.C/(e)\,VERB,revivre,10,
1815,264,7,",",",",314,Pnc,Pnc,,,PUNCT,",",9,
1816,265,1,Qui,qui,315,Qux,Qux,qui,C/V\,PRON,qui,10,
1817,265,2,bien,bien,315,Adv,Adv,bien,C/V\,ADV,bien,10,
1818,265,3,en,en,315,Prn,Prn$$,en2,/V\,PRON,en,10,
1819,265,4,saroit,saroit,315,Vfin,Vfin,être,C/V\.'C/V\,VERB,être,10,
1820,265,5,prendre,prendre,315,Vinf,Vinf,prendre,'C/V\.C/(e)\,VERB,prendre,10,
1821,265,6,a,a,315,Pre,Pre,à,/V\,ADP,à,10,
1822,265,7,point,point,315,N,N,,C/V\,NOUN,point,8,
1823,266,1,Les,les,316,Det,Det,le,C/V\,DET,le,10,
1824,266,2,vertus,vertus,316,N,N,,C/V\.'C/V\,NOUN,vertu,8,
1825,266,3,",",",",316,Pnc,Pnc,,,PUNCT,",",9,
1826,266,4,sanz,sanz,316,Pre,Pre,sans,C/V\,ADP,sans,10,
1827,266,5,y,y,316,Prn,Prn$,y2,/V\,PRON,y,10,
1828,266,6,faillir,faillir,316,Vinf,Vinf,faillir,C/V\.'C/V\,VERB,faillir,10,
1829,266,7,point,point,316,Neg,Neg,point2,C/V\,ADV,point,10,
1830,266,8,.,.,316,Pnc,Pnc,,,PUNCT,.,9,
1831,267,1,Mon,mon,317,Det,Det,mon,C/V\,DET,mon,10,
1832,267,2,pere,pere,317,N,N,,'C/V\.C/(e)\,NOUN,père,3,
1833,267,3,avoit,avoit,317,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10,
1834,267,4,ceste,ceste,317,Dem,Dem,cist,'C/V\.C/(e)\,PRON,cist,10,
1835,267,5,trouvee,trouvee,317,Vpp,Vpp,trouver,C/V\.'C/V\./(e)\,VERB,trouver,10,
1836,268,1,Et,et,318,Crd,Crd,et,/V\,CCONJ,et,10,
1837,268,2,par,par,318,Pre,Pre,par,C/V\,ADP,par,10,
1838,268,3,maintes,maintes,318,QIs,QIs,maint,'C/V\.C/e\,DET,maint,10,
1839,268,4,fois,fois,318,N,N,,C/V\,NOUN,fois,3,
1840,268,5,esprouvee,esprouvee,318,Vpp,Vpp,,/V\.C/V\.'C/V\./(e)\,VERB,éprouver,9,
1841,268,6,",",",",318,Pnc,Pnc,,,PUNCT,",",9,
1842,269,1,Dont,dont,319,Qux,Qux,dont,C/V\,PRON,dont,10,
1843,269,2,maint,maint,319,QIs,QIs,maint,C/V\,PRON,maint,10,
1844,269,3,en,en,319,Prn,Prn$$,en2,/V\,PRON,en,10,
1845,269,4,furent,furent,319,Vfin,Vfin,être,'C/V\.C/e\,VERB,être,10,
1846,269,5,eschappé,eschappé,319,Vpp,Vpp,,/V\.C/V\.'C/V\,VERB,échapper,9,
1847,269,6,",",",",319,Pnc,Pnc,,,PUNCT,",",9,
1848,270,1,Que,que,320,Qux,Qux,que,C/(e)\,ADJ|ADV|DET|PRON,que,10,
1849,270,2,Mort,mort,320,N,N,,C/V\,PROPN|NOUN,mort|mors,-1,mort
1850,270,3,avoit,avoit,320,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10,
1851,270,4,presqu,presqu,320,Adv,Adv,presque,C/V\,ADV,presque,10,
1852,270,5,atrappé,atrappé,320,Vpp,Vpp,,/V\.C/V\.'C/V\,VERB,attraper,6,
1853,270,6,.,.,320,Pnc,Pnc,,,PUNCT,.,9,
1854,271,1,Que,que,321,Qux,Qux,que,C/(e)\,PRON,que,10,
1855,271,2,vous,vous,321,Prn,Prn$$,vous,C/V\,PRON,vous,10,
1856,271,3,en,en,321,Prn,Prn$$,en2,/V\,PRON,en,10,
1857,271,4,yroie,yroie,321,Vfin,Vfin,aller,/V\.'C/V\./(e)\,VERB,aller,10,
1858,271,5,disant,disant,321,Vprs,Vprs,dire,C/V\.'C/V\,VERB,dire,10,
1859,271,6,?,?,321,Pnc,Pnc,,,PUNCT,?,9,
1860,272,1,Grant,grant,322,Adj,Adj,grand,C/V\,ADJ,grand,10,
1861,272,2,ennui,ennui,322,N,N,,/V\.'C/V\,NOUN,ennui,8,
1862,272,3,seroit,seroit,322,Vfin,Vfin,être,C/V\.'C/V\,VERB,être,10,
1863,272,4,au,au,322,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,
1864,272,5,lisant,lisant,322,Vprs,Vprs,lire,C/V\.'C/V\,VERB,lire,10,
1865,273,1,Et,et,323,Crd,Crd,et,/V\,CCONJ,et,10,
1866,273,2,aux,aux,323,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,
1867,273,3,escoutans,escoutans,323,Vprs,Vprs,écouter,/V\.C/V\.'C/V\,VERB,écouter,10,
1868,273,4,meis_me_ment,meismement,323,Adv,Adv,,C/V\.C/e\.'C/V\,ADV,mêmement,9,
1869,273,5,",",",",323,Pnc,Pnc,,,PUNCT,",",9,
1870,274,1,Se,se,324,Sub,Sub,si3,C/(e)\,SCONJ,si,10,
1871,274,2,disoie,disoie,324,Vfin,Vfin,dire,C/V\.'C/V\./(e)\,VERB,dire,10,
1872,274,3,nommeement,nommeement,324,Adv,Adv,,C/V\.C/V\.C/e\.'C/V\,ADV,nommément,9,
1873,275,1,Toutes,toutes,325,QIs,QIs,tout,'C/V\.C/e\,DET,tout,10,
1874,275,2,les,les,325,Det,Det,le,C/V\,DET,le,10,
1875,275,3,vertus,vertus,325,N,N,,C/V\.'C/V\,NOUN,vertu,8,
1876,275,4,des,des,325,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,
1877,275,5,joyaulx,joyaulx,325,N,N,,C/V\.'C/V\,NOUN,joyau,9,
1878,275,6,",",",",325,Pnc,Pnc,,,PUNCT,",",9,
1879,276,1,Que,que,326,Qux,Qux,que,C/(e)\,PRON,que,10,
1880,276,2,mon,mon,326,Det,Det,mon,C/V\,DET,mon,10,
1881,276,3,pere,pere,326,N,N,,'C/V\.C/(e)\,NOUN,père,3,
1882,276,4,ot,ot,326,Vfin,Vfin,avoir,/V\,VERB,avoir,10,
1883,276,5,",",",",326,Pnc,Pnc,,,PUNCT,",",9,
1884,276,6,qui,qui,326,Qux,Qux,qui,C/V\,PRON,qui,10,
1885,276,7,fu,fu,326,Vfin,Vfin,être,C/V\,VERB,être,10,
1886,276,8,loyaulx,loyaulx,326,Adj,Adj,,C/V\.'C/V\,ADJ,loyal,9,
1887,276,9,",",",",326,Pnc,Pnc,,,PUNCT,",",9,
1888,277,1,Ne,ne,327,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,
1889,277,2,le,le,327,Prn,Prn$$,le,C/(e)\,PRON,le,10,
1890,277,3,dy,dy,327,Vfin,Vfin,dire,C/V\,VERB,dire,10,
1891,277,4,pour,pour,327,Pre,Pre,pour,C/V\,ADP,pour,10,
1892,277,5,lui,lui,327,Prn,Prn$,lui,C/V\,PRON,lui,10,
1893,277,6,alouser,alouser,327,Vinf,Vinf,,/V\.C/V\.'C/V\,VERB,aloser,9,
1894,277,7,",",",",327,Pnc,Pnc,,,PUNCT,",",9,
1895,278,1,Mais,mais,328,Crd,Crd,mais,C/V\,CCONJ,mais,10,
1896,278,2,pour,pour,328,Pre,Pre,pour,C/V\,ADP,pour,10,
1897,278,3,voir,voir,328,N,N,voir2,C/V\,PROPN|NOUN,voir,10,
1898,278,4,dire,dire,328,Vinf,Vinf,dire,'C/V\.C/(e)\,VERB,dire,10,
1899,278,5,",",",",328,Pnc,Pnc,,,PUNCT,",",9,
1900,278,6,sanz,sanz,328,Pre,Pre,sans,C/V\,ADP,sans,10,
1901,278,7,ruser,ruser,328,Vinf,Vinf,,C/V\.'C/V\,VERB,ruser,6,
1902,278,8,;,;,328,Pnc,Pnc,,,PUNCT,;,9,
1903,279,1,Tous,tous,329,QIs,QIs,tout,C/V\,PRON,tout,10,
1904,279,2,les,les,329,Prn,Prn,le,C/V\,PRON,le,10,
1905,279,3,puisa,puisa,329,Vfin,Vfin,,C/V\.'C/V\,VERB,puiser,9,
1906,279,4,en,en,329,Pre,Pre,en,/V\,ADP,en,10,
1907,279,5,la,la,329,Det,Det,le,C/V\,DET,le,10,
1908,279,6,fonteine,fonteine,329,N,N,,C/V\.'C/V\.C/(e)\,NOUN,fontaine,9,
1909,280,1,Parfonde,parfonde,330,Adj,Adj,,C/V\.'C/V\.C/(e)\,ADJ,parfond,8,
1910,280,2,",",",",330,Pnc,Pnc,,,PUNCT,",",9,
1911,280,3,clere,clere,330,Adj,Adj,clair,'C/V\.C/(e)\,ADJ,clair,10,
1912,280,4,et,et,330,Crd,Crd,et,/V\,CCONJ,et,10,
1913,280,5,tres,tres,330,Adv,Adv,très,C/V\,ADV,très,10,
1914,280,6,haultaine,haultaine,330,Adj,Adj,,C/V\.'C/V\.C/(e)\,ADJ,hautain,8,
1915,280,7,.,.,330,Pnc,Pnc,,,PUNCT,.,9,
1916,281,1,Ne,ne,331,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,
1917,281,2,sçay,sçay,331,Vfin,Vfin,savoir,C/V\,VERB,savoir,10,
1918,281,3,a,a,331,Pre,Pre,à,/V\,ADP,à,10,
1919,281,4,quoy,quoy,331,Qux,Qux,que,C/V\,PRON,que,10,
1920,281,5,plus,plus,331,Adv,Adv,plus,C/V\,ADV,plus,10,
1921,281,6,en,en,331,Prn,Prn$$,en2,/V\,PRON,en,10,
1922,281,7,nommasse,nommasse,331,Vfin,Vfin,,C/V\.'C/V\.C/(e)\,VERB,nommer,9,
1923,281,8,?,?,331,Pnc,Pnc,,,PUNCT,?,9,
1924,282,1,Je,je,332,Prn,Prn$,je,C/(e)\,PRON,je,10,
1925,282,2,vous,vous,332,Prn,Prn$$,vous,C/V\,PRON,vous,10,
1926,282,3,dy,dy,332,Vfin,Vfin,dire,C/V\,VERB,dire,10,
1927,282,4,tout,tout,332,QIs,QIs,tout,C/V\,ADV,tout,10,
1928,282,5,en,en,332,Pre,Pre,en,/V\,ADP,en,10,
1929,282,6,une,une,332,QIs,QIs,un,'/V\.C/(e)\,DET,un,10,
1930,282,7,masse,masse,332,N,N,,'C/V\.C/(e)\,NOUN,masse,3,
1931,282,8,:,:,332,Pnc,Pnc,,,PUNCT,:,9,
1932,283,1,Que,que,333,Sub,Sub,que,C/(e)\,SCONJ,que,10,
1933,283,2,de,de,333,Pre,Pre,de,C/(e)\,ADP,de,10,
1934,283,3,tel,tel,333,Adj,Adj,tel,C/V\,ADJ,tel,10,
1935,283,4,avoir,avoir,333,N,N,avoir2,/V\.'C/V\,NOUN,avoir,10,
1936,283,5,fu,fu,333,Vfin,Vfin,être,C/V\,VERB,être,10,
1937,283,6,si,si,333,Adv,Adv,si4,C/V\,ADV,si,10,
1938,283,7,riches,riches,333,Adj,Adj,riche,'C/V\.C/e\,ADJ,riche,10,
1939,284,1,Que,que,334,Sub,Sub,que,C/(e)\,SCONJ,que,10,
1940,284,2,il,il,334,Prn,Prn$,il,/V\,PRON,il,10,
1941,284,3,ne,ne,334,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,
1942,284,4,donnast,donnast,334,Vfin,Vfin,donner,C/V\.'C/V\,VERB,donner,10,
1943,284,5,pas,pas,334,Neg,Neg,pas,C/V\,ADV,pas,10,
1944,284,6,.II.,.ii.,334,QIs,QIs,deux,C/V\,NUM,deux,10,
1945,284,7,miches,miches,334,N,N,,'C/V\.C/e\,NOUN,miche,9,
1946,285,1,De,de,335,Pre,Pre,de,C/(e)\,ADP,de,10,
1947,285,2,tout,tout,335,QIs,QIs,tout,C/V\,DET,tout,10,
1948,285,3,l,l,335,Det,Det,le,C/\,DET,le,10,
1949,285,4,avoir,avoir,335,N,N,avoir2,/V\.'C/V\,PROPN|NOUN,avoir,10,
1950,285,5,Octovien,octovien,335,N,N,,/V\.C/V\.C/{V}\.'/V\,PROPN,Octovien,5,
1951,285,6,",",",",335,Pnc,Pnc,,,PUNCT,",",9,
1952,286,1,Mieulx,mieulx,336,Adv,Adv,mieux,C/V\,ADV,mieux,10,
1953,286,2,prisast,prisast,336,Vfin,Vfin,priser,C/V\.'C/V\,VERB,priser,10,
1954,286,3,le,le,336,Det,Det,le,C/(e)\,DET,le,10,
1955,286,4,sens,sens,336,N,N,,C/V\,NOUN,sens,8,
1956,286,5,Gallien,gallien,336,N,N,,C/V\.C/{V}\.'/V\,PROPN,Gallien,9,
1957,286,6,",",",",336,Pnc,Pnc,,,PUNCT,",",9,
1958,287,1,Contre,contre,337,PrA,PrA,contre3,'C/V\.C/(e)\,ADP,contre,10,
1959,287,2,le,le,337,Det,Det,le,C/(e)\,DET,le,10,
1960,287,3,tresor,tresor,337,N,N,,C/V\.'C/V\,NOUN,trésor,8,
1961,287,4,",",",",337,Pnc,Pnc,,,PUNCT,",",9,
1962,287,5,qu,qu,337,Qux,Qux,que,C/\,PRON,que,10,
1963,287,6,il,il,337,Prn,Prn$,il,/V\,PRON,il,10,
1964,287,7,avoit,avoit,337,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10,
1965,287,8,",",",",337,Pnc,Pnc,,,PUNCT,",",9,
1966,288,1,D,d,338,Pre,Pre,de,C/\,ADP,de,10,
1967,288,2,autre,autre,338,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10,
1968,288,3,avoir,avoir,338,N,N,avoir2,/V\.'C/V\,PROPN|NOUN,avoir,10,
1969,288,4,envie,envie,338,N,N,,/V\.'C/V\./(e)\,NOUN,envie,8,
1970,288,5,n,n,338,Neg,Neg$$,ne,C/\,ADV,ne,10,
1971,288,6,avoit,avoit,338,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10,
1972,288,7,.,.,338,Pnc,Pnc,,,PUNCT,.,9,
1973,289,1,Ma,ma,339,Det,Det,mon,C/V\,DET,mon,10,
1974,289,2,mere,mere,339,N,N,,'C/V\.C/(e)\,NOUN,mère,3,
1975,289,3,",",",",339,Pnc,Pnc,,,PUNCT,",",9,
1976,289,4,qui,qui,339,Qux,Qux,qui,C/V\,PRON,qui,10,
1977,289,5,fu,fu,339,Vfin,Vfin,être,C/V\,VERB,être,10,
1978,289,6,grant,grant,339,Adj,Adj,grand,C/V\,ADJ,grand,10,
1979,289,7,et,et,339,Crd,Crd,et,/V\,CCONJ,et,10,
1980,289,8,lee,lee,339,Adj,Adj,lé,'C/V\./(e)\,ADJ,lé,10,
1981,290,1,Et,et,340,Crd,Crd,et,/V\,CCONJ,et,10,
1982,290,2,plus,plus,340,Adv,Adv,plus,C/V\,ADV,plus,10,
1983,290,3,preux,preux,340,Adj,Adj,preux,C/V\,ADJ,preux,10,
1984,290,4,que,que,340,Sub,Sub,que,C/(e)\,SCONJ,que,10,
1985,290,5,Panthasellee,panthasellee,340,N,N,,C/V\.C/V\.C/e\.'C/V\./(e)\,PROPN,Panthasselée,6,
1986,291,1,(,(,341,Pnc,Pnc,,,PUNCT,(,9,
1987,291,2,Dieu,dieu,341,N,N,,C/V\,PROPN,Dieu,3,
1988,291,3,proprement,proprement,341,Adv,Adv,,C/V\.C/e\.'C/V\,ADV,proprement,9,
1989,291,4,la,la,341,Prn,Prn$$,le,C/V\,PRON,le,10,
1990,291,5,compassa,compassa,341,Vfin,Vfin,,C/V\.C/V\.'C/V\,VERB,compasser,9,
1991,291,6,!,!,341,Pnc,Pnc,,,PUNCT,!,9,
1992,291,7,),),341,Pnc,Pnc,,,PUNCT,),9,
1993,291,8,",",",",341,Pnc,Pnc,,,PUNCT,",",9,
1994,292,1,En,en,342,Pre,Pre,en,/V\,ADP,en,10,
1995,292,2,tous,tous,342,QIs,QIs,tout,C/V\,DET,tout,10,
1996,292,3,cas,cas,342,N,N,,C/V\,NOUN,cas,3,
1997,292,4,",",",",342,Pnc,Pnc,,,PUNCT,",",9,
1998,292,5,mon,mon,342,Det,Det,mon,C/V\,DET,mon,10,
1999,292,6,pere,pere,342,N,N,,'C/V\.C/(e)\,NOUN,père,3,
2000,292,7,passa,passa,342,Vfin,Vfin,passer,C/V\.'C/V\,VERB,passer,10,
2001,293,1,De,de,343,Pre,Pre,de,C/(e)\,ADP,de,10,
2002,293,2,sens,sens,343,N,N,,C/V\,NOUN,sens,8,
2003,293,3,",",",",343,Pnc,Pnc,,,PUNCT,",",9,
2004,293,4,de,de,343,Pre,Pre,de,C/(e)\,ADP,de,10,
2005,293,5,puissance,puissance,343,N,N,,C/V\.'C/V\.C/(e)\,NOUN,puissance,8,
2006,293,6,et,et,343,Crd,Crd,et,/V\,CCONJ,et,10,
2007,293,7,de,de,343,Pre,Pre,de,C/(e)\,ADP,de,10,
2008,293,8,pris,pris,343,N,N,,C/V\,NOUN,prix,3,
2009,293,9,",",",",343,Pnc,Pnc,,,PUNCT,",",9,
2010,294,1,Non,non,344,Neg,Neg,ne,C/V\,ADV,ne,10,
2011,294,2,obstant,obstant,344,Adv,Adv,obstant,/V\.'C/V\,ADV,obstant,10,
2012,294,3,eust,eust,344,Vfin,Vfin,avoir,/(V)\.'/V\,VERB,avoir,10,
2013,294,4,il,il,344,Prn,Prn%,il,/V\,PRON,il,10,
2014,294,5,moult,moult,344,QIs,QIs,moult,C/V\,ADV,moult,10,
2015,294,6,appris,appris,344,Vpp,Vpp,apprendre,/V\.'C/V\,VERB,apprendre,10,
2016,294,7,",",",",344,Pnc,Pnc,,,PUNCT,",",9,
2017,295,1,Et,et,345,Crd,Crd,et,/V\,CCONJ,et,10,
2018,295,2,fu,fu,345,Vfin,Vfin,être,C/V\,VERB,être,10,
2019,295,3,royne,royne,345,N,N,,C/(V)\.'/V\.C/(e)\,NOUN,reine,8,
2020,295,4,couronnee,couronnee,345,Vpp,Vpp,,C/V\.C/V\.'C/V\./(e)\,VERB,couronner,9,
2021,295,5,",",",",345,Pnc,Pnc,,,PUNCT,",",9,
2022,296,1,Tres,tres,346,Adv,Adv,très,C/V\,ADV,très,10,
2023,296,2,adoncques,adoncques,346,Adv,Adv,adonc,/V\.'C/V\.C/e\,ADV,adonc,10,
2024,296,3,qu,qu,346,Sub,Sub,que,C/\,SCONJ,que,10,
2025,296,4,elle,elle,346,Prn,Prn$,elle,'/V\.C/(e)\,PRON,elle,10,
2026,296,5,fut,fut,346,Vfin,Vfin,être,C/V\,VERB,être,10,
2027,296,6,nee,nee,346,Vpp,Vpp,naître,'C/V\./(e)\,VERB,naître,10,
2028,296,7,.,.,346,Pnc,Pnc,,,PUNCT,.,9,
2029,297,1,De,de,347,Pre,Pre,de,C/(e)\,ADP,de,10,
2030,297,2,sa,sa,347,Det,Det,son4,C/V\,DET,son,10,
2031,297,3,vertu,vertu,347,N,N,,C/V\.'C/V\,NOUN,vertu,8,
2032,297,4,",",",",347,Pnc,Pnc,,,PUNCT,",",9,
2033,297,5,de,de,347,Pre,Pre,de,C/(e)\,ADP,de,10,
2034,297,6,sa,sa,347,Det,Det,son4,C/V\,DET,son,10,
2035,297,7,puissance,puissance,347,N,N,,C/V\.'C/V\.C/(e)\,NOUN,puissance,8,
2036,298,1,Chacun,chacun,348,QIs,QIs,chacun,C/V\.'C/V\,PRON,chacun,10,
2037,298,2,a,a,348,Vfin,Vfin,avoir,/V\,VERB,avoir,10,
2038,298,3,assez,assez,348,Adv,Adv,assez,/V\.'C/V\,ADV,assez,10,
2039,298,4,cognoissence,cognoissence,348,N,N,,C/V\.C/V\.'C/V\.C/(e)\,NOUN,connaissance,6,
2040,298,5,.,.,348,Pnc,Pnc,,,PUNCT,.,9,
2041,299,1,Il,il,349,Prn,Prn$,il,/V\,PRON,il,10,
2042,299,2,appert,appert,349,Vfin,Vfin,aparoir,/V\.'C/V\,VERB,aparoir,10,
2043,299,3,qu,qu,349,Sub,Sub,que,C/\,SCONJ,que,10,
2044,299,4,elle,elle,349,Prn,Prn$,elle,'/V\.C/(e)\,PRON,elle,10,
2045,299,5,n,n,349,Neg,Neg$$,ne,C/\,ADV,ne,10,
2046,299,6,est,est,349,Vfin,Vfin,être,/V\,VERB,être,10,
2047,299,7,oyseuse,oyseuse,349,Adj,Adj,,/V\.'C/V\.C/(e)\,ADJ,oiseux,8,
2048,300,1,Nul,nul,350,QIs,QIs,nul,C/V\,DET,nul,10,
2049,300,2,temps,temps,350,N,N,,C/V\,NOUN,temps,8,
2050,300,3,et,et,350,Crd,Crd,et,/V\,CCONJ,et,10,
2051,300,4,",",",",350,Pnc,Pnc,,,PUNCT,",",9,
2052,300,5,sanz,sanz,350,Pre,Pre,sans,C/V\,ADP,sans,10,
2053,300,6,estre,estre,350,Vinf,Vinf,être,'/V\.C/(e)\,VERB,être,10,
2054,300,7,noiseuse,noiseuse,350,Adj,Adj,,C/V\.'C/V\.C/(e)\,ADJ,noiseux,9,
2055,300,8,",",",",350,Pnc,Pnc,,,PUNCT,",",9,
2056,301,1,Chacun,chacun,351,QIs,QIs,chacun,C/V\.'C/V\,PRON,chacun,10,
2057,301,2,endroit,endroit,351,PrA,PrA,endroit,/V\.'C/V\,ADP,endroit,10,
2058,301,3,soy,soy,351,Prn,Prn,soi,C/V\,PRON,soi,10,
2059,301,4,embesongne,embesongne,351,Vfin,Vfin,,/V\.C/e\.'C/V\.C/(e)\,VERB,embesogner,9,
2060,302,1,De,de,352,Pre,Pre,de,C/(e)\,ADP,de,10,
2061,302,2,mainte,mainte,352,QIs,QIs,maint,'C/V\.C/(e)\,DET,maint,10,
2062,302,3,diverse,diverse,352,QIs,QIs,divers,C/V\.'C/V\.C/(e)\,ADJ,divers,10,
2063,302,4,besongne,besongne,352,N,N,,C/V\.'C/V\.C/(e)\,NOUN,besogne,8,
2064,302,5,",",",",352,Pnc,Pnc,,,PUNCT,",",9,
2065,303,1,Et,et,353,Crd,Crd,et,/V\,CCONJ,et,10,
2066,303,2,bien,bien,353,Adv,Adv,bien,C/V\,ADV,bien,10,
2067,303,3,pevent,pevent,353,Vfin,Vfin,pouvoir2,'C/V\.C/e\,VERB,pouvoir,10,
2068,303,4,estre,estre,353,Vinf,Vinf,être,'/V\.C/(e)\,VERB,être,10,
2069,303,5,prouvees,prouvees,353,Vpp,Vpp,,C/V\.'C/V\./e\,VERB,prouver,9,
2070,304,1,Ses,ses,354,Det,Det,son4,C/V\,DET,son,10,
2071,304,2,œuvres,œuvres,354,N,N,,'C/V\.C/e\,NOUN,couvre,-10,œuvre
2072,304,3,",",",",354,Pnc,Pnc,,,PUNCT,",",9,
2073,304,4,partout,partout,354,Adv,Adv,partout,C/V\.'C/V\,ADV,partout,10,
2074,304,5,sont,sont,354,Vfin,Vfin,être,C/V\,VERB,être,10,
2075,304,6,trouvees,trouvees,354,Vpp,Vpp,trouver,C/V\.'C/V\./e\,VERB,trouver,10,
2076,304,7,;,;,354,Pnc,Pnc,,,PUNCT,;,9,
2077,305,1,Moult,moult,355,QIs,QIs,moult,C/V\,ADV,moult,10,
2078,305,2,en,en,355,Prn,Prn$$,en2,/V\,PRON,en,10,
2079,305,3,fait,fait,355,Vfin,Vfin,faire,C/V\,VERB,faire,10,
2080,305,4,tous,tous,355,QIs,QIs,tout,C/V\,DET,tout,10,
2081,305,5,les,les,355,Det,Det,le,C/V\,DET,le,10,
2082,305,6,jours,jours,355,N,N,,C/V\,NOUN,jour,8,
2083,305,7,de,de,355,Pre,Pre,de,C/(e)\,ADP,de,10,
2084,305,8,belles,belles,355,Adj,Adj,beau,'C/V\.C/e\,ADJ,beau,10,
2085,305,9,;,;,355,Pnc,Pnc,,,PUNCT,;,9,
2086,306,1,Qui,qui,356,Qux,Qux,qui,C/V\,PRON,qui,10,
2087,306,2,vouldroit,vouldroit,356,Vfin,Vfin,vouloir,C/V\.'C/V\,VERB,vouloir,10,
2088,306,3,toutes,toutes,356,QIs,QIs,tout,'C/V\.C/e\,PRON,tout,10,
2089,306,4,compter,compter,356,Vinf,Vinf,conter,C/V\.'C/V\,VERB,conter,10,
2090,306,5,celles,celles,356,Dem,Dem,cil,'C/V\.C/e\,PRON,cil,10,
2091,307,1,Qu,qu,357,Qux,Qux,que,C/\,PRON,que,10,
2092,307,2,elle,elle,357,Prn,Prn$,elle,'/V\.C/(e)\,PRON,elle,10,
2093,307,3,a,a,357,Vfin,Vfin,avoir,/V\,VERB,avoir,10,
2094,307,4,faites,faites,357,Vpp,Vpp,faire,'C/V\.C/e\,VERB,faire,10,
2095,307,5,et,et,357,Crd,Crd,et,/V\,CCONJ,et,10,
2096,307,6,tous,tous,357,QIs,QIs,tout,C/V\,DET,tout,10,
2097,307,7,jours,jours,357,N,N,,C/V\,NOUN,jour,8,
2098,307,8,fait,fait,357,Vfin,Vfin,faire,C/V\,VERB,faire,10,
2099,307,9,",",",",357,Pnc,Pnc,,,PUNCT,",",9,
2100,308,1,Il,il,358,Prn,Prn$,il,/V\,PRON,il,10,
2101,308,2,n,n,358,Neg,Neg$$,ne,C/\,ADV,ne,10,
2102,308,3,aroit,aroit,358,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10,
2103,308,4,jamais,jamais,358,Adv,Adv,jamais,C/V\.'C/V\,ADV,jamais,10,
2104,308,5,nul,nul,358,QIs,QIs,nul,C/V\,DET,nul,10,
2105,308,6,jour,jour,358,N,N,,C/V\,NOUN,jour,8,
2106,308,7,fait,fait,358,Vpp,Vpp,faire,C/V\,VERB,faire,10,
2107,308,8,.,.,358,Pnc,Pnc,,,PUNCT,.,9,
2108,309,1,Ancienne,ancienne,359,Adj,Adj,,/V\.C/{V}\.'/V\.C/(e)\,ADJ,ancien,8,
2109,309,2,est,est,359,Vfin,Vfin,être,/V\,VERB,être,10,
2110,309,3,",",",",359,Pnc,Pnc,,,PUNCT,",",9,
2111,309,4,sanz,sanz,359,Pre,Pre,sans,C/V\,ADP,sans,10,
2112,309,5,enviellir,enviellir,359,Vinf,Vinf,,/V\.C/V\.'C/V\,VERB,envieillir,9,
2113,309,6,",",",",359,Pnc,Pnc,,,PUNCT,",",9,
2114,310,1,Et,et,360,Crd,Crd,et,/V\,CCONJ,et,10,
2115,310,2,ne,ne,360,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,
2116,310,3,peut,peut,360,Vfin,Vfin,pouvoir2,C/V\,VERB,pouvoir,10,
