lex_id,syll_str,in_el,fin_el,ms,backwards dd
gastees,vvs,n,n,,
gastement,vsv,n,n,,
gastent,vs,n,n,,
gaster,vv,n,n,,
gasterait,vsv,n,n,,
gasterent,vvs,n,n,,
gastez,vv,n,n,,
gastines,vvs,n,n,,
gastinois,vvv,n,n,,
gastoit,vv,n,n,,
gatineis,vvv,n,n,,
gauche,vs,n,y,,
gaudias,vvv,n,n,,
gaudin,vv,n,n,,
gaudine,vvs,n,y,,
gaudonville,vvvs,n,y,,
gauffres,vs,n,n,,
gaugis,vv,n,n,,
gaunt,v,n,n,,
gauriere,vvs,n,y,,
gaut,v,n,n,,
gauter,vv,n,n,,
gautier,vv,n,n,,
gautiers,vv,n,n,,
gauvain,vv,n,n,,
gauvains,vv,n,n,,
gauwains,vv,n,n,,
gay,v,n,n,,
gayement,vsv,n,n,,
ge,s,n,y,y,
gebecier,vvv,n,n,,
gect,v,n,n,,
gecta,vv,n,n,,
gectees,vvs,n,n,,
gecter,ev,n,n,,
gectez,vv,n,n,,
gectoit,vv,n,n,,
gehi,ev,n,n,,
gehir,ev,n,n,,
gehiray,evv,n,n,,
gehsemani,vvvv,n,n,,
geicter,vv,n,n,,
gel,v,n,n,y,
gelé,ev,n,n,,
gelee,evs,n,y,,
gelfon,vv,n,n,,
gelfus,vv,n,n,,
geline,evs,n,y,,
gelle,vs,n,y,,
geme,vs,n,y,,
gemé,ev,n,n,,
gemir,vv,n,n,,
gemire,ev,n,n,,
gemirez,evv,n,n,,
gemissement,evsv,n,n,,
gemist,ev,n,n,,
gemme,vs,n,y,,
gemmee,vvs,n,y,,
gemmes,vs,n,n,,
gemmez,vv,n,n,,
gendarmes,vvs,n,n,,
gendre,vs,n,y,,
gendres,vs,n,n,,
generacion,esvdd,n,n,,
generacions,esvdd,n,n,,
generations,esvdd,n,n,,
generou,vsv,n,n,,
genest,ev,n,n,,
genetra,evv,n,n,,
genever,vsv,n,n,,
genevoys,vsv,n,n,,
gengle,vs,n,y,,
gengloient,vvs,n,n,,
genice,evs,n,y,,
genie,vvs,n,y,,
geniluns,evv,n,n,,
genin,ev,n,n,,
genitoires,vvvs,n,n,,
geniture,vvvs,n,y,,
genius,vvv,n,n,,
genmés,vv,n,n,,
genoillons,vvv,n,n,,
genoilz,ev,n,n,,
genois,ev,n,n,,
genols,ev,n,n,,
genolz,ev,n,n,,
genoulx,ev,n,n,,
genoulz,ev,n,n,,
genous,ev,n,n,,
genoux,ev,n,n,,
genouz,ev,n,n,,
gens,v,n,n,,
gent,v,n,n,,
gente,vs,n,y,,
gentelisse,vsvs,n,y,,
gentement,vsv,n,n,,
gentes,vs,n,n,,
gentiels,vv,n,n,,
gentiex,vv,n,n,,
gentil,vv,n,n,,
gentile,vvs,n,y,,
gentilesce,vvvs,n,y,,
gentilhomme,vvvs,n,y,,
gentill,vv,n,n,,
gentillece,vvvs,n,y,,
gentilleche,vvvs,n,y,,
gentillesse,vvvs,n,y,,
gentils,vv,n,n,,
gentilz,vv,n,n,,
gentis,vv,n,n,,
gentius,vv,n,n,,
gentiux,vv,n,n,,
gentix,vv,n,n,,
gentiz,vv,n,n,,
genvier,vv,n,n,,
genz,v,n,n,,
george,vs,n,y,,
gerarchies,vvvs,n,n,,
gerars,vv,n,n,,
gerart,vv,n,n,,
gerault,vv,n,n,,
gerbert,vv,n,n,,
gerers,vv,n,n,,
gergonne,vvs,n,y,,
geri,vv,n,n,,
gerin,vv,n,n,,
gerins,vv,n,n,,
germain,vv,n,n,,
germaine,vvs,n,y,,
germains,vv,n,n,,
germanie,vvs,n,y,,
germe,vs,n,y,,
germein,vv,n,n,,
germes,vs,n,n,,
germiner,vvv,n,n,,
germinera,vvsv,n,n,,
gernun,vv,n,n,,
geron,ev,n,n,,
geronnee,vvvs,n,y,,
gerpir,vv,n,n,,
gerpis,vv,n,n,,
gerpissent,vvs,n,n,,
gerra,ev,n,n,,
gerrai,ev,n,n,,
gerras,ev,n,n,,
gerre,vs,n,y,,
gerredon,vsv,n,n,,
gerrer,vv,n,n,,
gerrés,ev,n,n,,
gerrez,ev,n,n,,
ges,v,n,n,,
gés,v,n,n,,
gesir,vv,n,n,,
gesoit,ev,n,n,,
gesqu,v,n,n,,
gesqu',v,n,n,,
gesques,vs,n,n,,
geste,vs,n,y,,
gestes,vs,n,n,,
geta,ev,n,n,,
getai,ev,n,n,,
getas,ev,n,n,,
gete,vs,n,y,,
geté,ev,n,n,,
geteir,ev,n,n,,
getent,vs,n,n,,
geter,ev,n,n,,
geteroit,esv,n,n,,
getés,ev,n,n,,
getet,vs,n,y,,
getét,ev,n,n,,
getez,ev,n,n,,
getier,ev,n,n,,
getoient,evs,n,n,,
getoit,ev,n,n,,
geton,ev,n,n,,
getta,ev,n,n,,
gettent,vs,n,n,,
getterent,evs,n,n,,
gettes,vs,n,n,,
gettez,ev,n,n,,
geu,v,n,n,=jeu,
geü,hv,n,n,ppart gesir,
geule,vs,n,y,,
geune,vs,n,y,,
geunes,vs,n,n,,
geus,v,n,n,,
geusse,hvs,n,y,,
geust,hv,n,n,,
geuz,v,n,n,,
gezir,ev,n,n,,
gherarchie,vvvs,n,y,,
giaus,v,n,n,,
gibet,vv,n,n,,
gibét,vv,n,n,,
gibier,vv,n,n,,
giboin,vvv,n,n,,
gicter,vv,n,n,,
gié,v,n,n,,
giens,v,n,n,,
giet,v,n,n,,
gieta,vv,n,n,,
gietast,vv,n,n,,
giete,vs,n,y,,
gieté,vv,n,n,,
gietent,vs,n,n,,
gieu,v,n,n,,
gieus,v,n,n,,
gigue,vs,n,y,,
gigues,vs,n,n,,
gile,vs,n,y,,
gille,vs,n,y,,
giller,vv,n,n,,
gilles,vs,n,n,,
gillot,vv,n,n,,
gingembre,vvs,n,y,,
gipon,vv,n,n,,
girard,vv,n,n,,
girfalcs,vv,n,n,,
giroffle,vvs,n,y,,
girofle,vvs,n,y,,
giron,vv,n,n,,
gironnees,vvvs,n,n,,
girons,vv,n,n,,
girra,vv,n,n,,
girras,vv,n,n,,
giruns,vv,n,n,,
gis,v,n,n,,
gisans,vv,n,n,,
gisant,vv,n,n,,
gise,vs,n,y,,
giseit,vv,n,n,,
gisent,vs,n,n,,
gisiés,vv,n,n,,
gisir,vv,n,n,,
gisoie,vvs,n,y,,
gisoit,vv,n,n,,
gissant,vv,n,n,,
gist,v,n,n,,
gita,vv,n,n,,
gitad,vv,n,n,,
gité,vv,n,n,,
giter,vv,n,n,,
giterent,vvs,n,n,,
gitez,vv,n,n,,
gitoient,vvs,n,n,,
gittons,vv,n,n,,
giu,v,n,n,raouli: variant of 'jeu',
giü,vv,n,n,???,
giz,v,n,n,,
glace,vs,n,y,,
glaces,vs,n,n,,
glache,vs,n,y,,
glacheus,vv,n,n,,
glacier,vv,n,n,,
glacon,vv,n,n,,
glaçon,vv,n,n,,
gladies,vvs,n,n,,
glai,v,n,n,,
glaive,vs,n,y,,
glan,v,n,n,,
glant,v,n,n,,
glapey,vv,n,n,,
glas,v,n,n,,
glatissant,vvv,n,n,,
glazaus,vv,n,n,,
glinas,vv,n,n,,
glise,vs,n,y,,
gloire,vs,n,y,,
glore,vs,n,y,,
glorefierent,vsdds,n,n,,
gloriae,vvv,n,n,Lat. Borrow.,
glorie,vs,n,y,,
glorieus,vdd,n,n,,
glorieuse,vdds,n,y,,
glorieusement,vddsv,n,n,,
glorieux,vdd,n,n,,
glorifiee,vvdds,n,y,,
glorifier,vvvv,n,n,,
glorifierai,vvvsv,n,n,,
glorios,vvv,n,n,,
glorious,vvv,n,n,,
glorius,vvv,n,n,,
glosai,vv,n,n,,
glose,vs,n,y,,
gloses,vs,n,n,,
glotun,vv,n,n,,
glouton,vv,n,n,,
gloutonnie,vvvs,n,y,,
gloutrenie,vsvs,n,y,,
glouz,v,n,n,,
gloz,v,n,n,,
glui,v,n,n,,
glus,v,n,n,,
glutun,vv,n,n,,
go,v,n,n,,
gociaumes,vvs,n,n,,
godefrois,vsv,n,n,,
godet,vv,n,n,,
godin,vv,n,n,,
goent,vs,n,n,3pl joir,
gofanon,vvv,n,n,,
goï,vv,n,n,,
goie,vs,n,y,,
goir,vv,n,n,,
goist,vv,n,n,,
golä,vs,n,y,,
golet,vv,n,n,,
golgota,vvv,n,n,,
golous,vv,n,n,,
golouse,vvs,n,y,,
golousee,vvvs,n,y,,
golouses,vvs,n,n,,
gombaus,vv,n,n,,
gombaut,vv,n,n,,
gomme,vs,n,y,,
gonfanon,vvv,n,n,,
gonfanoniers,vvvv,n,n,,
gonfroicort,vvv,n,n,,
gonne,vs,n,y,,
gonphanons,vvv,n,n,,
gontier,vv,n,n,,
gorge,vs,n,y,,
gorgerin,vsv,n,n,,
gorgerins,vsv,n,n,,
gorgete,vvs,n,y,,
gorhon,vv,n,n,,
gormand,vv,n,n,,
gormund,vv,n,n,,
gorre,vs,n,y,,
gorrier,vv,n,n,,
gort,v,n,n,,
gos,v,n,n,,
gosteir,vv,n,n,,
got,v,n,n,,
gotte,vs,n,n,,
gouernance,vvvs,n,y,,
gouerne,vvs,n,y,,
gouerneit,vvv,n,n,,
gouerneraie,vvsvs,n,y,,
gouernet,vvs,n,y,,
goule,vs,n,y,,
goulee,vvs,n,y,,
goulouse,vvs,n,y,,
goulousé,vvv,n,n,,
goulousee,vvvs,n,y,,
goupil,vv,n,n,,
gourdinette,vvvs,n,y,,
gourmandise,vvvs,n,y,,
gousiers,vv,n,n,,
goust,v,n,n,,
goustay,vv,n,n,,
gouste,vs,n,y,,
gousté,vv,n,n,,
gouster,vv,n,n,,
gousteroit,vsv,n,n,,
goutas,vv,n,n,,
goute,vs,n,y,,
goutes,vs,n,n,,
goutte,vs,n,y,,
gouverna,vvv,n,n,,
gouvernance,vvvs,n,y,,
gouvernasses,vvvs,n,n,,
gouvernast,vvv,n,n,,
gouverne,vvs,n,y,,
gouverné,vvv,n,n,,
gouvernemens,vvsv,n,n,,
gouvernement,vvsv,n,n,,
gouvernent,vvs,n,n,,
gouverner,vvv,n,n,,
gouvernere,vvvs,n,y,,
gouvernerent,vvvs,n,n,,
gouverneresse,vvsvs,n,y,,
gouverneur,vvv,n,n,,
gouverneurs,vvv,n,n,,
gouvernez,vvv,n,n,,
gouvernons,vvv,n,n,,
gouvrena,vvv,n,n,,
gouvrener,vsv,n,n,,
gouvrenés,vsv,n,n,,
governal,vvv,n,n,,
governe,vvs,n,y,,
governer,vvv,n,n,,
governera,vvsv,n,n,,
governét,vvv,n,n,,
governoit,vsv,n,n,,
gowier,vv,n,n,,
goyeres,vvs,n,n,,
graaigneur,avv,n,n,,
graanté,avv,n,n,,
graantee,avvs,n,y,,
graantera,avsv,n,n,,
grabatum,vvv,n,n,,
grace,vs,n,y,,
graces,vs,n,n,,
graci,vv,n,n,,
graciae,vvv,n,n,Lat. Borrow.,
gracie,vvs,n,y,,
gracient,vvs,n,n,,
gracies,vs,n,n,=graces,
gracieulx,vvv,n,n,,
gracieus,vdd,n,n,,
gracieuse,vvvs,n,y,,
gracieusement,vddsv,n,n,,
gracieuses,vdds,n,n,,
gracieuseté,vvvsv,n,n,,
gracieux,vdd,n,n,,
graciez,vvv,n,n,,
graciier,vvv,n,n,,
graciiés,vvv,n,n,,
gracius,vdd,n,n,,
gracyés,vdd,n,n,,
gradilie,vvs,n,y,,
graigne,vs,n,y,,
graignor,vv,n,n,,
graile,vs,n,y,,
graille,vs,n,y,,
grailles,vs,n,n,,
graillét,vv,n,n,,
graim,v,n,n,,
graime,vs,n,y,,
grain,v,n,n,,
graindres,vs,n,n,,
graines,vs,n,n,,
graingnor,vv,n,n,,
grains,v,n,n,,
grainsdor,vv,n,n,,
graisse,vs,n,y,,
gramaire,vvs,n,y,,
gramie,vvs,n,y,,
gramoier,vvv,n,n,,
gran,v,n,n,,
granche,vs,n,y,,
granche-vuyde,vsvs,n,y,,
grand,v,n,n,,
grande,vs,n,y,,
grandement,vsv,n,n,,
grandes,vs,n,n,,
grandesime,vsvs,n,y,,
grandeur,vv,n,n,,
grandor,vv,n,n,,
grands,v,n,n,,
grange,vs,n,y,,
granges,vs,n,n,,
grangne,vs,n,n,,
granment,vv,n,n,,
grans,v,n,n,,
grant,v,n,n,,
granta,vv,n,n,,
grantasse,vvs,n,y,,
granter,vv,n,n,,
grantez,vv,n,n,,
grantment,vv,n,n,,
granz,v,n,n,,
gras,v,n,n,,
grasce,vs,n,y,,
grasces,vs,n,n,,
grascieuse,vvvs,n,y,,
grasiiés,vvv,n,n,,
grasse,vs,n,y,,
grassét,vv,n,n,,
grassettes,vvs,n,n,,
grassieuse,vdds,n,y,,
gratant,vv,n,n,,
grate,vs,n,y,,
gratent,vs,n,n,,
grater,vv,n,n,,
gratia,vss,n,n,hard for verse rules...,
gratieulx,vdd,n,n,,
gratieus,vdd,n,n,,
gratieux,vdd,n,n,,
graus,v,n,n,,
gravanter,vvv,n,n,,
gravee,vvs,n,y,,
gravele,vvs,n,y,,
graventer,vvv,n,n,,
gravois,vv,n,n,,
grazes,vs,n,n,,
gre,v,n,n,,
gré,v,n,n,,
grece,vs,n,y,,
grecs,v,n,n,,
gred,v,n,n,,
gréd,v,n,n,,
greer,vv,n,n,,
gref,v,n,n,,
grefe,vs,n,y,,
greffes,vs,n,n,,
greffier,vv,n,n,,
grefve,vs,n,y,,
grefves,vs,n,n,,
gregnor,vv,n,n,,
grei,v,n,n,,
greigneur,vv,n,n,,
greigneurs,vv,n,n,,
greigniure,vvs,n,y,,
greignor,vv,n,n,,
greignur,vv,n,n,,
greile,vs,n,y,,
greingneurs,vv,n,n,,
greingnor,vv,n,n,,
greinur,vv,n,n,,
greinurs,vv,n,n,,
greit,v,n,n,,
grelier,ev,n,n,,
grenon,ev,n,n,,
grenons,ev,n,n,,
grenos,ev,n,n,,
grés,v,n,n,,
gresce,vs,n,y,,
gresille,evs,n,y,,
gresle,vs,n,y,,
greslete,vvs,n,y,,
gresse,vs,n,y,,
gret,v,n,n,,
grét,v,n,n,,
greu,v,n,n,,
greva,ev,n,n,,
grevain,ev,n,n,,
grevaine,svs,n,y,,
grevains,ev,n,n,,
grevance,evs,n,y,,
grevast,ev,n,n,,
greve,vs,n,y,,
grevé,ev,n,n,,
grevée,evs,n,y,,
greveinne,evs,n,y,,
grevement,vsv,n,n,,
grever,ev,n,n,,
grevera,esv,n,n,,
greverai,vsv,n,n,,
greveus,vv,n,n,,
grevez,ev,n,n,,
grevoient,evs,n,n,,
grevons,ev,n,n,,
grevous,ev,n,n,,
grevout,ev,n,n,,
grez,v,n,n,,
grezois,ev,n,n,,
gri,v,n,n,,
grief,v,n,n,,
griefment,vv,n,n,,
griefs,v,n,n,,
griefté,vv,n,n,,
griefve,vs,n,y,,
griefz,v,n,n,,
griege,vs,n,y,,
griement,vv,n,n,= griefment (no schwa),
griés,v,n,n,,
griesve,vs,n,y,,
grieté,vhv,n,n,unusual use of hiatus,
grieu,v,n,n,=grecs ?,
grieus,v,n,n,=grecs,
grieve,vs,n,y,,
grifaigne,vvs,n,y,,
griffon,vv,n,n,,
grifons,vv,n,n,,
grigeis,vv,n,n,,
grignés,vv,n,n,,
grignor,vv,n,n,,
grigny,vv,n,n,,
grimaire,vvs,n,y,,
grimbert,vv,n,n,,
grimbiers,vv,n,n,,
grimuche,vvs,n,y,,
gringnars,vv,n,n,,
gringnour,vv,n,n,,
gris,v,n,n,,
grise,vs,n,y,,
griseldis,vvv,n,n,,
grisle,vs,n,y,,
grizain,vv,n,n,,
groiseles,vvs,n,n,,
groiselier,vsv,n,n,,
groisseur,vv,n,n,,
grollai,vv,n,n,,
grollei,vv,n,n,,
grolley,vv,n,n,,
gron,v,n,n,,
gronssier,vv,n,n,,
grontere,vvs,n,y,,
gros,v,n,n,,
grosette,vvs,n,y,,
grosse,vs,n,y,,
grossement,vsv,n,n,,
grosses,vs,n,n,,
grossette,vvs,n,y,,
grossez,vv,n,n,,
grouce,vs,n,y,,
grouchant,vv,n,n,,
groucier,vv,n,n,,
groz,v,n,n,,
grue,vs,n,y,,
grues,vs,n,n,,
grueuse,vvs,n,y,,
gruign,v,n,n,,
gry,v,n,n,,
guage,vs,n,y,,
guaige,vs,n,y,,
guaimente,vvs,n,y,,
guain,v,n,n,,
guaire,vs,n,y,,
guaires,vs,n,n,,
guairëz,vs,n,n,,
gualoné,vvv,n,n,,
guant,v,n,n,,
guarant,vv,n,n,,
guarantir,vvv,n,n,,
guaranz,vv,n,n,,
guard,v,n,n,,
guardarai,vsv,n,n,,
guarde,vs,n,y,,
guardé,vv,n,n,,
guardeir,vv,n,n,,
guardent,vs,n,n,,
guarder,vv,n,n,,
guardet,vs,n,y,,
guardez,vv,n,n,,
guardouent,vvs,n,n,,
guardrat,vv,n,n,,
guarent,vv,n,n,,
guares,vs,n,n,,
guarét,vv,n,n,,
guari,vv,n,n,,
guarir,vv,n,n,,
guarirunt,vvv,n,n,,
guarisun,vvv,n,n,,
guarit,vv,n,n,,
guarnir,vv,n,n,,
guarnit,vv,n,n,,
guarniz,vv,n,n,,
guarra,vv,n,n,,
guarrantisun,vvvv,n,n,,
guarri,vv,n,n,,
guart,v,n,n,,
guascuinz,vv,n,n,,
guasteus,vv,n,n,,
gue,v,n,n,,
gué,v,n,n,,
gueire,vs,n,y,,
gueires,vs,n,n,,
gueitassent,vvs,n,n,,
gueites,vs,n,n,,
gueline,vvs,n,y,,
guenchir,vv,n,n,,
guenchissoit,vvv,n,n,,
guencissent,vvs,n,n,,
guencist,vv,n,n,,
guenelon,vsv,n,n,,
guenelun,vsv,n,n,,
guenes,vs,n,n,,
guerbin,vv,n,n,,
guerdon,vv,n,n,,
guerdonne,vvs,n,y,,
guerdonné,vvv,n,n,,
guerdonnerons,vvsv,n,n,,
guere,vs,n,y,,
gueredon,vsv,n,n,,
gueredoner,vsvv,n,n,,
gueredonner,vsvv,n,n,,
gueredons,vsv,n,n,,
gueredun,vsv,n,n,,
guereduner,vsvv,n,n,,
gueres,vs,n,n,,
gueri,vv,n,n,,
guerie,vvs,n,y,,
guerier,vv,n,n,,
gueriiét,vvv,n,n,,
guerioit,vvv,n,n,,
guerir,vv,n,n,,
gueris,vv,n,n,,
guerison,vvv,n,n,,
guerist,vv,n,n,,
guerle,vvs,n,y,,
guermente,vvs,n,y,,
guermentoit,vvv,n,n,,
gueron,vv,n,n,,
guerpera,vsv,n,n,,
guerpi,vv,n,n,,
guerpide,vvs,n,y,,
guerpie,vvs,n,y,,
guerpir,vv,n,n,,
guerpira,vvv,n,n,,
guerpirai,vvv,n,n,,
guerpirat,vvv,n,n,,
guerpiré,vvv,n,n,,
guerpireie,vvvs,n,y,,
guerpirent,vvs,n,n,,
guerpissent,vvs,n,n,,
guerpit,vv,n,n,,
guerrai,vv,n,n,,
guerre,vs,n,y,,
guerredon,vsv,n,n,,
guerredonne,vsvs,n,y,,
guerredonnerai,vsvsv,n,n,,
guerredonnez,vsvv,n,n,,
guerredons,vsv,n,n,,
guerredun,vsv,n,n,,
guerreer,vhv,n,n,,
guerres,vs,n,n,,
guerrëz,vs,n,n,,
guerri,vv,n,n,,
guerria,vvv,n,n,,
guerriast,vvv,n,n,,
guerrier,vv,n,n,,
guerriere,vvs,n,y,,
guerriers,vv,n,n,,
guerriier,vvv,n,n,,
guerris,vv,n,n,,
guerroie,vvs,n,y,,
guerroié,vvv,n,n,,
guerroient,vvs,n,n,,
guerroier,vvv,n,n,,
guerroiez,vvv,n,n,,
guerroiié,vvv,n,n,,
guerroiier,vvv,n,n,,
gues,v,n,n,,
gués,v,n,n,,
guet,v,n,n,,
guét,v,n,n,,
guete,vs,n,y,,
gueterons,vsv,n,n,,
gueuldry,vv,n,n,,
gueule,vs,n,y,,
guez,v,n,n,,
gui,v,n,n,,
guiad,vv,n,n,,
guibor,vv,n,n,,
guice,vs,n,y,,
guicet,vv,n,n,,
guide,vs,n,y,,
guie,vs,n,y,,
guient,vs,n,n,,
guierdon,vv,n,n,,
guiere,vs,n,y,,
guiez,vv,n,n,,
guigues,vs,n,n,,
guile,vs,n,y,,
guiler,vv,n,n,,
guillaume,vvs,n,y,,
guillealmes,vvs,n,n,,
guillelme,vvs,n,y,,
guillelmes,vvs,n,n,,
guillemette,vsvs,n,y,,
guillot,vv,n,n,,
guion,vv,n,n,,
guiout,vv,n,n,,
guiron,vv,n,n,,
guis,v,n,n,,
guisarmes,vvs,n,n,,
guischus,vv,n,n,,
guise,vs,n,y,,
guises,vs,n,n,,
guisse,vs,n,y,,
guit,v,n,n,,
guitechin,vsv,n,n,,
guithechin,vsv,n,n,,
guithechins,vsv,n,n,,
guitume,vvs,n,y,,
guivre,vs,n,y,,
guize,vs,n,y,,
gule,vs,n,y,,
gulpist,vv,n,n,,
gunfanum,vvv,n,n,,
gunfanun,vvv,n,n,,
guron,vv,n,n,,
gurpira,vvv,n,n,,
gurpis,vv,n,n,,
gurpissem,vvv,n,n,,
gurpissen,vvs,n,n,,
gurpit,vv,n,n,,
gurz,v,n,n,,
gusta,vv,n,n,,
gustai,vv,n,n,,
guste,vs,n,y,,
gusté,vv,n,n,,
gusteras,vsv,n,n,,
gutes,vs,n,n,,
guverner,vvv,n,n,,
guvernerad,vvsv,n,n,,
guvernes,vvs,n,n,,
guvernur,vvv,n,n,,
guydons,vv,n,n,,
guyse,vs,n,n,,
gwai,v,n,n,,
gysant,vv,n,n,,
H,v,n,n,letter name,
ha,v,y,n,,
haa,v,n,n,,
habaiz,vvv,n,n,,
habandonne,vvvs,y,y,,
habandonné,vvvv,y,n,,
habandonnés,vvvv,y,n,,
habandonnoit,vvvv,y,n,,
habileté,vvsv,y,n,,
habille,vvs,y,y,,
habilles,vvs,y,n,,
habis,vv,n,n,,
habit,vv,n,n,,
habitacion,vvvdd,y,n,,
habitacions,vvvdd,y,n,,
habite,vvs,y,y,,
habiter,vvv,y,n,,
habites,vvs,y,n,,
habitude,vvvs,n,y,,
habitz,vv,n,n,,
habiz,vv,n,n,,
habondance,vvvs,y,y,,
habondans,vvv,y,n,,
habonde,vvs,y,y,,
habundanment,vvvv,y,n,,
habunde,vvs,y,y,,
habundeusement,vvvsv,n,n,,
hace,vs,n,y,,
hache,vs,n,y,,
haches,vs,n,n,,
hachie,vvs,n,y,,
hacquenees,vsvs,n,n,,
haez,vs,n,n,,
hahan,vv,n,n,,
hahay,vv,n,n,,
hahsiere,vvs,n,y,,
hai,v,y,n,excl.,
haï,vv,n,n,ppart hair,
haie,vs,n,y,"noun, hedge",
haïe,vvs,n,y,ppart hair,
haies,vs,n,n,,
haiez,vv,y,n,<avoir,
haiir,vv,n,n,,
hailassent,vvs,y,n,,
haillon,vv,n,n,,
haimer,vv,n,n,,
haimés,vv,n,n,,
haimet,vv,n,n,,
haimez,vv,n,n,,
hainau,vv,n,n,,
haine,avs,n,y,,
haineuse,avvs,n,y,,
haingre,vs,n,y,,
hainmes,vs,n,n,,
hainnau,vv,n,n,,
hainne,vvs,n,y,,
hainon,vv,n,n,,
haioient,vvs,n,n,,
hair,vv,n,n,,
háir,v,y,n,=air,
haire,vs,n,y,,
hairon,vv,n,n,,
hais,vv,n,n,,
haiscent,vvs,n,n,,
haissent,vvs,n,n,,
haist,vv,n,n,,
haistivemant,vvsv,n,n,,
hait,v,n,n,,
haite,vs,n,y,,
haité,vv,n,n,,
haitee,vvs,n,y,,
haités,vv,n,n,,
haitié,vv,n,n,,
haitier,vv,n,n,,
haities,vvs,n,n,,
haitiét,vv,n,n,,
haitiez,vv,n,n,,
haiz,vv,n,n,,
halas,vv,y,n,,
halés,vv,n,n,,
hallebardes,vsvs,n,n,,
haloi,vv,n,n,,
halois,vv,n,n,,
hals,v,n,n,,
halt,v,n,n,,
haltains,vv,n,n,,
halte,vs,n,y,,
haltece,vvs,n,y,,
halteclere,vsvs,n,y,,
haltement,vsv,n,n,,
haltes,vs,n,n,,
haltesce,vvs,n,y,,
halz,v,n,n,,
halzor,vv,n,n,,
ham,v,n,n,,
han,v,n,n,,
hanap,vv,n,n,,
hanas,vv,n,n,,
hanc,v,n,n,,
hance,vs,n,y,,
hances,vs,n,n,,
hanches,vs,n,n,,
hanepier,vsv,n,n,,
hanir,vv,n,n,,
hannap,vv,n,n,,
hannibal,vvv,n,n,,
hanque,vs,n,y,,
hanste,vs,n,y,,
hanstes,vs,n,n,,
hanté,vv,n,n,,
hanter,vv,n,n,,
hantey,vv,n,n,,
hantier,vv,n,n,,
hantonne,vvs,n,y,,
hantoune,vvs,n,y,,
haoit,av,n,n,,
haper,vv,n,n,,
happaille,vvs,n,y,,
happay,vv,n,n,,
happe,vs,n,y,,
happé,vv,n,n,,
happer,vv,n,n,,
happeray,vsv,n,n,,
harangue,vvs,n,y,,
harau,vv,n,n,,
harberge,vvs,n,y,,
harbergement,vvsv,n,n,,
harberger,vvv,n,n,,
harbergier,vvv,n,n,,
hardel,vv,n,n,,
hardemant,vsv,n,n,,
hardemanz,vsv,n,n,,
hardemens,vsv,n,n,,
hardement,vsv,n,n,,
hardeoit,vsv,n,n,,
hardi,vv,n,n,,
hardie,vvs,n,y,,
hardiel,vv,n,n,,
hardiement,vvhv,n,n,,
hardiere,vvs,n,y,,
hardiesse,vvvs,n,y,,
hardiment,vvv,n,n,,
hardis,vv,n,n,,
hardiz,vv,n,n,,
hardré,vv,n,n,,
hardres,vs,n,n,,
hardrez,vv,n,n,,
hardy,vv,n,n,,
hareus,vv,n,n,,
harie,vvs,n,y,,
harlé,vv,n,n,,
harnas,vv,n,n,,
harnois,vv,n,n,,
harnoys,vv,n,n,,
haro,vv,n,n,,
haron,vv,n,n,,
harouge,vvs,n,y,,
harperes,vvs,n,n,,
harpes,vs,n,n,,
harpeur,vhv,n,n,,
harra,vv,n,n,,
harrai,vv,n,n,,
harrés,vv,n,n,,
hars,v,n,n,,
hart,v,n,n,,
has,v,n,n,,
hasart,vv,n,n,,
hasche,vs,n,y,,
haschie,vvs,n,y,,
haspee,vvs,n,y,,
haspre,vs,n,y,,
hast,v,n,n,,
hasta,vv,n,n,,
hastain,vv,n,n,,
hastains,vv,n,n,,
hastainz,vv,n,n,,
hastant,vv,n,n,,
haste,vs,n,y,,
hastee,vvs,n,y,,
hasteis,vv,n,n,,
haster,vv,n,n,,
hastés,vv,n,n,,
hastez,vv,n,n,,
hastieu,vv,n,n,,
hastieuement,vvsv,n,n,,
hastievement,vvsv,n,n,,
hastis,vv,n,n,,
hastiue,vvs,n,n,,
hastive,vvs,n,y,,
hastivement,vvsv,n,n,,
hastons,vv,n,n,,
hastot,vv,n,n,,
hatement,vsv,n,n,,
haterel,vsv,n,n,,
hateriel,vvrr,n,n,,
hatez,vv,n,n,,
hatiez,vv,n,n,,
hatif,vv,n,n,,
hatis,vv,n,n,,
hau,v,n,n,,
hauberc,vv,n,n,,
haubergier,vvv,n,n,,
haubergons,vvv,n,n,,
haubers,vv,n,n,,
haubregier,vvv,n,n,,
hauce,vs,n,y,,
hauche,vs,n,y,,
hauchier,vv,n,n,,
hauchiez,vv,n,n,,
haucier,vv,n,n,,
hauciez,vv,n,n,,
haudas,vv,n,n,,
hauls,v,n,n,,
haulsié,vv,n,n,,
hault,v,n,n,,
haultaine,vvs,n,y,,
haultaines,vvs,n,n,,
haultains,vv,n,n,,
haulte,vs,n,y,,
haultece,vvs,n,y,,
haulteines,vvs,n,n,,
haultement,vsv,n,n,,
haultes,vs,n,n,,
haultesce,vvs,n,y,,
haultesse,vvs,n,y,,
haulteur,vv,n,n,,
haults,v,n,n,,
haulx,v,n,n,,
haulz,v,n,n,,
haunta,vv,n,n,,
haus,v,n,n,,
hausage,vvs,n,y,,
hausaige,vvs,n,n,,
haussage,vvs,n,y,,
haussaige,vvs,n,y,,
haut,v,n,n,,
hautaces,vvs,n,n,,
haute,vs,n,y,,
