wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,verstype,subtype,syllabified,ref,pos,lemma_ofl,lemma_score
2046,247,6,penitance,penitance,513,N,N,,mix,---,C/V\.C/V\.'C/V\.C/(e)\,"ConBeth, chanson 5, v. 13",NOUN,pénitence,8
2047,247,7,.,.,513,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 13",PUNCT,.,9
2048,248,1,hé,hé,514,Exc,Exc,,mix,---,C/V\,"ConBeth, chanson 5, v. 14",INTJ,hé,3
2049,248,2,!,!,514,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 14",PUNCT,!,9
2050,248,3,las,las,514,Adj,Adj,las,mix,---,C/V\,"ConBeth, chanson 5, v. 14",ADJ,las,10
2051,248,4,",",",",514,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 14",PUNCT,",",9
2052,248,5,se,se,514,Sub,Sub,si3,mix,---,C/(e)\,"ConBeth, chanson 5, v. 14",SCONJ,si,10
2053,248,6,nus,nus,514,QIs,QIs,nul,mix,---,C/V\,"ConBeth, chanson 5, v. 14",PRON,nul,10
2054,248,7,se,se,514,Prn,Prn$$,se,mix,---,C/(e)\,"ConBeth, chanson 5, v. 14",PRON,se,10
2055,248,8,doit,doit,514,Vfin,Vfin,devoir,mix,---,C/V\,"ConBeth, chanson 5, v. 14",VERB,devoir,10
2056,248,9,sauver,sauver,514,Vinf,Vinf,sauver,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 14",VERB,sauver,10
2057,248,10,dolans,dolans,514,Adj,Adj,dolent,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 14",ADJ,dolent,10
2058,248,11,",",",",514,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 14",PUNCT,",",9
2059,249,1,dont,dont,515,Qux,Qux,dont,mix,---,C/V\,"ConBeth, chanson 5, v. 15",PRON,dont,10
2060,249,2,doit,doit,515,Vfin,Vfin,devoir,mix,---,C/V\,"ConBeth, chanson 5, v. 15",VERB,devoir,10
2061,249,3,par,par,515,Pre,Pre,par,mix,---,C/V\,"ConBeth, chanson 5, v. 15",ADP,par,10
2062,249,4,droit,droit,515,N,N,droit,mix,---,C/V\,"ConBeth, chanson 5, v. 15",NOUN,droit,10
2063,249,5,ma,ma,515,Det,Det,mon,mix,---,C/V\,"ConBeth, chanson 5, v. 15",DET,mon,10
2064,249,6,merite,merite,515,N,N,,mix,---,C/V\.'C/V\.C/(e)\,"ConBeth, chanson 5, v. 15",NOUN,mérite,8
2065,249,7,estre,estre,515,Vinf,Vinf,être,mix,---,'/V\.C/(e)\,"ConBeth, chanson 5, v. 15",VERB,être,10
2066,249,8,grans,grans,515,Adj,Adj,grand,mix,---,C/V\,"ConBeth, chanson 5, v. 15",ADJ,grand,10
2067,249,9,",",",",515,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 15",PUNCT,",",9
2068,250,1,car,car,516,Crd,Crd,car,mix,---,C/V\,"ConBeth, chanson 5, v. 16",CCONJ,car,10
2069,250,2,plus,plus,516,Adv,Adv,plus,mix,---,C/V\,"ConBeth, chanson 5, v. 16",ADV,plus,10
2070,250,3,dolans,dolans,516,Adj,Adj,dolent,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 16",ADJ,dolent,10
2071,250,4,ne,ne,516,Neg,Neg,ne,mix,---,C/(e)\,"ConBeth, chanson 5, v. 16",ADV,ne,10
2072,250,5,se,se,516,Prn,Prn$$,se,mix,---,C/(e)\,"ConBeth, chanson 5, v. 16",PRON,se,10
2073,250,6,part,part,516,Vfin,Vfin,partir,mix,---,C/V\,"ConBeth, chanson 5, v. 16",VERB,partir,10
2074,250,7,nus,nus,516,QIs,QIs,nul,mix,---,C/V\,"ConBeth, chanson 5, v. 16",PRON,nul,10
2075,250,8,de,de,516,Pre,Pre,de,mix,---,C/(e)\,"ConBeth, chanson 5, v. 16",ADP,de,10
2076,250,9,france,france,516,N,N,,mix,---,'C/V\.C/(e)\,"ConBeth, chanson 5, v. 16",NOUN,France,5
2077,250,10,.,.,516,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 16",PUNCT,.,9
2078,251,1,vous,vous,517,Prn,Prn,vous,mix,---,C/V\,"ConBeth, chanson 5, v. 17",PRON,vous,10
2079,251,2,ki,ki,517,Qux,Qux,qui,mix,---,C/V\,"ConBeth, chanson 5, v. 17",PRON,qui,10
2080,251,3,dismés,dismés,517,Vfin,Vfin,dîmer,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 17",VERB,dîmer,10
2081,251,4,les,les,517,Det,Det,le,mix,---,C/V\,"ConBeth, chanson 5, v. 17",DET,le,10
2082,251,5,croisiés,croisiés,517,N,N,,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 17",PROPN|NOUN,croisé,5
2083,251,6,",",",",517,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 17",PUNCT,",",9
2084,252,1,ne,ne,518,Neg,Neg,ne,mix,---,C/(e)\,"ConBeth, chanson 5, v. 18",ADV,ne,10
2085,252,2,despendés,despendés,518,Vfin,Vfin,dépendre,mix,---,C/V\.C/V\.'C/V\,"ConBeth, chanson 5, v. 18",VERB,dépendre,10
2086,252,3,mie,mie,518,Neg,Neg,mie,mix,---,'C/V\./(e)\,"ConBeth, chanson 5, v. 18",ADV,mie,10
2087,252,4,l',l',518,Det,Det,le,mix,---,C/\,"ConBeth, chanson 5, v. 18",DET,le,10
2088,252,5,avoir,avoir,518,N,N,avoir,mix,---,/V\.'C/V\,"ConBeth, chanson 5, v. 18",PROPN|NOUN,avoir,10
2089,252,6,ensi,ensi,518,Adv,Adv,ainsi,mix,---,/V\.'C/V\,"ConBeth, chanson 5, v. 18",ADV,ainsi,10
2090,252,7,;,;,518,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 18",PUNCT,;,3
2091,253,1,anemi,anemi,519,N,N,,mix,---,/V\.C/e\.'C/V\,"ConBeth, chanson 5, v. 19",NOUN,ennemi,8
2092,253,2,dieu,dieu,519,N,N,,mix,---,C/V\,"ConBeth, chanson 5, v. 19",PROPN|NOUN,dieu,3
2093,253,3,en,en,519,Prn,Prn$$,en,mix,---,/V\,"ConBeth, chanson 5, v. 19",PRON,en,10
2094,253,4,seriés,seriés,519,Vfin,Vfin,être,mix,---,C/V\.C/<V>\.'/V\,"ConBeth, chanson 5, v. 19",VERB,être,10
2095,253,5,.,.,519,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 19",PUNCT,.,9
2096,254,1,dieus,dieus,520,N,N,,mix,---,C/V\,"ConBeth, chanson 5, v. 20",NOUN,dieu,3
2097,254,2,!,!,520,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 20",PUNCT,!,9
2098,254,3,ke,ke,520,Qux,Qux,que,mix,---,C/(e)\,"ConBeth, chanson 5, v. 20",ADJ|ADV|DET|PRON,que,10
2099,254,4,porront,porront,520,Vfin,Vfin,pouvoir,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 20",VERB,pouvoir,10
2100,254,5,faire,faire,520,Vinf,Vinf,faire,mix,---,'C/V\.C/(e)\,"ConBeth, chanson 5, v. 20",VERB,faire,10
2101,254,6,si,si,520,Det,Det,son,mix,---,C/V\,"ConBeth, chanson 5, v. 20",DET,son,10
2102,254,7,anemi,anemi,520,N,N,,mix,---,/V\.C/e\.'C/V\,"ConBeth, chanson 5, v. 20",NOUN,ennemi,8
2103,254,8,",",",",520,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 20",PUNCT,",",9
2104,255,1,quant,quant,521,Sub,Sub,quand,mix,---,C/V\,"ConBeth, chanson 5, v. 21",SCONJ,quand,10
2105,255,2,tot,tot,521,QIs,QIs,tout,mix,---,C/V\,"ConBeth, chanson 5, v. 21",DET,tout,10
2106,255,3,li,li,521,Det,Det,le,mix,---,C/V\,"ConBeth, chanson 5, v. 21",DET,le,10
2107,255,4,saint,saint,521,Adj,Adj,saint,mix,---,C/V\,"ConBeth, chanson 5, v. 21",ADJ,saint,10
2108,255,5,trambleront,trambleront,521,Vfin,Vfin,trembler,mix,---,C/V\.C/e\.'C/V\,"ConBeth, chanson 5, v. 21",VERB,trembler,10
2109,255,6,de,de,521,Pre,Pre,de,mix,---,C/(e)\,"ConBeth, chanson 5, v. 21",ADP,de,10
2110,255,7,dotance,dotance,521,N,N,,mix,---,C/V\.'C/V\.C/(e)\,"ConBeth, chanson 5, v. 21",NOUN,doutance,9
2111,256,1,devant,devant,522,PrA,PrA,devant,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 22",ADP,devant,10
2112,256,2,celui,celui,522,Dem,Dem,cil,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 22",PRON,cil,10
2113,256,3,ki,ki,522,Qux,Qux,qui,mix,---,C/V\,"ConBeth, chanson 5, v. 22",PRON,qui,10
2114,256,4,onques,onques,522,Adv,Adv,onques,mix,---,'/V\.C/e\,"ConBeth, chanson 5, v. 22",ADV,onques,10
2115,256,5,ne,ne,522,Neg,Neg,ne,mix,---,C/(e)\,"ConBeth, chanson 5, v. 22",ADV,ne,10
2116,256,6,menti,menti,522,Vfin,Vfin,mentir,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 22",VERB,mentir,10
2117,256,7,!,!,522,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 22",PUNCT,!,9
2118,257,1,adont,adont,523,Adv,Adv,adonc,mix,---,/V\.'C/V\,"ConBeth, chanson 5, v. 23",ADV,adonc,10
2119,257,2,seront,seront,523,Vfin,Vfin,être,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 23",VERB,être,10
2120,257,3,pecheor,pecheor,523,N,N,,mix,---,C/V\.C/(V)\.'/V\,"ConBeth, chanson 5, v. 23",NOUN,pécheur,8
2121,257,4,mal,mal,523,Adv,Adv,mal,mix,---,C/V\,"ConBeth, chanson 5, v. 23",ADV,mal,10
2122,257,5,bailli,bailli,523,Vpp,Vpp,baillir,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 23",VERB,baillir,10
2123,257,6,",",",",523,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 23",PUNCT,",",9
2124,258,1,se,se,524,Sub,Sub,si3,mix,---,C/(e)\,"ConBeth, chanson 5, v. 24",SCONJ,si,10
2125,258,2,sa,sa,524,Det,Det,son,mix,---,C/V\,"ConBeth, chanson 5, v. 24",DET,son,10
2126,258,3,pitiés,pitiés,524,N,N,,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 24",NOUN,pitié,8
2127,258,4,ne,ne,524,Neg,Neg,ne,mix,---,C/(e)\,"ConBeth, chanson 5, v. 24",ADV,ne,10
2128,258,5,cuevre,cuevre,524,Vfin,Vfin,couvrir,mix,---,'C/V\.C/(e)\,"ConBeth, chanson 5, v. 24",VERB,couvrir,10
2129,258,6,sa,sa,524,Det,Det,son,mix,---,C/V\,"ConBeth, chanson 5, v. 24",DET,son,10
2130,258,7,poissance,poissance,524,N,N,,mix,---,C/V\.'C/V\.C/(e)\,"ConBeth, chanson 5, v. 24",NOUN,puissance,8
2131,258,8,.,.,524,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 24",PUNCT,.,9
2132,259,1,ne,ne,525,Crd,Crd,ne2,mix,---,C/(e)\,"ConBeth, chanson 5, v. 25",CCONJ,ne,10
2133,259,2,ja,ja,525,Adv,Adv,jà,mix,---,C/V\,"ConBeth, chanson 5, v. 25",ADV,jà,10
2134,259,3,por,por,525,Pre,Pre,pour,mix,---,C/V\,"ConBeth, chanson 5, v. 25",ADP,pour,10
2135,259,4,nul,nul,525,QIs,QIs,nul,mix,---,C/V\,"ConBeth, chanson 5, v. 25",DET,nul,10
2136,259,5,desirier,desirier,525,Vinf,Vinf,désirer,mix,---,C/V\.C/V\.'C/V\,"ConBeth, chanson 5, v. 25",VERB,désirer,10
2137,260,1,ne,ne,526,Neg,Neg,ne,mix,---,C/(e)\,"ConBeth, chanson 5, v. 26",ADV,ne,10
2138,260,2,remanrai,remanrai,526,Vfin,Vfin,remanoir,mix,---,C/V\.C/V\.'C/V\,"ConBeth, chanson 5, v. 26",VERB,remanoir,10
2139,260,3,chi,chi,526,Adv,Adv,ci,mix,---,C/V\,"ConBeth, chanson 5, v. 26",ADV,ci,10
2140,260,4,avoc,avoc,526,PrA,PrA,avec,mix,---,/V\.'C/V\,"ConBeth, chanson 5, v. 26",ADP,avec,10
2141,260,5,ces,ces,526,Dem,Dem,cist,mix,---,C/V\,"ConBeth, chanson 5, v. 26",DET,cist,10
2142,260,6,tirans,tirans,526,N,N,,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 26",NOUN,tyran,3
2143,260,7,",",",",526,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 26",PUNCT,",",9
2144,261,1,ki,ki,527,Qux,Qux,qui,mix,---,C/V\,"ConBeth, chanson 5, v. 27",PRON,qui,10
2145,261,2,sont,sont,527,Vfin,Vfin,être,mix,---,C/V\,"ConBeth, chanson 5, v. 27",VERB,être,10
2146,261,3,croisiét,croisiét,527,N,N,,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 27",PROPN|NOUN,croiser,0
2147,261,4,a,a,527,Pre,Pre,à,mix,---,/V\,"ConBeth, chanson 5, v. 27",ADP,à,10
2148,261,5,loier,loier,527,N,N,,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 27",NOUN,loyer,8
2149,262,1,por,por,528,Pre,Pre,pour,mix,---,C/V\,"ConBeth, chanson 5, v. 28",ADP,pour,10
2150,262,2,dismer,dismer,528,Vinf,Vinf,dîmer,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 28",VERB,dîmer,10
2151,262,3,clers,clers,528,N,N,,mix,---,C/V\,"ConBeth, chanson 5, v. 28",NOUN,clerc,3
2152,262,4,et,et,528,Crd,Crd,et,mix,---,/V\,"ConBeth, chanson 5, v. 28",CCONJ,et,10
2153,262,5,borgois,borgois,528,N,N,,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 28",NOUN,bourgeois,8
2154,262,6,et,et,528,Crd,Crd,et,mix,---,/V\,"ConBeth, chanson 5, v. 28",CCONJ,et,10
2155,262,7,serjans,serjans,528,N,N,,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 28",NOUN,sergent,9
2156,262,8,;,;,528,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 28",PUNCT,;,3
2157,263,1,plus,plus,529,Adv,Adv,plus,mix,---,C/V\,"ConBeth, chanson 5, v. 29",ADV,plus,10
2158,263,2,en,en,529,Prn,Prn$$,en,mix,---,/V\,"ConBeth, chanson 5, v. 29",PRON,en,10
2159,263,3,croisa,croisa,529,Vfin,Vfin,croiser,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 29",VERB,croiser,10
2160,263,4,covoitiés,covoitiés,529,Vpp,Vpp,convoiter,mix,---,C/V\.C/V\.'C/V\,"ConBeth, chanson 5, v. 29",VERB,convoiter,10
2161,263,5,ke,ke,529,Sub,Sub,que,mix,---,C/(e)\,"ConBeth, chanson 5, v. 29",SCONJ,que,10
2162,263,6,creance,creance,529,N,N,,mix,---,C/V\.'C/V\.C/(e)\,"ConBeth, chanson 5, v. 29",NOUN,créance,8
2163,263,7,.,.,529,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 29",PUNCT,.,9
2164,264,1,et,et,530,Crd,Crd,et,mix,---,/V\,"ConBeth, chanson 5, v. 30",CCONJ,et,10
2165,264,2,quant,quant,530,Sub,Sub,quand,mix,---,C/V\,"ConBeth, chanson 5, v. 30",SCONJ,quand,10
2166,264,3,la,la,530,Det,Det,le,mix,---,C/V\,"ConBeth, chanson 5, v. 30",DET,le,10
2167,264,4,crois,crois,530,N,N,,mix,---,C/V\,"ConBeth, chanson 5, v. 30",NOUN,croix,3
2168,264,5,n',n',530,Neg,Neg,ne,mix,---,C/\,"ConBeth, chanson 5, v. 30",ADV,ne,10
2169,264,6,en,en,530,Prn,Prn$$,en,mix,---,/V\,"ConBeth, chanson 5, v. 30",PRON,en,10
2170,264,7,puet,puet,530,Vfin,Vfin,pouvoir,mix,---,C/V\,"ConBeth, chanson 5, v. 30",VERB,pouvoir,10
2171,264,8,estre,estre,530,Vinf,Vinf,être,mix,---,'/V\.C/(e)\,"ConBeth, chanson 5, v. 30",VERB,être,10
2172,264,9,garans,garans,530,N,N,,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 30",PROPN|NOUN,garant,8
2173,264,10,",",",",530,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 30",PUNCT,",",9
2174,265,1,a,a,531,Pre,Pre,à,mix,---,/V\,"ConBeth, chanson 5, v. 31",ADP,à,10
2175,265,2,teus,teus,531,Adj,Adj,tel,mix,---,C/V\,"ConBeth, chanson 5, v. 31",ADJ,tel,10
2176,265,3,croisiés,croisiés,531,N,N,,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 31",PROPN|NOUN,croisé,5
2177,265,4,sera,sera,531,Vfin,Vfin,être,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 31",VERB,être,10
2178,265,5,dieus,dieus,531,N,N,,mix,---,C/V\,"ConBeth, chanson 5, v. 31",PROPN,Dieu,3
2179,265,6,mout,mout,531,QIs,QIs,moult,mix,---,C/V\,"ConBeth, chanson 5, v. 31",ADV,moult,10
2180,265,7,soffrans,soffrans,531,Vprs,Vprs,souffrir,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 31",VERB,souffrir,10
2181,265,8,",",",",531,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 31",PUNCT,",",9
2182,266,1,se,se,532,Sub,Sub,si3,mix,---,C/(e)\,"ConBeth, chanson 5, v. 32",SCONJ,si,10
2183,266,2,ne,ne,532,Neg,Neg,ne,mix,---,C/(e)\,"ConBeth, chanson 5, v. 32",ADV,ne,10
2184,266,3,s',s',532,Prn,Prn$$,se,mix,---,C/\,"ConBeth, chanson 5, v. 32",PRON,se,10
2185,266,4,en,en,532,Prn,Prn$$,en,mix,---,/V\,"ConBeth, chanson 5, v. 32",PRON,en,10
2186,266,5,venge,venge,532,Vfin,Vfin,venger,mix,---,'C/V\.C/(e)\,"ConBeth, chanson 5, v. 32",VERB,venger,10
2187,266,6,a,a,532,Pre,Pre,à,mix,---,/V\,"ConBeth, chanson 5, v. 32",ADP,à,10
2188,266,7,peu,peu,532,Adv,Adv,peu,mix,---,C/V\,"ConBeth, chanson 5, v. 32",ADV,peu,10
2189,266,8,de,de,532,Pre,Pre,de,mix,---,C/(e)\,"ConBeth, chanson 5, v. 32",ADP,de,10
2190,266,9,demorance,demorance,532,N,N,,mix,---,C/V\.C/V\.'C/V\.C/(e)\,"ConBeth, chanson 5, v. 32",NOUN,demeurance,8
2191,266,10,.,.,532,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 32",PUNCT,.,9
2192,267,1,li,li,533,Det,Det,le,mix,---,C/V\,"ConBeth, chanson 5, v. 33",DET,le,10
2193,267,2,quens,quens,533,N,N,,mix,---,C/V\,"ConBeth, chanson 5, v. 33",NOUN,comte,8
2194,267,3,s',s',533,Prn,Prn$$,se,mix,---,C/\,"ConBeth, chanson 5, v. 33",PRON,se,10
2195,267,4,en,en,533,Prn,Prn$$,en,mix,---,/V\,"ConBeth, chanson 5, v. 33",PRON,en,10
2196,267,5,est,est,533,Vfin,Vfin,être,mix,---,/V\,"ConBeth, chanson 5, v. 33",VERB,être,10
2197,267,6,ja,ja,533,Adv,Adv,jà,mix,---,C/V\,"ConBeth, chanson 5, v. 33",ADV,jà,10
2198,267,7,vangiés,vangiés,533,Vpp,Vpp,venger,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 33",VERB,venger,10
2199,267,8,",",",",533,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 33",PUNCT,",",9
2200,268,1,des,des,534,Pre+Det,Pre+Det,de.le,mix,---,C/V\,"ConBeth, chanson 5, v. 34",ADP.DET,de.le,10
2201,268,2,haus,haus,534,Adj,Adj,haut,mix,---,C/V\,"ConBeth, chanson 5, v. 34",ADJ,haut,10
2202,268,3,barons,barons,534,N,N,,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 34",NOUN,baron,8
2203,268,4,",",",",534,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 34",PUNCT,",",9
2204,268,5,qui,qui,534,Qux,Qux,qui,mix,---,C/V\,"ConBeth, chanson 5, v. 34",PRON,qui,10
2205,268,6,or,or,534,Adv,Adv,or,mix,---,/V\,"ConBeth, chanson 5, v. 34",ADV,or,10
2206,268,7,li,li,534,Prn,Prn$$,le,mix,---,C/V\,"ConBeth, chanson 5, v. 34",PRON,le,10
2207,268,8,sont,sont,534,Vfin,Vfin,être,mix,---,C/V\,"ConBeth, chanson 5, v. 34",VERB,être,10
2208,268,9,faillit,faillit,534,Vpp,Vpp,faillir,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 34",VERB,faillir,10
2209,268,10,.,.,534,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 34",PUNCT,.,9
2210,269,1,c',c',535,Crd,Crd,que,mix,---,C/\,"ConBeth, chanson 5, v. 35",CCONJ,que,10
2211,269,2,or,or,535,Adv,Adv,or,mix,---,/V\,"ConBeth, chanson 5, v. 35",ADV,or,10
2212,269,3,les,les,535,Prn,Prn$$,le,mix,---,C/V\,"ConBeth, chanson 5, v. 35",PRON,le,10
2213,269,4,eust,eust,535,Vfin,Vfin,avoir,mix,---,/(V)\.'/V\,"ConBeth, chanson 5, v. 35",VERB,avoir,10
2214,269,5,anpiriés,anpiriés,535,Vpp,Vpp,empirer,mix,---,/V\.C/V\.'C/V\,"ConBeth, chanson 5, v. 35",VERB,empirer,10
2215,269,6,",",",",535,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 35",PUNCT,",",9
2216,270,1,qui,qui,536,Qux,Qux,qui,mix,---,C/V\,"ConBeth, chanson 5, v. 36",PRON,qui,10
2217,270,2,sont,sont,536,Vfin,Vfin,être,mix,---,C/V\,"ConBeth, chanson 5, v. 36",VERB,être,10
2218,270,3,plus,plus,536,Adv,Adv,plus,mix,---,C/V\,"ConBeth, chanson 5, v. 36",ADV,plus,10
2219,270,4,vil,vil,536,Adj,Adj,,mix,---,C/V\,"ConBeth, chanson 5, v. 36",ADJ,vil,9
2220,270,5,que,que,536,Sub,Sub,que,mix,---,C/(e)\,"ConBeth, chanson 5, v. 36",SCONJ,que,10
2221,270,6,onques,onques,536,Adv,Adv,onques,mix,---,'/V\.C/e\,"ConBeth, chanson 5, v. 36",ADV,onques,10
2222,270,7,mais,mais,536,Adv,Adv,mais,mix,---,C/V\,"ConBeth, chanson 5, v. 36",ADV,mais,10
2223,270,8,ne,ne,536,Neg,Neg,ne,mix,---,C/(e)\,"ConBeth, chanson 5, v. 36",ADV,ne,10
2224,270,9,vi,vi,536,Vfin,Vfin,voir,mix,---,C/V\,"ConBeth, chanson 5, v. 36",VERB,voir,10
2225,270,10,!,!,536,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 36",PUNCT,!,9
2226,271,1,dehait,dehait,537,N,N,,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 37",NOUN,deshait,3
2227,271,2,li,li,537,Det,Det,le,mix,---,C/V\,"ConBeth, chanson 5, v. 37",DET,le,10
2228,271,3,bers,bers,537,N,N,,mix,---,C/V\,"ConBeth, chanson 5, v. 37",NOUN,baron,3
2229,271,4,qui,qui,537,Qux,Qux,qui,mix,---,C/V\,"ConBeth, chanson 5, v. 37",PRON,qui,10
2230,271,5,est,est,537,Vfin,Vfin,être,mix,---,/V\,"ConBeth, chanson 5, v. 37",VERB,être,10
2231,271,6,de,de,537,Pre,Pre,de,mix,---,C/(e)\,"ConBeth, chanson 5, v. 37",ADP,de,10
2232,271,7,tel,tel,537,Adj,Adj,tel,mix,---,C/V\,"ConBeth, chanson 5, v. 37",ADJ,tel,10
2233,271,8,sanblance,sanblance,537,N,N,,mix,---,C/V\.'C/V\.C/(e)\,"ConBeth, chanson 5, v. 37",NOUN,semblance,9
2234,272,1,con,con,538,Sub,Sub,comme,mix,---,C/V\,"ConBeth, chanson 5, v. 38",SCONJ,comme,10
2235,272,2,li,li,538,Det,Det,le,mix,---,C/V\,"ConBeth, chanson 5, v. 38",DET,le,10
2236,272,3,oixel,oixel,538,N,N,,mix,---,/V\.'C/V\,"ConBeth, chanson 5, v. 38",NOUN,oiseau,0
2237,272,4,qui,qui,538,Qux,Qux,qui,mix,---,C/V\,"ConBeth, chanson 5, v. 38",PRON,qui,10
2238,272,5,conchiet,conchiet,538,Vfin,Vfin,conchier,mix,---,C/V\.'C/V\.C/e\,"ConBeth, chanson 5, v. 38",VERB,conchier,10
2239,272,6,son,son,538,Det,Det,son,mix,---,C/V\,"ConBeth, chanson 5, v. 38",DET,son,10
2240,272,7,nit,nit,538,N,N,,mix,---,C/V\,"ConBeth, chanson 5, v. 38",NOUN,nid,5
2241,272,8,!,!,538,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 38",PUNCT,!,9
2242,273,1,po,po,539,Adv,Adv,peu,mix,---,C/V\,"ConBeth, chanson 5, v. 39",ADV,peu,10
2243,273,2,en,en,539,Prn,Prn$$,en,mix,---,/V\,"ConBeth, chanson 5, v. 39",PRON,en,10
2244,273,3,i,i,539,Prn,Prn$$,y,mix,---,/V\,"ConBeth, chanson 5, v. 39",PRON,y,10
2245,273,4,a,a,539,Vfin,Vfin,avoir,mix,---,/V\,"ConBeth, chanson 5, v. 39",VERB,avoir,10
2246,273,5,n',n',539,Neg,Neg,ne,mix,---,C/\,"ConBeth, chanson 5, v. 39",ADV,ne,10
2247,273,6,ait,ait,539,Vfin,Vfin,avoir,mix,---,/V\,"ConBeth, chanson 5, v. 39",VERB,avoir,10
2248,273,7,son,son,539,Det,Det,son,mix,---,C/V\,"ConBeth, chanson 5, v. 39",DET,son,10
2249,273,8,renne,renne,539,N,N,,mix,---,'C/V\.C/(e)\,"ConBeth, chanson 5, v. 39",NOUN,rêne,8
2250,273,9,honi,honi,539,Vpp,Vpp,honnir,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 39",VERB,honnir,10
2251,273,10,",",",",539,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 39",PUNCT,",",9
2252,274,1,por,por,540,Pre,Pre,pour,mix,---,C/V\,"ConBeth, chanson 5, v. 40",ADP,pour,10
2253,274,2,tant,tant,540,QIs,QIs,tant,mix,---,C/V\,"ConBeth, chanson 5, v. 40",ADV,tant,10
2254,274,3,qu',qu',540,Sub,Sub,que,mix,---,C/\,"ConBeth, chanson 5, v. 40",SCONJ,que,10
2255,274,4,il,il,540,Prn,Prn$,il,mix,---,/V\,"ConBeth, chanson 5, v. 40",PRON,il,10
2256,274,5,ait,ait,540,Vfin,Vfin,avoir,mix,---,/V\,"ConBeth, chanson 5, v. 40",VERB,avoir,10
2257,274,6,sor,sor,540,Pre,Pre,sur,mix,---,C/V\,"ConBeth, chanson 5, v. 40",ADP,sur,10
2258,274,7,ses,ses,540,Det,Det,son,mix,---,C/V\,"ConBeth, chanson 5, v. 40",DET,son,10
2259,274,8,homes,homes,540,N,N,,mix,---,'/V\.C/e\,"ConBeth, chanson 5, v. 40",NOUN,homme,8
2260,274,9,possance,possance,540,N,N,,mix,---,C/V\.'C/V\.C/(e)\,"ConBeth, chanson 5, v. 40",NOUN,puissance,6
