"wd_id","line_id","linewd","lex_id","tag","textlineid","TT lemma"
851,131,4,"corochiés","NOM",131,"<unknown>"
852,132,1,"ou","PREDET:en",132,"en1+le_S"
853,132,2,"demyneis","NOM",132,"<unknown>"
854,132,3,"ou","PRO:pers",132,"il|vos1_S|S"
855,132,4,"apaisiés","VER",132,"apaisier_*+IT"
856,132,5,",","PON",132,","
857,133,1,"car","CON:coord",133,"car_S"
858,133,2,",","PON",133,","
859,133,3,"por","PRE",133,"por2_+S"
860,133,4,"vus","PRO:pers",133,"vos1_S"
861,133,5,",","PON",133,","
862,133,6,"riens","ADV",133,"riens_Z"
863,133,7,"je","PRO:pers",133,"je_S"
864,133,8,"n'","PRO:clit",133,"en2_S"
865,133,9,"en","PRO:clit",133,"en2_S"
866,133,10,"lairoie","VER",133,"laissier_+M"
867,134,1,"à","VER",134,"<unknown>"
868,134,2,"faire","VER",134,"faire_+MIT"
869,134,3,"ce","PRO:invar",134,"ce1_S"
870,134,4,"que","PROCON",134,"que3_S"
871,134,5,"je","PRO:pers",134,"je_S"
872,134,6,"voulroie","VER",134,"<unknown>"
873,134,7,".","PON",134,"."
874,135,1,"dame","NOM",135,"dam|dame|dan2_+T|+CIT|+T"
875,135,2,",","PON",135,","
876,135,3,"or","ADV",135,"or4|or_+IT|CI"
877,135,4,"vos","PRO:pers",135,"vos1_S"
878,135,5,"aye","VER",135,"aidier|avoir_+M|+M"
879,135,6,"tres","ADV",135,"tres|très_I|IIdTd"
880,135,7,"bien","ADV",135,"bien1|bien2|bien_+IT|C|I"
881,135,8,"entendu","VER",135,"entendre_+M"
882,136,1,"et","CON:coord",136,"et_S"
883,136,2,"voy","VER",136,"aler|voir_+M|M"
884,136,3,"bien","ADV",136,"bien1|bien2|bien_+IT|C|I"
885,136,4,"que","PROCON",136,"que3_S"
886,136,5,"à","NOM",136,"<unknown>"
887,136,6,"vus","PRO:pers",136,"vos1_S"
888,136,7,"argueir","VER",136,"argüer_+M"
889,137,1,"je","PRO:pers",137,"je_S"
890,137,2,"ne","PRO:clit",137,"en2_S"
891,137,3,"poroie","VER",137,"pouvoir_M"
892,137,4,"pas","NOM",137,"pas|past2_+IT|+T"
893,137,5,"dureir","VER",137,"durer_*+IT"
894,137,6,".","PON",137,"."
895,138,1,"mieulx","ADV",138,"mieus_Z"
896,138,2,"me","PRO:pers",138,"je_S"
897,138,3,"vault","VER",138,"valoir_+M"
898,138,4,"qu'","PROCON",138,"que1|que2|que3|que4_S|S|S|S"
899,138,5,"à","NOM",138,"<unknown>"
900,138,6,"vos","PRO:pers",138,"vos1_S"
901,138,7,"obeisse","VER",138,"obeir_M"
902,139,1,"que","PROCON",139,"que3_S"
903,139,2,"riens","ADV",139,"riens_Z"
904,139,3,"contre","PRE",139,"contre_S"
905,139,4,"vus","PRO:pers",139,"vos1_S"
906,139,5,"ie","PRO:pers",139,"je_S"
907,139,6,"disisse","VER",139,"dire_+M"
908,140,1,"et","CON:coord",140,"et_S"
909,140,2,"toute","DET:ind",140,"tot_S"
910,140,3,"foy","NOM",140,"foi_+C"
911,140,4,",","PON",140,","
912,140,5,"se","PRO:invar",140,"ce1_S"
913,140,6,"je","PRO:pers",140,"je_S"
914,140,7,"ossast","VER",140,"oser_*+I"
915,140,8,",","PON",140,","
916,141,1,"encore","ADV",141,"encore_+IT"
917,141,2,"unc","ADV",141,"onque_+I"
918,141,3,"pau","ADV",141,"poi_Z"
919,141,4,"vus","PRO:pers",141,"vos1_S"
920,141,5,"arguasse","VER",141,"<unknown>"
921,141,6,".","PON",141,"."
922,142,1,"hardiement","ADV",142,"hardïement_Id"
923,142,2,"tout","PRO:ind",142,"tot_S"
924,142,3,"disiés","VER",142,"dire_+M"
925,142,4,",","PON",142,","
926,143,1,"car","CON:coord",143,"car_S"
927,143,2,"je","PRO:pers",143,"je_S"
928,143,3,"tien","VER",143,"tenir|tenoir_CMI|M"
929,143,4,"à","VER",143,"<unknown>"
930,143,5,"ieu","VER",143,"jesir_*+Z"
931,143,6,"ce","PRO:invar",143,"ce1_S"
932,143,7,"que","PROCON",143,"que3_S"
933,143,8,"me","PRO:pers",143,"je_S"
934,143,9,"direis","VER",143,"<unknown>"
935,144,1,"et","CON:coord",144,"et_S"
936,144,2,"bien","ADV",144,"bien1|bien2|bien_+IT|C|I"
937,144,3,"contene","NOM",144,"<unknown>"
938,144,4,"je","PRO:pers",144,"je_S"
939,144,5,"suy","VER",144,"sivre_+M"
940,145,1,"que","PROCON",145,"que3_S"
941,145,2,"vostre","DET:poss",145,"vostre_S"
942,145,3,"cuer","NOM",145,"cuer1|cuer2_+T|+IT"
943,145,4,"bien","ADV",145,"bien1|bien2|bien_+IT|C|I"
944,145,5,"descargiés","VER",145,"<unknown>"
945,145,6,".","PON",145,"."
946,146,1,"puis","ADV",146,"puis_IT"
947,146,2,"doncque","ADV",146,"<unknown>"
948,146,3,"que","PROCON",146,"que3_S"
949,146,4,"i'","PRO:clit",146,"i2_S"
950,146,5,"aie","VER",146,"aidier|avoir_+MIdMd|+CMIMd"
951,146,6,"congié","NOM",146,"congié_*+I"
952,146,7,"de","PRE",146,"de_+S"
953,146,8,"dire","VER",146,"dire_+MIT"
954,146,9,",","PON",146,","
955,147,1,"je","PRO:pers",147,"je_S"
956,147,2,"argueraie","VER",147,"<unknown>"
957,147,3,"de","PRE",147,"de_+S"
958,147,4,"vus","PRO:pers",147,"vos1_S"
959,147,5,"dit","VER",147,"dire_+CMI"
960,147,6,",","PON",147,","
961,148,1,"de","PRE",148,"de_+S"
962,148,2,"ce","PRO:invar",148,"ce1_S"
963,148,3,"que","PROCON",148,"que3_S"
964,148,4,"m'","PRO:pers",148,"je_S"
965,148,5,"aueis","VER",148,"avoir_*+M"
966,148,6,"arguee","VER",148,"<unknown>"
967,149,1,"en","PRE",149,"en1_+S"
968,149,2,"tous","DET:ind",149,"tot_S"
969,149,3,"mes","DET:poss",149,"mon1_S"
970,149,4,"dis","NOM",149,"di_+I"
971,149,5,"et","CON:coord",149,"et_S"
972,149,6,"reputee","VER",149,"<unknown>"
973,149,7,".","PON",149,"."
974,150,1,"vus","PRO:pers",150,"vos1_S"
975,150,2,"aueis","VER",150,"avoir_*+M"
976,150,3,"dit","VER",150,"dire_+CMI"
977,150,4,"que","PROCON",150,"que3_S"
978,150,5,"la","DET:def",150,"le_S"
979,150,6,"maistresse","NOM",150,"maistresse_+T"
980,151,1,"ne","PRO:clit",151,"en2_S"
981,151,2,"doit","VER",151,"devoir|dire_+CMI|+M"
982,151,3,"point","NOM",151,"point_+CIT"
983,151,4,"estre","VER",151,"entr'estre|estre1_+M|+IT"
984,151,5,"sens","PRE",151,"sans_+S"
985,151,6,"bayesse","NOM",151,"<unknown>"
986,152,1,"et","CON:coord",152,"et_S"
987,152,2,"moy","PRO:pers",152,"je_S"
988,152,3,"bayesse","NOM",152,"<unknown>"
989,152,4,"aueis","VER",152,"avoir_*+M"
990,152,5,"tenue","VER",152,"tenir_CMI"
991,152,6,",","PON",152,","
992,153,1,"por","PRE",153,"por2_+S"
993,153,2,"laqueil","ADJ",153,"<unknown>"
994,153,3,"chose","NOM",153,"chose_+CIT"
995,153,4,"ie","PRO:pers",153,"je_S"
996,153,5,"argue","VER",153,"argüer_+MI"
997,154,1,"que","PROCON",154,"que3_S"
998,154,2,"se","PRO:pers",154,"soi1_S"
999,154,3,"vus","PRO:pers",154,"vos1_S"
1000,154,4,"esteis","VER",154,"estre_M"
1001,154,5,"la","DET:def",154,"le_S"
1002,154,6,"maistresse","NOM",154,"maistresse_+T"
1003,154,7,",","PON",154,","
1004,155,1,"aueuc","PRE",155,"avuec_S"
1005,155,2,"vus","PRO:pers",155,"vos1_S"
